Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
706,"Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line
(Ministry of Railways)
(400223)","Multi-States
(Puducherry, Tamil
Nadu)","07/2008
(01/2019)","03/2027
(03/2028)","713
(981)",633.24,80
707,"Sivok-Rangpo New Rail Line
(Indian Railway Construction International Limited [IRCON])
(705432)","Multi-States
(Sikkim, West
Bengal)","10/2009
(05/2010)","05/2015
(12/2027)","7877
(11775)",10027.63,90
708,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project
(Eastern Railway [ER] - I)
(602797)","Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
(12/2017)","03/2027
(03/2027)","461.64
(461.64)",197.33,9
709,"Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at
Barpali.
(South Eastern Railway [SER] - I)
(400006)",Odisha,"10/2021
(10/2021)","10/2025
(12/2026)","808.99
(808.99)",542.88,32
710,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher
Under Deposit Scheme.
(East Coast Railway [ECoR] - II)
(400045)",Odisha,"08/2022
(07/2022)","03/2025
(01/2025)","168.32
(168.32)",69.85,82
711,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC
exchange yard and NTPC Block Cabin.
(East Coast Railway [ECoR] - II)
(400047)",Odisha,"08/2022
(06/2022)","12/2024
(12/2026)","210
(210)",37.17,50
712,"Doubling of lines connecting the loading spurs in Talcher Yard.
(East Coast Railway [ECoR] - II)
(400048)",Odisha,"09/2022
(06/2022)","12/2024
(04/2026)","186.21
(186.21)",93.02,86
713,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",215.98,48
714,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",105.68,70
715,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",4.41,0
716,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",1.93,0
717,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",30,2
718,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",0.1,5
719,"New Line between Junagarh - Nabarangpur [116.21 Km]
(Indian Railway)
(618995)",Odisha,"08/2024
(08/2025)","08/2030
(-)","2864.51
(2864.51)",0,0
720,"Khurda-Bolangir New Broad Gauge Rail Link [301km]
(East Coast Railway [ECoR] - II)
(705358)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792
(5089)",5370.68,90
721,"Talcher-Bimlagarh New Railway Line
(East Coast Railway [ECoR] - II)
(705359)",Odisha,"03/2004
(12/2004)","03/2025
(03/2027)","1928
(1928)",2021.63,51
722,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1323.62,91
723,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",1892.65,72
724,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)",Odisha,"11/2015
(12/2015)","11/2018
(03/2026)","1000
(810.02)",434.84,58
725,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",2083.09,86
726,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",14.27,1
727,"Jeypore-Malkanagiri New Railway Line Project
(East Coast Railway [ECoR] - II)
(705742)",Odisha,"02/2018
(12/2023)","07/2033
(07/2033)","2344
(2344)",493.99,20
728,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)",Odisha,"09/2018
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
729,"GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms
(East Coast Railway [ECoR] - II)
(709811)",Odisha,"09/2022
(05/2025)","09/2027
(09/2027)","190
(189.93)",0,0
730,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]
(East Central Railway [ECR] - I)
(705362)",Offshore,"08/2015
(03/2011)","03/2022
(03/2026)","819
(819)",580.51,75
731,"North Region Video Surveillance Project
(RCIL)
(705298)",PAN India,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,48
732,"Ludhiana- Killa Raipur Railway Doubling Project
(Railway)
(705783)",Punjab,"03/2019
(12/2022)","03/2025
(03/2026)","237.64
(238)",135.92,56
733,"Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli
Gauge Conversion [152 Km]
(North Western Railway [NWR])
(611849)",Rajasthan,"01/2023
(01/2023)","06/2028
(06/2028)","968.92
(968.92)",196.05,60
