Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1130,"Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to
Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO
Annual Plan 2016-17 in the state of Kerala
(MoRTH)
(618070)",Kerala,"02/2017
(08/2017)","08/2019
(06/2025)","294.28
(315.63)",0,98
1131,"6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468
(National Highways Authority of India [NHAI])
(618595)",Kerala,"06/2020
(10/2021)","04/2024
(-)","1746.45
(2538.06)",775.85,79
1132,"6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66
(National Highways Authority of India [NHAI])
(618596)",Kerala,"08/2020
(11/2021)","05/2024
(08/2025)","2714.6
(3557.65)",1006.98,81
1133,"6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66
(National Highways Authority of India [NHAI])
(618597)",Kerala,"10/2020
(10/2021)","07/2024
(-)","3205.77
(3898.46)",771.22,60
1134,"6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895
and allied works
(National Highways Authority of India [NHAI])
(618598)",Kerala,"03/2020
(12/2020)","06/2022
(02/2024)","210
(216.94)",70.89,100
1135,"6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66
(National Highways Authority of India [NHAI])
(618599)",Kerala,"01/2021
(01/2022)","07/2024
(03/2025)","4924.11
(4919.46)",1668.84,99
1136,"6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850
(National Highways Authority of India [NHAI])
(618600)",Kerala,"02/2021
(01/2022)","07/2024
(03/2025)","4023.94
(4023.94)",1465.97,98
1137,"6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old
NH-17
(National Highways Authority of India [NHAI])
(618601)",Kerala,"06/2021
(09/2022)","01/2025
(10/2025)","4225.59
(4225.59)",646.67,88
1138,"6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old
NH-17
(National Highways Authority of India [NHAI])
(618602)",Kerala,"06/2021
(09/2022)","02/2025
(11/2025)","4302.06
(4302.06)",695.34,84
1139,"6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old
NH-17
(National Highways Authority of India [NHAI])
(618603)",Kerala,"11/2021
(10/2022)","04/2025
(-)","3465.82
(3606.2)",767.55,64
