Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
891,"Vadodara Mumbai Expressway Kim to Ankleshwar Phase IA - Pkg V
(National Highways Authority of India [NHAI])
(618463)",Gujarat,"02/2018
(11/2019)","10/2021
(04/2025)","1324.84
(2807.48)",1232.22,61
892,"Vadodara Mumbai Expressway Gandeva to Ena Phase IB - Pkg VII [Km 190.00 to Km
217.500]
(National Highways Authority of India [NHAI])
(618465)",Gujarat,"07/2020
(11/2021)","11/2023
(03/2025)","1710.3
(3392.21)",2152.35,52
893,"Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road -
Sindhrej Village]
(National Highways Authority of India [NHAI])
(618501)",Gujarat,"05/2020
(01/2022)","01/2024
(10/2024)","1298
(1421.05)",994.98,99
894,"Ahmedabad - Dholera Pkg II from km. 22.00 to km. 48.52 [Sindhrej Village - Vejallka
Village]
(National Highways Authority of India [NHAI])
(618502)",Gujarat,"05/2020
(01/2022)","01/2024
(-)","1415.34
(1729.69)",982.57,99
895,"Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of
DSIR zone]
(National Highways Authority of India [NHAI])
(618503)",Gujarat,"05/2020
(07/2021)","07/2023
(05/2024)","1034.04
(1155.41)",942.31,99
896,"Ahmedabad - Dholera Pkg IV from km. 71.06 to km. 109.019 [Start of DSIR zone -
Adhelai Village]
(National Highways Authority of India [NHAI])
(618504)",Gujarat,"05/2020
(12/2021)","12/2023
(10/2024)","1181.76
(1358.73)",1202.2,97
897,"Sanchore - Santalpur from km 67.000 - km 99.000 of NH-754K AJ-RGBS-Package-3
(National Highways Authority of India [NHAI])
(618614)",Gujarat,"02/2020
(08/2021)","08/2023
(01/2024)","752.3
(765.25)",560.81,99
898,"Sanchore - Santalpur from km 99.000 - km 130.073 of NH-754K AJ-RGBS-Package-4
(National Highways Authority of India [NHAI])
(618615)",Gujarat,"02/2020
(03/2021)","03/2023
(12/2024)","778.15
(835.55)",663.18,73
899,"Upgradation to 4L PS from Bhimasar, Junction of NH-41 to Anjar- Bhuj upto Airport
Junction from Km 0.000 to Km 65.478 of NH-341
(National Highways Authority of India [NHAI])
(618787)",Gujarat,"03/2022
(01/2023)","06/2025
(-)","1373.06
(1687.25)",728.15,90
900,"Kodinar - Veraval Package VI from km. 221.610 to km. 263.00 of NH-8E & km.
120.900 to km. 121.150 of NH-8D
(National Highways Authority of India [NHAI])
(618833)",Gujarat,"NA
(02/2018)","07/2020
(10/2024)","894.01
(1127.42)",439.5,98
