Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1274,"Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to
Etah section to two lane with paved shoulder configuration under EPC mode in the
State of Uttar Pradesh
(MoRTH)
(618124)",Uttar Pradesh,"01/2022
(02/2024)","08/2025
(-)","343.54
(343.54)",53.25,47
1275,"Rehabilitation and Up-gradation from km. 0000 to km.40390 of NH-730S
MaharajganjNichloulThuthibari to two lane with paved shoulders in the State of U.P.
on Engineering, Procurement & Construction EPC Basis.
(MoRTH)
(618163)",Uttar Pradesh,"03/2023
(06/2024)","12/2025
(-)","809.25
(603.19)",0,52
1276,"Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950
of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.
(MoRTH)
(618164)",Uttar Pradesh,"03/2022
(06/2024)","06/2026
(-)","1141.67
(1157.31)",0,66
1277,"Construction of 4-lane highway with paved shoulders from Km 49.155 to Km 74.700 of
NH-731A on Hybrid Annuity Mode in the state of Uttar Pradesh
(MoRTH)
(618165)",Uttar Pradesh,"01/2022
(02/2024)","01/2026
(-)","1156.72
(1156.72)",0,90
1278,"Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH-
731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh
(MoRTH)
(618166)",Uttar Pradesh,"01/2022
(10/2023)","10/2025
(-)","697.66
(697.66)",0.04,98
1279,"Rehabilitation & Upgradation of NH-731A from Km.0.00 to Km.35.00 to 2-lane with
paved shoulder under EPC mode
(MoRTH)
(618167)",Uttar Pradesh,"03/2021
(08/2022)","08/2023
(-)","264.86
(264.86)",0,50
1280,"Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of
NH-731B on EPC mode in the state of Uttar Pradesh
(MoRTH)
(618168)",Uttar Pradesh,"03/2022
(01/2024)","01/2026
(-)","917.91
(965.3)",116.91,50
1281,"Construction of Two Lane with paved shoulder highway from Design Ch.0.000 to
Ch.49.2OO of NH-731B on EPC Mode
(MoRTH)
(618169)",Uttar Pradesh,"03/2022
(11/2023)","11/2025
(-)","640.18
(602.76)",227.12,93
1282,"Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Near
Karri village-Etawah section Km30.000 to Km 57.346 Pakage-II of NH-92 in state of
Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan
assistance of world Bank on EPC mode.
(MoRTH)
(618229)",Uttar Pradesh,"04/2020
(08/2022)","02/2024
(02/2025)","211.09
(206.56)",0,100
1283,"Construction of 6-lane bridge on Ganga on NH-96 and its approaches in Phaphamau
Allahabad on EPC mode
(MoRTH)
(618233)",Uttar Pradesh,"07/2018
(02/2021)","02/2024
(07/2024)","1948.25
(1465.41)",0,60
