Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
371,"Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme
(NRL)
(709865)",Assam,"NA
(04/2023)","12/2024
(10/2025)","293.5
(293.5)",97.22,95
372,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar
(MinistryofPetroleumNaturalGas)
(617304)",Bihar,"NA
(10/2023)","03/2027
(03/2027)","340.15
(340.15)",94.41,28
373,"Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA
(Ministry of Petroleum & Natural Gas)
(701324)",Bihar,"NA
(01/2020)","04/2023
(08/2026)","14810
(16724)",11997.29,88
374,"Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni
Refinery
(MinistryofPetroleumNaturalGas)
(709777)",Bihar,"NA
(01/2022)","04/2025
(10/2026)","389.35
(340)",56.85,42
375,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and
Sheohar districts
(Bharat Petroleum Corporation Limited [BPCL])
(709792)",Bihar,"12/2022
(12/2022)","03/2030
(03/2030)","3638
(3638)",414.14,29
376,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East
Champaran and Deoria districts
(Bharat Petroleum Corporation Limited [BPCL])
(709793)",Bihar,"12/2022
(12/2022)","06/2030
(06/2030)","3919
(3919)",412.83,19
377,"Redevelopment of Sobhasan Complex
(Oil and Natural Gas Corporation Limited [ONGC])
(400087)",Gujarat,"08/2021
(08/2021)","02/2026
(02/2026)","885.63
(1286.67)",830.89,79
378,"Redevelopment of Santhal Field [Onshore-Mehsana Asset]
(Oil and Natural Gas Corporation Limited [ONGC])
(400167)",Gujarat,"02/2017
(02/2017)","03/2026
(03/2026)","1162.56
(1162.56)",1157,94
379,"Redevelopment of Linch Field
(Oil and Natural Gas Corporation Limited [ONGC])
(400169)",Gujarat,"04/2021
(04/2021)","03/2025
(10/2025)","631.03
(860.04)",539.03,83
380,"Petrochemical and Lube Integration Project at Gujarat Refinery
(Ministry of Petroleum & Natural Gas)
(701329)",Gujarat,"NA
(09/2020)","08/2024
(06/2026)","18936
(17825)",12645.17,84
