Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Steel,,,,,,
507,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)
(N12000137) (-)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",75.16,79.73
508,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)
(N12000131) (-)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",239.59,67.07
509,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)
(N12000133) (-)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(03/2026)","884.1
(884.1)",601.25,89.99
510,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)
(N12000124) (870)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(05/2026)","2907
(5427)",3607.64,94.1
511,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)
(N12000127) (-)",Chhattisgarh,"01/2009
(10/2021)","01/2026
(07/2027)","2718.84
(2718.84)",1524.61,82.17
512,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)
(N12000095) (3020)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",980.24,59.78
513,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)
(N12000142) (-)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",58.64,47.5
514,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)
(N12000143) (-)",Jharkhand,"01/2025
(02/2025)","10/2026
(-)","207.13
(207.13)",57.34,39.92
515,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)
(N12000129) (9899)",Jharkhand,"08/2023
(10/2023)","07/2025
(05/2026)","513.82
(513.82)",408.4,97.3
516,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)
(N12000134) (-)",Jharkhand,"03/2024
(04/2024)","06/2026
(04/2027)","260.37
(260.37)",102.86,44.17
517,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)
(N12000135) (-)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",330.82,61.84
518,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)
(N12000136) (3282)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",609.8,63.1
519,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)
(N12000132) (5635)",West Bengal,"09/2023
(09/2023)","12/2026
(09/2027)","916.78
(916.78)",206.54,33.66
520,"Installation of New Bar Mill at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617242)
(N12000138) (9902)",West Bengal,"07/2024
(08/2024)","06/2027
(-)","2115.44
(2115.44)",564.14,57.55
521,"Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617246)
(N12000139) (9900)",West Bengal,"09/2024
(10/2024)","06/2026
(10/2027)","758.09
(758.09)",219.33,38.12
522,"Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617248)
(N12000141) (-)",West Bengal,"11/2024
(12/2024)","07/2026
(-)","227.96
(227.96)",75.66,66.37
523,"Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617251)
(N12000140) (-)",West Bengal,"07/2024
(12/2024)","05/2026
(-)","196.4
(196.4)",35.36,24.8
524,"Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617338)
(-) (9892)",West Bengal,"01/2025
(02/2025)","07/2028
(-)","2518.39
(2518.39)",375.65,22.5
,Total (18),,,,17811.66,10073.03,
,Ministry of Railways,,,,,,
,Railways,,,,,,
525,"Nadikudi - Srikalahasti New Line
(South Central Railway [SCR] - II)
(400298)
(N22000286) (1204)",Andhra Pradesh,"03/2012
(12/2016)","05/2027
(03/2028)","2312
(5932)",3069.35,55.01
526,"GOOTY-PENDEKALLU DOUBLING 29.225 Km
(South Central Railway [SCR] - II)
(611752)
(N22000585) (-)",Andhra Pradesh,"03/2023
(06/2023)","03/2027
(03/2027)","351.83
(351.83)",330.25,3.03
527,"GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK
(South Central Railway [SCR] - II)
(611754)
(-) (-)",Andhra Pradesh,"07/2023
(07/2023)","07/2026
(-)","293.3
(293.3)",267.51,0.23
