Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1449,"4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to
Jaipur
(National Highways Authority of India [NHAI])
(619063)",Rajasthan,"03/2022
(11/2022)","11/2024
(-)","1636.15
(2170.39)",1204.74,100
1450,"Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to
Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim
(MoRTH)
(618071)",Sikkim,"10/2021
(05/2022)","05/2024
(01/2025)","385.15
(342.89)",0,78
1451,"Construction & Upgradation of existing road to 2-lane with paved shoulder from New
Rolep Bridge at km 37.600 to Chochenpheri at km 52.00 in the section of Rongli to
Chochenpheri of NH 717B Pkg-II C
(NHIDCL)
(618446)",Sikkim,"10/2020
(05/2021)","05/2024
(02/2025)","493.42
(478.79)",0,72
1452,"Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From
Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH-
717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.
(NHIDCL)
(618447)",Sikkim,"01/2021
(02/2021)","02/2024
(09/2025)","410.6
(379.3)",0,79
1453,"Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From
Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla
Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of
Sikkim.
(NHIDCL)
(618448)",Sikkim,"10/2020
(12/2020)","12/2023
(09/2025)","816.79
(786.6)",32.28,56
1454,"Construction & Upgradation of existing road to 2-lane with paved shoulder from
km27.200 End of Rongli bypass to km37.600New Rolep Bridge of Rhenok-Menla spur
NH-717B on EPC Mode under SARDP-NE Phase-A in Sikkim Pkg-II B
(NHIDCL)
(618449)",Sikkim,"07/2020
(10/2020)","04/2023
(02/2025)","230.45
(244.91)",0,77
1455,"Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including
geometric improvement of section from start of Rabangla km33.600 to km58.840
under SARDP-NE Phase A Pkg- IV
(NHIDCL)
(618450)",Sikkim,"07/2020
(10/2020)","05/2022
(04/2025)","292.8
(292.8)",1.91,62
1456,"Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850
10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering,
Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in
the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997
(MoRTH)
(617962)",Tamil Nadu,"03/2022
(09/2024)","08/2026
(-)","238.97
(260.07)",85.64,72
1457,"Bangalore Chennai Expressway Phase-III Package II Walajahpet to Arakkonam from
Km 180.000 to Km 204.500
(National Highways Authority of India [NHAI])
(618478)",Tamil Nadu,"01/2021
(07/2022)","07/2024
(-)","1106.65
(1106.65)",496.07,93
1458,"Bangalore Chennai Expressway Phase-III Package III Arakkonam to Kancheepuram
from Km 204.500 to Km 230.000
(National Highways Authority of India [NHAI])
(618479)",Tamil Nadu,"12/2020
(08/2022)","07/2024
(03/2025)","1525.1
(1525.1)",353.87,53
