Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
659,"Tiruchchirappalli-Nagore-Karaikal with extension of Nagapattinam-Velankani-
Tiruthiraipundi incl. new material modification of Karaikal - Peralam 23 km new line
(CAOC/SR SR mor)
(400223)
(-) (-)","Multi-States
(Puducherry, Tamil
Nadu)","11/1995
(02/2014)","03/2025
(03/2028)","713.00
(1748.55)",1267.74,80
660,"Sivok-Rangpo New Rail Line
(Indian Railway Construction International Limited [IRCON])
(705432)
(-) (-)","Multi-States
(Sikkim, West
Bengal)","10/2009
(05/2010)","05/2015
(12/2027)","7877.00
(11775.05)",11090.47,80
661,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass 35 km
(CAOC/ER ER mor)
(602797)
(-) (-)","Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
(06/2024)","03/2027
(03/2027)","461.64
(797.94)",185.23,15
662,"Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at
Barpali.
(South Eastern Railway [SER] - I)
(400006)
(-) (-)",Odisha,"10/2021
(10/2021)","10/2025
(12/2026)","808.99
(808.99)",743.46,44
663,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher
Under Deposit Scheme.
(East Coast Railway [ECoR] - II)
(400045)
(-) (-)",Odisha,"08/2022
(07/2022)","03/2025
(01/2025)","168.32
(168.32)",69.85,82
664,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC
exchange yard and NTPC Block Cabin.
(East Coast Railway [ECoR] - II)
(400047)
(-) (-)",Odisha,"08/2022
(06/2022)","12/2024
(12/2026)","210.00
(210.00)",41.17,53
665,"Doubling of lines connecting the loading spurs in Talcher Yard.
(East Coast Railway [ECoR] - II)
(400048)
(-) (-)",Odisha,"09/2022
(06/2022)","12/2024
(06/2027)","186.21
(186.21)",105.07,88
666,"Brundamal - Jharsuguda - Fly-over connection for joining down line 6.6 km
(CAO/C/ECOR ECoR mor)
(400232)
(-) (-)",Odisha,"01/2014
(02/2024)","12/2026
(12/2026)","297.00
(296.51)",46.39,55
667,"3rd & 4th line between Sarla - Sason 8 km PB73/2023-24/NR
(CAO/C/ECOR ECoR mor)
(612834)
(-) (-)",Odisha,"04/2023
(01/2024)","12/2025
(-)","252.00
(252.00)",169.6,88
668,"Rourkela-Bondamunda A-Cabin 5th line 10 km Umbrella work PB57/2019-20/NR
(CAO/C/SER SER mor)
(615915)
(-) (-)",Odisha,"09/2022
(12/2023)","09/2024
(11/2026)","244.99
(244.99)",155.23,45
669,"Flyover between Siju & Paradeep coaching yard 7 km PB73/2023-24/NR
(CAO/C/ECOR ECoR mor)
(616694)
(-) (-)",Odisha,"04/2023
(10/2023)","07/2028
(-)","200.77
(200.77)",55.91,0
670,"Construction of Paradeep- Badabandha 3rd & 4th line 18.51 km PB34/ECOR/2023-24
(CAO/C/ECOR ECoR mor)
(616695)
(-) (-)",Odisha,"08/2023
(11/2025)","11/2028
(-)","300.15
(300.15)",21.5,7
671,"Gunupur - Therubali new line 73.62 km
(CAO/C/ECOR ECoR mor)
(616839)
(-) (-)",Odisha,"08/2024
(05/2026)","12/2029
(-)","1165.89
(1165.73)",1.95,0
672,"Khurda Road-Bolangir 301 km
(CAO/C/ECOR ECoR mor)
(705358)
(-) (-)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792.00
(6221.98)",4825.28,93
673,"Talcher-Bimlagarh 154 km
(CAO/C/ECOR ECoR mor)
(705359)
(-) (-)",Odisha,"03/2004
(07/2008)","03/2025
(03/2029)","1928.00
(4546.84)",2164.01,56
674,"Bhadrak-Nergundi - 3rd line 80 km
(CAO/C/ECOR ECoR mor)
(705510)
(-) (-)",Odisha,"03/2012
(09/2016)","11/2024
(01/2026)","1284.00
(1600.00)",1395.78,87
675,"Koraput-Singapur Road 164.56 km
(CAO/C/ECOR ECoR mor)
(705513)
(-) (-)",Odisha,"12/2015
(01/2016)","12/2027
(03/2028)","2362.00
(2462.17)",2093.47,56
676,"Jarapaada-Budhapank with flyover at Talcher Road - 3rd & 4th line 47 44 km
(CAO/C/ECOR ECoR mor)
(705514)
(-) (-)",Odisha,"11/2015
(05/2016)","11/2018
(03/2028)","1000.00
(928.54)",758.57,25
677,"Budhapank-Salegaon via Rajatgarh - 3rd & 4th line 85 85 km
(CAO/C/ECOR ECoR mor)
(705515)
(-) (-)",Odisha,"12/2015
(04/2016)","03/2026
(03/2026)","1173.00
(3034.80)",2213.72,86
678,"Jeypore - Navarangpur 38 km
(CAO/C/ECOR ECoR mor)
(705741)
(-) (-)",Odisha,"07/2017
(09/2022)","07/2028
(12/2029)","748.00
(747.91)",15.93,1
679,"Jeypore - Malkangiri 130 km
(CAO/C/ECOR ECoR mor)
(705742)
(-) (-)",Odisha,"02/2018
(04/2026)","07/2033
(07/2033)","2344.00
(2343.64)",736.58,6
680,"North Region Video Surveillance Project
(RCIL)
(705298)
(-) (-)",PAN India,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,48
