Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1153,"Rehabilitation & Upgradation of KurwaiMungaoliChanderi Road section of NH-346,
from Design Chainge 0.000 to 81.300 Km Total length 83.1 km to Two lane with paved
shoulder configuration along with One time improvement in 07 nos of bypassed built-
up areas in a total length of 22.615 km in the state of Madhya Pradesh on EPC mode.
(MoRTH)
(618020)",Madhya Pradesh,"03/2022
(02/2023)","02/2025
(07/2025)","386.49
(386.49)",160.38,63
1154,"Up-gradation of Pichhore- Dinara section of NH-346 from Km 292.750 to 334.550 to
two lane with paved shoulders in the state of Madhya Pradesh on EPC mode
(MoRTH)
(618021)",Madhya Pradesh,"02/2024
(12/2025)","07/2025
(-)","425.97
(425.97)",0,0
1155,"Construction of Mihona bypass, Lahar bypass, Daboh bypass & Bhander Bypass total
length 20.60 km to 2-lane with paved shoulder from on Mihona-Bhander-MP/UP
border section of NH 552E in the State of Madhya Pradesh on EPC mode
(MoRTH)
(618045)",Madhya Pradesh,"03/2022
(06/2023)","12/2024
(-)","179.18
(179.18)",71.77,67
1156,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and
Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement
on NH-943 in the State of Madhya Pradesh on EPC Mode.
(MoRTH)
(618068)",Madhya Pradesh,"03/2022
(10/2023)","10/2025
(-)","158.36
(158.36)",0,50
1157,"Upgradation of Nasrullagani-Rehti-Budhni Scction to 2-lane with paved shoulder from
Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.
(MoRTH)
(618085)",Madhya Pradesh,"12/2021
(04/2023)","10/2024
(02/2025)","305.12
(293.74)",0,70
1158,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km
Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of
Madhya Pradesh on EPC mode
(MoRTH)
(618156)",Madhya Pradesh,"02/2023
(10/2024)","10/2026
(-)","492.66
(492.66)",0,51
1159,"Bypass on Western side of Gwalior City
(National Highways Authority of India [NHAI])
(618619)",Madhya Pradesh,"03/2025
(01/2026)","01/2028
(-)","998.95
(998.95)",11.21,0
1160,"Indore - Edlabad Pkg-II [Tejajinagar to Balwara]
(National Highways Authority of India [NHAI])
(618621)",Madhya Pradesh,"03/2022
(01/2023)","01/2025
(-)","1162.8
(1530.82)",485.15,83
1161,"4L of Indore - Boregaon Pkg-III [Balwara to Dhangaon] from km. 42.260 to km. 82.660
of NH347BG & 753L
(National Highways Authority of India [NHAI])
(618622)",Madhya Pradesh,"01/2021
(04/2022)","04/2024
(05/2025)","1001.69
(888.81)",687.3,87
1162,"4L Greenfield Rudhi to Deshgaon Pkg V of Betul-Khandwa/Deshgaon
(National Highways Authority of India [NHAI])
(618654)",Madhya Pradesh,"11/2022
(10/2023)","10/2025
(03/2026)","521.21
(469.68)",168.56,59
1163,"4L from km 0.000 to 42.040 Bhopal Ratnaigiri Tiraha to Vidisha Morikodi
(National Highways Authority of India [NHAI])
(618661)",Madhya Pradesh,"10/2024
(11/2025)","11/2027
(-)","1032.3
(1038.18)",3.91,1
1164,"i 4L Vidisha to Hinotiya from km 0.000 to Km 27.000 Vidisha Mehulwa-Talbehat Pkg-
I Section of NH- 346 and ii 4L Vidisha to Morikori from Km 39.000 to 59.476 section of
NH-146
(National Highways Authority of India [NHAI])
(618663)",Madhya Pradesh,"09/2022
(12/2023)","12/2025
(05/2026)","1003.87
(941.12)",342.14,73
1165,"Berkhedi to Godpehra on NH-44 Sagar link road
(National Highways Authority of India [NHAI])
(618664)",Madhya Pradesh,"02/2022
(11/2022)","11/2024
(08/2025)","524.84
(471.31)",314.48,78
1166,"4L of Sagar - Mohari from Km.8 to Km.50 Pkg-I
(National Highways Authority of India [NHAI])
(618665)",Madhya Pradesh,"03/2021
(04/2022)","04/2024
(02/2025)","790.78
(660.38)",436.14,83
1167,"4L of near Satai Ghat to Chowka section of NH-34 from D. Ch. 89.875 to D. Ch.
145.000 Package-3
(National Highways Authority of India [NHAI])
(618667)",Madhya Pradesh,"10/2024
(10/2025)","10/2027
(-)","1005.59
(882.21)",14.38,5
1168,"4-lanning of Rahatgarh to Berkhedi section of NH-146 from Design Ch 124470 to Ch.
134.549
(National Highways Authority of India [NHAI])
(618671)",Madhya Pradesh,"03/2025
(12/2025)","12/2027
(-)","618.33
(342.69)",3.67,0
1169,"4-lanning of Gyaraspur to Rahatgarh section of NH-146 from Design Ch. 88361 to Ch
124470 in the state of MP on HAM mode
(National Highways Authority of India [NHAI])
(618672)",Madhya Pradesh,"10/2024
(11/2025)","11/2027
(-)","903.44
(592.44)",49.09,5
1170,"Outer Ring Road of Jabalpur Town from Barela to Manegaon Pkg-1
(National Highways Authority of India [NHAI])
(618687)",Madhya Pradesh,"09/2022
(03/2023)","03/2025
(-)","652.33
(651.88)",444.81,80
1171,"Outer Ring Road of Jabalpur Town from Amjhar Road including Airport Connectivity
to barela Pkg-V
(National Highways Authority of India [NHAI])
(618688)",Madhya Pradesh,"10/2024
(10/2025)","10/2027
(-)","794.7
(539.9)",25.11,6
1172,"Indore - Harda Pkg-I [Indore to Raghav Garh from km. 0.25 to km. 26.903]
(National Highways Authority of India [NHAI])
(618694)",Madhya Pradesh,"01/2022
(11/2022)","10/2024
(07/2025)","1011.29
(813.03)",340.82,79
1173,"Indore - Harda Pkg-III [Nanasa to Pidgaon Section from km 95.000 to km 142.445]
(National Highways Authority of India [NHAI])
(618695)",Madhya Pradesh,"01/2020
(10/2021)","10/2023
(04/2026)","1146.22
(1240.64)",566.31,93
1174,"Balance work of 4L of Nauradehi Sanctuary de-scoped stretch of Hiran River to
Sindoor River from Km. 66.00 to 130.00 NH-12 New NH-45
(National Highways Authority of India [NHAI])
(618701)",Madhya Pradesh,"01/2021
(07/2021)","07/2023
(04/2024)","178.18
(153.15)",142.2,57
1175,"4L of Chandesara to Khedakhajuriya from Km. 0.000 to - 750 & Km 0.000 to km
41.400 of NH-148NG Pkg-I
(National Highways Authority of India [NHAI])
(618735)",Madhya Pradesh,"12/2021
(09/2022)","05/2024
(12/2024)","909.84
(976.55)",399.02,99
1176,"2L PS of Hinotiya-Mehulwa section of NH-346 from Km. 27.000 to Km 75.700 Vidisha
Mehulwa-Talbehat Pkg-II Section of NH- 346
(National Highways Authority of India [NHAI])
(618751)",Madhya Pradesh,"10/2022
(09/2023)","09/2025
(04/2026)","581.65
(592.71)",207.21,68
