Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
471,"Establishment of new GMC Rajgarh
(Medical Education, Ministry of Health and Family Welfare)
(707058)
(-) (-)",Madhya Pradesh,"12/2021
(11/2022)","04/2024
(-)","325
(325)",178,84
472,"Establishment of new GMC Mandla
(Medical Education, Ministry of Health and Family Welfare)
(707059)
(-) (-)",Madhya Pradesh,"08/2023
(10/2023)","04/2026
(-)","325
(325)",82.41,43
473,"Establishment of new GMC Kapurthala
(Medical Education, Ministry of Health and Family Welfare)
(707069)
(-) (11345)",Punjab,"11/2019
(07/2027)","12/2028
(-)","325
(550)",0,0
474,"Establishment of new GMC Hoshiarpur
(Medical Education, Ministry of Health and Family Welfare)
(707070)
(-) (-)",Punjab,"01/2020
(03/2026)","12/2028
(-)","325
(374.75)",1,1
475,"Establishment of new GMC Gangtok
(Medical Education, Ministry of Health and Family Welfare)
(707039)
(-) (11583)",Sikkim,"10/2018
(12/2018)","12/2026
(-)","250
(635.21)",666.21,92
476,"ALL India Institute of Medical Sciences-AIIMS Madurai
(PMSSY AND Institute of NATIONAL Importance)
(701168)
(-) (4797)",Tamil Nadu,"12/2018
(12/2018)","08/2022
(10/2026)","1264
(2021.51)",485.02,48
477,"AIIMS Bibinagar
(PMSSY AND Institute of NATIONAL Importance)
(701171)
(N21000031) (3220)",Telangana,"12/2018
(07/2022)","06/2026
(06/2026)","1028
(1365.95)",989.98,87.21
478,"Establishment of new GMC Rudrapur
(Medical Education, Ministry of Health and Family Welfare)
(707086)
(-) (-)",Uttarakhand,"10/2022
(02/2024)","12/2026
(-)","325
(325)",272,60
479,"Establishment of new GMC Pithoragarh
(Medical Education, Ministry of Health and Family Welfare)
(707087)
(-) (11579)",Uttarakhand,"08/2021
(04/2023)","12/2026
(-)","325
(768.89)",325.08,84
,Total (23),,,,17252.19,8356.63,
,Ministry of Labour and Employment,,,,,,
,Healthcare,,,,,,
480,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar,
Visakhapatnam, Andhra Pradesh
(Employee's State Insurance Company [ESIC])
(612167)
(-) (5506)",Andhra Pradesh,"02/2021
(04/2023)","10/2025
(03/2026)","384.27
(384.27)",253.37,88
481,"Construction of 200 bedded ESIC Hospital with 62 Nos Staff quarters , Beltola
(Employee's State Insurance Company [ESIC])
(612201)
(-) (5630)",Assam,"12/2017
(10/2021)","04/2025
(06/2026)","143.23
(154.75)",130.08,98
482,"350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand
(Employee's State Insurance Company [ESIC])
(612186)
(-) (5504)",Gujarat,"06/2022
(04/2023)","03/2026
(05/2027)","558.12
(558.12)",55.81,21
483,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds
to 150 beds.
(Employee's State Insurance Company [ESIC])
(612211)
(-) (5628)",Gujarat,"08/2022
(10/2023)","10/2025
(11/2026)","205.87
(205.87)",51.74,46
484,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka
(Employee's State Insurance Company [ESIC])
(612745)
(-) (5614)",Karnataka,"02/2015
(10/2024)","01/2027
(05/2027)","278
(278)",68.23,23
485,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli,
Karnataka
(Employee's State Insurance Company [ESIC])
(612748)
(-) (5560)",Karnataka,"07/2019
(03/2025)","02/2027
(-)","150.92
(150.92)",6.76,10
486,"Construction of 200 Bedded [Upgradable to 500 Bedded including 50 beds of SST]
ESIC Hospital at Bibewadi, Pune
(Employee's State Insurance Company [ESIC])
(612188)
(-) (5505)",Maharashtra,"05/2018
(03/2023)","09/2025
(08/2026)","429.25
(429.25)",341.9,78
487,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.
(Employee's State Insurance Company [ESIC])
(612213)
(-) (5627)",Maharashtra,"10/2013
(08/2022)","08/2025
(09/2026)","194.93
(196.7)",114.39,65.5
488,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff
Housing for ESIC Hospital at Andheri, Mumbai
(Employee's State Insurance Company [ESIC])
(616691)
(-) (7339)",Maharashtra,"12/2008
(06/2009)","08/2025
(09/2026)","260.13
(260.13)",216.46,89
489,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.
(Employee's State Insurance Company [ESIC])
(612513)
(-) (5583)",Odisha,"12/2010
(02/2025)","06/2027
(-)","164.6
(164.6)",16.4,7.2
490,"CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR
(Employee's State Insurance Company [ESIC])
(612259)
(-) (5623)",Uttarakhand,"02/2021
(12/2021)","10/2024
(03/2026)","102.4
(297.63)",334.86,84
,Total (11),,,,2871.72,1590,
