Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
525,"Kurnool Coach Midlife Rehabilitation Project
(WPO/Patna)
(705253)
(-)",Andhra Pradesh,"05/2016
(07/2014)","12/2020
(-)","563
(563)",120,0
526,"Kotapalli - Narasapur New Line
(South Central Railway [SCR] - II)
(705436)
(220100265)",Andhra Pradesh,"03/2009
(09/2013)","03/2028
(03/2028)","2501
(2501)",1417.27,30
527,"Guntur-Guntakal Doubling Project
(South Central Railway [SCR] - II)
(705633)
(N22000368)",Andhra Pradesh,"03/2017
(11/2017)","12/2025
(12/2026)","3733
(4295)",5463.71,94
528,"Vijaywada-Gudur 3rd Line
(RVNL - II)
(705648)
(N22000369)",Andhra Pradesh,"08/2016
(04/2018)","11/2024
(03/2026)","6654
(6654)",6170.32,96
529,"Furkating-New Tinsukia[194 Km]
(Northeast Frontier Railway [NFR])
(618986)
(-)",Assam,"09/2025
(09/2025)","06/2029
(-)","3633.58
(3633.58)",0,0
530,"Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km
(Northeast Frontier Railway [NFR])
(705572)
(N22000388)",Assam,"09/2016
(09/2016)","03/2026
(03/2026)","4060
(4961)",3803.16,93.29
531,"Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh
(Central Organisation for Railway Electrification [CORE])
(706922)
(-)",Assam,"09/2020
(09/2018)","09/2020
(06/2024)","890.36
(889.36)",391.73,89
532,"Mariani-Jorhat, Tinsukia-Dangri and Makum -TirapTrack Electrification Project
(GM/C/ NFR)
(706940)
(-)",Assam,"09/2018
(01/2022)","05/2024
(-)","183.99
(183.99)",0,0
533,"Harmuty-Murkongselek Branch Line Electrification Project
(GM/C/ NFR)
(706942)
(-)",Assam,"09/2018
(01/2022)","05/2024
(-)","237.52
(237.52)",0,0
534,"Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line
(East Central Railway [ECR] - I)
(400254)
(-)",Bihar,"12/2023
(08/1997)","12/2024
(03/2027)","735.2
(735.2)",589.37,84.2
535,"Construction of Bulb line at Nabinagar Ankorah of East Central Railway
(East Central Railway [ECR] - I)
(617231)
(-)",Bihar,"06/2024
(06/2024)","06/2028
(-)","611.74
(611.74)",0,0
536,"Khagaria-Kusheshwar Asthan [42Km] new line project
(East Central Railway [ECR] - I)
(705364)
(220100257)",Bihar,"04/2019
(12/1998)","12/2024
(03/2027)","614
(1384.16)",490.46,55.6
537,"Hajipur-Sagauli New line
(East Central Railway [ECR] - I)
(705366)
(220100303)",Bihar,"10/2007
(10/2004)","03/2020
(12/2026)","2067
(2087)",2043.33,75
538,"Araria Supaul New BG Line
(East Central Railway [ECR] - I)
(705368)
(N22000177)",Bihar,"06/2018
(03/2009)","03/2024
(01/2027)","1605
(2514)",1704.33,46.5
539,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to
Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura
(East Central Railway [ECR] - I)
(705373)
(N22000476)",Bihar,"08/2002
(03/2002)","03/2023
(08/2025)","1473
(2882)",2641.14,98
540,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)
(N22000207)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402
(486)",369.18,86.26
541,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)
(N22000329)",Bihar,"11/2015
(12/2015)","03/2025
(10/2025)","519
(519)",400.14,96
542,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)
(N22000472)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2095.73,92.6
543,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)
(N22000473)",Bihar,"03/2018
(03/2017)","06/2024
(06/2026)","1586
(1586)",1489.51,99
544,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)
(N22000350)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1582.44,98.4
545,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)
(N22000524)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",44.51,56.5
546,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)
(-)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",2.01,0.1
547,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)
(N22000489)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(03/2026)","3055
(3407.09)",2688.26,95
