Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
371,"Borholla GGS Life Extension Project [BLEP]
(Ministry of Petroleum & Natural Gas)
(709850)",Assam,"09/2023
(09/2023)","05/2026
(05/2026)","198.7
(198.7)",50.26,40
372,"DCU Revamp Project
(NRL)
(709864)",Assam,"08/2021
(08/2021)","07/2024
(06/2026)","370
(370)",266.35,64
373,"Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme
(NRL)
(709865)",Assam,"04/2023
(04/2023)","12/2024
(12/2025)","293.5
(293.5)",97.22,96
374,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar
(MinistryofPetroleumNaturalGas)
(617304)",Bihar,"10/2023
(10/2023)","03/2027
(03/2027)","340.15
(340.15)",107.35,29
375,"Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA
(Ministry of Petroleum & Natural Gas)
(701324)",Bihar,"01/2020
(01/2020)","04/2023
(08/2026)","14810
(16724)",12138.96,88
376,"Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni
Refinery
(MinistryofPetroleumNaturalGas)
(709777)",Bihar,"01/2022
(01/2022)","04/2025
(10/2026)","389.35
(340)",73.97,47
377,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and
Sheohar districts
(Bharat Petroleum Corporation Limited [BPCL])
(709792)",Bihar,"12/2022
(12/2022)","03/2030
(03/2030)","3638
(3638)",422.37,29
378,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East
Champaran and Deoria districts
(Bharat Petroleum Corporation Limited [BPCL])
(709793)",Bihar,"12/2022
(12/2022)","06/2030
(06/2030)","3919
(3919)",421.98,20
379,"Redevelopment of Sobhasan Complex
(Oil and Natural Gas Corporation Limited [ONGC])
(400087)",Gujarat,"08/2021
(08/2021)","02/2026
(02/2026)","885.63
(1286.67)",876.53,79
380,"Redevelopment of Santhal Field [Onshore-Mehsana Asset]
(Oil and Natural Gas Corporation Limited [ONGC])
(400167)",Gujarat,"02/2017
(02/2017)","03/2026
(03/2026)","1162.56
(1162.56)",1139.5,94
381,"Redevelopment of Linch Field
(Oil and Natural Gas Corporation Limited [ONGC])
(400169)",Gujarat,"04/2021
(04/2021)","03/2025
(03/2026)","631.03
(860.04)",572.74,85
382,"Petrochemical and Lube Integration Project at Gujarat Refinery
(Ministry of Petroleum & Natural Gas)
(701329)",Gujarat,"09/2020
(09/2020)","08/2024
(06/2026)","18936
(17825)",12779.56,84
383,"Installation of new Biturox Unit along with allied facilities at Gujarat Refinery
(MinistryofPetroleumNaturalGas)
(709778)",Gujarat,"01/2022
(01/2022)","08/2025
(09/2026)","328.29
(287)",172.32,65
384,"Commercial Polymer Flooding Project in Bechraji field
(Oil and Natural Gas Corporation Limited [ONGC])
(709838)",Gujarat,"01/2022
(01/2022)","11/2024
(05/2027)","621.4
(739.02)",137.73,24
385,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira
(Oil and Natural Gas Corporation Limited [ONGC])
(709840)",Gujarat,"05/2022
(05/2022)","02/2025
(12/2025)","249.43
(249.43)",210.42,95
386,"Old Pipe Line Replacement [OPRP] Group-A
(Oil and Natural Gas Corporation Limited [ONGC])
(709841)",Gujarat,"07/2021
(07/2021)","07/2025
(03/2026)","173.03
(169.84)",152.39,89
387,"Kalol Redevelopment Project, Ahmedabad Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709842)",Gujarat,"08/2022
(08/2022)","03/2027
(03/2027)","1487.41
(1487.41)",937.5,62
388,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal
(Oil and Natural Gas Corporation Limited [ONGC])
(709845)",Gujarat,"11/2022
(11/2022)","08/2026
(08/2026)","837.34
(837.34)",288.4,56
389,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II,
Faridabad
(Ministry of Petroleum & Natural Gas)
(604853)",Haryana,"06/2019
(06/2019)","12/2022
(10/2026)","2281.94
(3200)",1841.09,64
390,"Poly Butadiene Rubber plant at Panipat
(Indian Oil Corporation Limited [IOCL])
(611917)",Haryana,"03/2022
(03/2022)","03/2025
(06/2026)","1459
(2531.44)",1381.16,74
391,"Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA
(Ministry of Petroleum & Natural Gas)
(701289)",Haryana,"02/2021
(02/2021)","09/2024
(06/2026)","34627
(36225)",26555.13,90
392,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery
and Petrochemical Complex.
(MinistryofPetroleumNaturalGas)
(709783)",Haryana,"12/2020
(12/2020)","06/2023
(06/2026)","165.13
(247.69)",138.41,76
393,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua
Districts
(MinistryofPetroleumNaturalGas)
(709773)","Jammu and
Kashmir","03/2022
(03/2022)","03/2032
(03/2032)","538
(538)",4.1,0
394,"Development of Jharia CBM Block [Phase-1]
(Oil and Natural Gas Corporation Limited [ONGC])
(610984)",Jharkhand,"11/2019
(11/2019)","01/2024
(01/2026)","431
(431)",223.39,60
395,"Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL]
(MinistryofPetroleumNaturalGas)
(709785)",Jharkhand,"02/2023
(02/2023)","02/2026
(02/2026)","202.07
(202.07)",60.23,48
396,"Power System Upgradation Project
(Mangalore Refinary and Petrochemicals Limited)
(612790)",Karnataka,"10/2023
(10/2023)","11/2025
(05/2026)","385
(385)",155.14,69
397,"Demo Bio-ATF Project
(Ministry of Petroleum & Natural Gas)
(616879)",Karnataka,"03/2024
(03/2024)","01/2027
(01/2027)","364
(364)",32.59,19
398,"Revamping/ Augmentation of facilities at existing port terminal at Mangalore
(Ministry of Petroleum & Natural Gas)
(709774)",Karnataka,"01/2022
(01/2022)","12/2025
(12/2025)","463
(500.62)",285.36,74
399,"Replacement and Extension of Jetty Pipelines [REJP] at KR
(Bharat Petroleum Corporation Limited [BPCL])
(709790)",Kerala,"03/2023
(03/2023)","03/2026
(03/2026)","621.87
(621.87)",203.68,88
