Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
559,"WST Machine Procurement Project
(EDTK[MC]/RB)
(705720)",Delhi,"12/2019
(12/2019)","04/2024
(12/2026)","384
(384)",0,0
560,"DTS Machine Procurement Project
(EDTK[MC]/RB)
(705721)",Delhi,"12/2019
(12/2019)","12/2024
(12/2030)","447.6
(447.6)",0,0
561,"BRM Machine Procurement Project
(EDTK[MC]/RB)
(705722)",Delhi,"09/2019
(09/2019)","06/2024
(12/2027)","210
(210)",0.02,0
562,"Track Machine Procurement Project
(EDTK[MC]/RB)
(705726)",Delhi,"04/2020
(04/2020)","03/2025
(01/2028)","6339
(6339)",4201.26,62
563,"Kosamba Umarpada 70 Km
(PCE/WR)
(611918)",Gujarat,"07/2023
(07/2022)","03/2027
(-)","468
(468)",20.28,8
564,"Adraj Moti Vijapur 40 Kms
(Western Railway (WR) - II)
(611937)",Gujarat,"05/2022
(05/2022)","05/2026
(12/2025)","417.53
(417.53)",502.23,90
565,"New Broad Gauge line between Naliya to Jakhau Port
(Western Railway (WR) - II)
(611943)",Gujarat,"02/2023
(02/2023)","01/2028
(01/2028)","410.26
(410.26)",7,5
566,"Quadrupling between Gandhidham Adipur with Y connection at Adipur for providing
direct entry towards Mundra Port and Bhuj and high level platform at Gopalpur 11Kms
(Western Railway (WR) - II)
(611944)",Gujarat,"02/2023
(02/2023)","03/2026
(01/2026)","152.44
(152.44)",102.65,85
567,"Petlad Bhadran 23 Kms
(Western Railway)
(611945)",Gujarat,"05/2022
(05/2022)","05/2030
(05/2030)","307.11
(307.11)",13.59,17
568,"Samlaya Timba Road 54 km
(PCE/WR)
(611970)",Gujarat,"02/2023
(02/2023)","03/2030
(03/2030)","670.17
(670.17)",45.02,12
569,"Samni Jambusar 24 km
(PCE/WR)
(611971)",Gujarat,"05/2022
(05/2022)","03/2030
(03/2030)","350
(349.93)",67.73,31
570,"Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms
(Western Railway (WR) - II)
(611974)",Gujarat,"08/2023
(08/2023)","12/2026
(06/2027)","1430
(1430)",230.24,21
571,"Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives
Manufacturing at
(PCE/WR)
(611977)",Gujarat,"05/2022
(02/2023)","02/2025
(-)","487
(487)",108.69,0
572,"Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at
(PCE/WR)
(611978)",Gujarat,"11/2022
(03/2023)","03/2025
(-)","158
(158)",47.31,0
573,"Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii
(Western Railway (WR) - II)
(611979)",Gujarat,"01/2023
(04/2023)","06/2025
(03/2026)","250
(250)",103.21,60
574,"4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS
(Western Railway (WR) - II)
(612072)",Gujarat,"02/2023
(02/2023)","03/2027
(07/2028)","961.67
(961.67)",359.61,18
575,"Redevelopment of Ahmedabad railway station and associated infrastructure on
engineering, procurement and construction mode
(Rail Land Development Authority)
(613786)",Gujarat,"01/2023
(11/2023)","03/2028
(-)","2379
(2379)",753.62,22
576,"Miyagam-Karjan-Dabhoi-Samlaya [GC]
(Western Railway [WR] - II)
(705458)",Gujarat,"01/2017
(01/2017)","03/2021
(12/2026)","483.88
(1039.13)",621.61,41
577,"Modasa-Shamlaji Road Railway Line Project
(Western Railway (WR) - II)
(706757)",Gujarat,"09/2012
(04/2008)","03/2025
(03/2027)","262
(262)",337.67,63
578,"Rajkot - Kanalus Doubling Project [111.2 Kms]
(Western Railway (WR) - II)
(706763)",Gujarat,"10/2021
(12/2021)","10/2026
(10/2026)","1080.58
(1080.58)",829.85,80
579,"NADIAD-PETLAD [37.26 KM]
(Railway)
(709812)",Gujarat,"05/2022
(10/2023)","06/2030
(06/2030)","461.91
(461.91)",93.31,8
580,"NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND &
BOTAD-AHMEDABAD [16.51 KM]
(Western Railway (WR) - II)
(709813)",Gujarat,"10/2022
(07/2025)","06/2028
(10/2027)","437.21
(437.21)",19.37,18
581,"Bhiwani - Dobh Bahali Doubling Project [42.30 Km]
(North Western Railway [NWR])
(611884)",Haryana,"02/2023
(02/2023)","02/2028
(02/2028)","471
(471)",219.67,66
582,"Doubling between Pradhankunta-Patherih-Bhojudih of East Central Railway
(East Central Railway [ECR] - I)
(617372)",Jharkhand,"11/2022
(11/2022)","12/2025
(-)","349.22
(349.22)",108.89,70
583,"Koderma-Arigada Doubling 133.38 Km of East Central Railway
(East Central Railway [ECR] - I)
(617832)",Jharkhand,"06/2025
(06/2025)","12/2029
(-)","2887.11
(2887.11)",0,0
584,"Gomoh - Flyover for DN trains
(East Central Railway [ECR] - I)
(705765)",Jharkhand,"01/2018
(01/2018)","03/2026
(03/2026)","686
(686)",578.93,59
585,"Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection
(South Eastern Railway [SER] - I)
(705785)",Jharkhand,"08/2021
(03/2019)","06/2026
(05/2027)","473
(473)",288.72,5
586,"Pradhan Kuntha Jn Line Doubling Project
(East Central Railway [ECR] - I)
(706837)",Jharkhand,"11/2022
(11/2022)","11/2027
(11/2027)","349.22
(349.22)",108.89,62
587,"Construction of New BG line between Hassan to Belur [27 Km]
(South Western Railway [SWR] - II)
(400023)",Karnataka,"03/2019
(12/2025)","04/2028
(04/2027)","749
(749)",0,0
588,"Yeshvanthpur - Channasandra Doubling Project [21.70 Km]
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(703585)",Karnataka,"04/2019
(10/2019)","03/2024
(03/2026)","314.1
(683.57)",152.31,53
