Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
660,"Murkongselek-Pasighat
(Northeast Frontier Railway [NFR] - II)
(705401)
(N22000208) (2273)","Multi-States
(Arunachal
Pradesh, Assam)","02/2011
(03/2023)","03/2025
(12/2026)","435
(1250)",853,68
661,"Tetlia-Byrnihat New Railway Line
(Northeast Frontier Railway [NFR])
(705394)
(-) (1521)","Multi-States
(Assam,
Meghalaya)","08/2010
(03/2007)","11/2011
(06/2027)","1304.62
(1304.62)",1254.47,86.16
662,"Lumding Furkating Doubling Project 140 km
(Northeast Frontier Railway [NFR])
(616701)
(-) (7078)","Multi-States
(Assam,
Nagaland)","02/2024
(01/2025)","02/2028
(-)","2123.7
(2123.7)",121.34,10
663,"Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km]
(Northeast Frontier Railway [NFR] - II)
(705392)
(N22000124) (1680)","Multi-States
(Assam,
Nagaland)","08/2015
(02/2016)","03/2025
(12/2029)","6663
(6663)",6282.3,43
664,"New Delhi- Howrah Speed Booster[160Kmph] Project
(PCE/NCR)
(705794)
(-) (-)","Multi-States
(Bihar, Delhi,
Jharkhand, Uttar
Pradesh, West
Bengal)","09/2019
(09/2019)","03/2024
(-)","6684.81
(6684.81)",127.03,0
665,"Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm
(East Central Railway [ECR] - I)
(616699)
(-) (7077)","Multi-States
(Bihar, Jharkhand)","08/2023
(08/2023)","03/2028
(-)","12333.57
(12333.6)",816.82,17.5
666,"Koderma-Tilaiya New Line
(East Central Railway [ECR] - I)
(705375)
(220100305) (2261)","Multi-States
(Bihar, Jharkhand)","11/2004
(03/2002)","02/2025
(02/2026)","1626
(2486.62)",2215.44,95.5
667,"Pirpainti - Jasidih [100.52 Km] New BG line
(Eastern Railway [ER] - I)
(705385)
(N22000219) (1728)","Multi-States
(Bihar, Jharkhand)","03/2014
(03/2022)","03/2028
(03/2028)","2555
(2555)",1113.67,61.8
668,"NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra
Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes
(North Eastern Railway [NER])
(611669)
(-) (-)","Multi-States
(Bihar, Uttar
Pradesh)","05/2022
(06/2023)","03/2027
(03/2028)","380.47
(380.47)",256.53,20
669,"Gorakhpur-Valmikinagar Doubling project
(NER)
(617224)
(-) (7567)","Multi-States
(Bihar, Uttar
Pradesh)","08/2023
(03/2024)","12/2027
(-)","1120
(1120)",401.82,26.4
670,"Chhapra-Ballia Patch Doubling
(North Eastern Railway [NER])
(705562)
(N22000134) (2325)","Multi-States
(Bihar, Uttar
Pradesh)","03/2013
(12/2015)","02/2025
(05/2026)","963
(1046)",917.1,95.9
671,"Katihar Kumedpur & Katihar Mukuria BG Doubling Project
(Northeast Frontier Railway [NFR])
(617245)
(-) (7607)","Multi-States
(Bihar, West
Bengal)","08/2022
(08/2022)","08/2026
(02/2027)","942.64
(942.64)",611.19,65
