Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
703,"Burhwal - Gonda - 3rd line 61.72 km
(CAOC/NER NER mor)
(705567)
(-) (-)",Uttar Pradesh,"11/2017
(04/2020)","03/2025
(05/2026)","1016.00
(1307.62)",777.21,100
704,"Janghai - Pratapgarh - Amethi 87 km
(CAO/C-II/NR NR mor)
(705588)
(-) (-)",Uttar Pradesh,"11/2017
(03/2019)","03/2025
(03/2026)","722.00
(1528.83)",1216.52,80
705,"Lalitpur - Birari with flyover at Lalitpur 15.80 km
(CAO/C/NCR NCR mor)
(705766)
(-) (-)",Uttar Pradesh,"03/2017
(03/2023)","12/2024
(01/2026)","304.44
(356.10)",287.11,85
706,"Mughalsarai - Allahabad - 3rd line 150 km
(CAO/C/NCR NCR mor)
(705772)
(-) (-)",Uttar Pradesh,"08/2019
(12/2020)","12/2026
(03/2027)","2649.00
(2649.44)",2027.64,77
707,"Aligarh-Daud Khan - 3rd line 6.9 km & construction of flyover at Daud Khan
(CAO/C/NCR NCR mor)
(705774)
(-) (-)",Uttar Pradesh,"04/2019
(02/2021)","01/2025
(03/2027)","758.00
(779.49)",395.24,87
708,"Bhandai - Flyover for Etawah bound down trains 10 km
(CAO/C/NCR NCR mor)
(705777)
(-) (-)",Uttar Pradesh,"04/2019
(12/2025)","02/2026
(02/2027)","250.18
(250.18)",146.85,11
709,"Bhatni - Aunrihar with electrification 125 km excl Indara - Mau 116.95 km
(CMD / RVNL RVNL mor)
(705780)
(-) (-)",Uttar Pradesh,"03/2018
(11/2019)","03/2024
(06/2026)","2529.00
(2529.46)",2295.3,94
710,"Barabanki-Malhaur - 3rd & 4th Line 32.84 km
(CAO/C-II/NR NR mor)
(705782)
(-) (-)",Uttar Pradesh,"01/2019
(08/2022)","03/2025
(08/2026)","407.00
(480.13)",444.11,77
711,"Kalinarayanpur-Krishnanagar with Krishnanagar-Shantipur-Nabadwipghat - GC,
Krishnanagar-Chartala, MM for Krishnanagar-Chapra-NL, Naihati-Ranaghat-3rd line,
Nabadwipghat-Nabadwipdham upto BB loop 9.58 km, Ranaghat-Lalgola-
strengthening bridge No.2
(CAOC/ER ER mor)
(400247)
(-) (-)",West Bengal,"07/2015
(12/2005)","02/2027
(03/2028)","1000.00
(2153.91)",925.7,49
712,"Tarakeswar-Bishnupur with extension upto Dhaniakhali, Arambagh-Irphala, Irphala-
Ghatal 11.2 km, Arambagh-Champadanga 23.3 km & Bishnupur-Uparsol 31.8 km and
new material modification for Mynapur-Kamarpukur via Birsha 19 km
(CAOC/ER ER mor)
(400273)
(-) (-)",West Bengal,"03/2001
(03/2005)","03/2019
(02/2026)","1189.00
(1878.82)",1607.64,75
713,"Construction of Balurghat-Hilli new BG Line
(Northeast Frontier Railway [NFR])
(612096)
(-) (-)",West Bengal,"12/2010
(12/2010)","03/2027
(03/2027)","1209.00
(1181.57)",518.15,18
,Total (190),,,,465721.36,459390.96,
,Ministry of Road Transport & Highways,,,,,,
,Roads & Highways,,,,,,
714,"Rehabilitation and up-gradation and completion of balance works of the section from
Km 107.760 km to 129.445 km After Middle strait to Humphrey, Km 130.600 to
138.300 After Humphrey to Kadamtala of NH-4 Intermediate/2-Lane with hard
shoulder in the Union Territory of Andaman & Nicobar Islands on EPC basis Package-
IIIA
(NHIDCL)
(619184)
(-) (-)","Andaman &
Nicobar","02/2018
(03/2024)","09/2025
(12/2026)","207.45
(376.48)",0,81.95
715,"Rehabilitation and up-gradation and completion of balance work of section from Km
155.00 to Km 181.00 End of Jarwa to Rangat of NH -4 Total length 26 Km to
Intermediate Lane/2-lane with hard shoulders in the UT of A&N Islands on EPC basis -
Package-III.B Balance work
(NHIDCL)
(619185)
(-) (-)","Andaman &
Nicobar","02/2018
(05/2024)","10/2025
(03/2027)","183.56
(333.12)",163.63,50.15
716,"Construction of Balance works of Major Bridge over Middle Strait Creek between
Km.106.590 to km108.553 of NH-04 connecting South Andaman & Baratang Island in
the Union Territory of Andaman & Nicobar Islands on EPC basis
(NHIDCL)
(619186)
(-) (-)","Andaman &
Nicobar","03/2015
(05/2024)","02/2026
(12/2026)","262.96
(371.88)",112.15,12.98
717,"Gudivada Town 2 RoB, and Road improvement NH-165
(MoRTH)
(617984)
(-) (-)",Andhra Pradesh,"03/2022
(05/2023)","05/2025
(03/2027)","317.22
(317.22)",158.64,75.2
718,"Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to
Akiveedu
(MoRTH)
(617985)
(-) (-)",Andhra Pradesh,"03/2020
(11/2021)","11/2023
(05/2027)","529.54
(588.65)",248.31,74.41
719,"Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km
248010 to km 269900 to 2
(MoRTH)
(617986)
(-) (-)",Andhra Pradesh,"03/2023
(12/2024)","12/2026
(12/2026)","292.63
(292.63)",0,95.77
720,"Nandyala-Kurnool/Kadapa Border section of NH-167K i.e. Km 186/000 to Km
250/000Design Ch.186000 to 248010 to 2LPS
(MoRTH)
(617987)
(-) (-)",Andhra Pradesh,"10/2024
(09/2025)","09/2027
(09/2027)","691.81
(691.81)",0,49.71
