Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
370,"Redevelopment of Sobhasan Complex
(Oil and Natural Gas Corporation Limited [ONGC])
(400087)",Gujarat,"08/2021
(08/2021)","02/2026
(02/2026)","885.63
(1286.67)",911.57,85
371,"Redevelopment of Santhal Field [Onshore-Mehsana Asset]
(Oil and Natural Gas Corporation Limited [ONGC])
(400167)",Gujarat,"02/2017
(02/2017)","03/2026
(03/2026)","1162.56
(1162.56)",1145.85,95
372,"Redevelopment of Linch Field
(Oil and Natural Gas Corporation Limited [ONGC])
(400169)",Gujarat,"04/2021
(04/2021)","03/2025
(03/2026)","631.03
(860.04)",600.07,88
373,"Petrochemical and Lube Integration Project at Gujarat Refinery
(Ministry of Petroleum & Natural Gas)
(701329)",Gujarat,"09/2020
(09/2020)","08/2024
(06/2026)","18936
(17825)",13229.31,85
374,"Installation of new Biturox Unit along with allied facilities at Gujarat Refinery
(MinistryofPetroleumNaturalGas)
(709778)",Gujarat,"01/2022
(01/2022)","08/2025
(09/2026)","328.29
(287)",183.45,72
375,"Commercial Polymer Flooding Project in Bechraji field
(Oil and Natural Gas Corporation Limited [ONGC])
(709838)",Gujarat,"01/2022
(01/2022)","11/2024
(05/2027)","621.4
(739.02)",144.19,25
376,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira
(Oil and Natural Gas Corporation Limited [ONGC])
(709840)",Gujarat,"05/2022
(05/2022)","02/2025
(04/2026)","249.43
(249.43)",210.45,95
377,"Old Pipe Line Replacement [OPRP] Group-A
(Oil and Natural Gas Corporation Limited [ONGC])
(709841)",Gujarat,"07/2021
(07/2021)","07/2025
(03/2026)","173.03
(169.84)",154.84,89
378,"Kalol Redevelopment Project, Ahmedabad Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709842)",Gujarat,"08/2022
(08/2022)","03/2027
(03/2027)","1487.41
(1487.41)",938.5,63
379,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal
(Oil and Natural Gas Corporation Limited [ONGC])
(709845)",Gujarat,"11/2022
(11/2022)","08/2026
(08/2026)","837.34
(837.34)",325.04,59
380,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II,
Faridabad
(Ministry of Petroleum & Natural Gas)
(604853)",Haryana,"06/2019
(06/2019)","12/2022
(10/2026)","2281.94
(3200)",1885.39,64
381,"Poly Butadiene Rubber plant at Panipat
(Indian Oil Corporation Limited [IOCL])
(611917)",Haryana,"03/2022
(03/2022)","03/2025
(06/2026)","1459
(2531.44)",1435.65,79
382,"Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA
(Ministry of Petroleum & Natural Gas)
(701289)",Haryana,"02/2021
(02/2021)","09/2024
(06/2026)","34627
(36225)",27829.24,91
383,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery
and Petrochemical Complex.
(MinistryofPetroleumNaturalGas)
(709783)",Haryana,"12/2020
(12/2020)","06/2023
(06/2026)","165.13
(247.69)",155.76,79
384,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua
Districts
(MinistryofPetroleumNaturalGas)
(709773)","Jammu and
Kashmir","03/2022
(03/2022)","03/2032
(03/2032)","538
(538)",4.11,0
385,"Development of Jharia CBM Block [Phase-1]
(Oil and Natural Gas Corporation Limited [ONGC])
(610984)",Jharkhand,"11/2019
(11/2019)","01/2024
(03/2026)","431
(431)",228.44,61
386,"Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL]
(MinistryofPetroleumNaturalGas)
(709785)",Jharkhand,"02/2023
(02/2023)","02/2026
(03/2027)","202.07
(202.07)",61.84,50
387,"Power System Upgradation Project
(Mangalore Refinary and Petrochemicals Limited)
(612790)",Karnataka,"10/2023
(10/2023)","11/2025
(05/2026)","385
(385)",178.36,74
388,"Demo Bio-ATF Project
(Ministry of Petroleum & Natural Gas)
(616879)",Karnataka,"03/2024
(03/2024)","01/2027
(01/2027)","364
(364)",49.39,26
