Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
113,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)
(N06000113)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3489.68,58.78
114,"BALARAM EXPANSION OCP
(Mahanadi Coalfields Limited [MCL])
(400183)
(N06000230)",Odisha,"08/2020
(08/2020)","03/2029
(-)","3504.21
(3504.21)",955.87,55.65
115,"GOPALJI KANIHA OCP [10 TO 30 M
(MCL - CIL)
(400185)
(N06000229)",Odisha,"04/2022
(04/2022)","03/2030
(-)","8416.19
(6107.87)",1769.22,55.98
116,"INTEGRATED LAKHANPUR-BELPAHAR-
(Mahanadi Coalfields Limited [MCL])
(400187)
(N06000167)",Odisha,"05/2018
(05/2018)","03/2027
(-)","2434.75
(2434.75)",1995.95,76.34
117,"BHARATPUR RE-ORGANIZATION OCP
(Mahanadi Coalfields Limited [MCL])
(400392)
(N06000171)",Odisha,"11/2018
(11/2018)","03/2029
(-)","2838.86
(2838.86)",1711.62,51.58
118,"BASUNDHARA WEST EXTENSION OPEN
(MCL - CIL)
(615193)
(N06000112)",Odisha,"05/2014
(05/2014)","03/2019
(03/2029)","479.15
(479.15)",281.62,67.35
119,"Naini Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615857)
(N06000203)",Odisha,"03/2020
(03/2020)","03/2026
(-)","494.3
(494.3)",491.33,80
120,"INTEGRATED KULDA GARJANBAHAL O
(Mahanadi Coalfields Limited [MCL])
(616226)
(N06000289)",Odisha,"04/2023
(04/2023)","03/2033
(-)","3563.5
(3563.5)",660.13,4.99
121,"BHUBANESWARI EXPN OCP 50 MTY
(MCL - CIL)
(616231)
(N06000286)",Odisha,"03/2024
(03/2024)","03/2033
(-)","5366.27
(5366.27)",473.42,31.61
122,"HINGULA II OC EXPN PH III 15 M
(MCL - CIL)
(616232)
(N06000285)",Odisha,"11/2022
(11/2022)","03/2029
(-)","1561.85
(1561.85)",278.91,28.9
123,"BALABHADRA OCP
(MCL - CIL)
(616233)
(N06000288)",Odisha,"04/2023
(04/2023)","03/2030
(-)","978.44
(978.44)",249.93,14.49
124,"Talabira II & III OCP - FMC
(NLC India Limited [NLCIL])
(618982)
(-)",Odisha,"10/2022
(05/2023)","06/2026
(-)","522.45
(522.45)",324.74,72.15
125,"Jawahar Khani Open Cast Mine
(Singareni Collieries Company Limited [SCCL])
(615818)
(N06000259)",Telangana,"12/2021
(12/2021)","03/2025
(03/2027)","297.88
(297.88)",47.48,20
126,"Kalyanikhani Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615858)
(N06000213)",Telangana,"03/2016
(05/2017)","03/2026
(-)","384.32
(384.32)",286.03,75
127,"Godavarikhani Coal Mine - 5
(Singareni Collieries Company Limited [SCCL])
(615860)
(N06000202)",Telangana,"07/2019
(05/2019)","03/2025
(03/2026)","607.04
(607.04)",197.43,71
128,"Indaram Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615861)
(N06000211)",Telangana,"08/2017
(12/2022)","03/2025
(03/2026)","424.81
(424.81)",405.76,81
129,"Goleti Opencast Mine
(Singareni Collieries Company Limited [SCCL])
(615862)
(N06000258)",Telangana,"07/2021
(08/2021)","03/2026
(-)","345.6
(345.6)",100.62,29
130,"Venkatesh Khani Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615863)
(N06000204)",Telangana,"10/2020
(06/2020)","03/2026
(-)","484.5
(484.5)",477.14,97
131,"Kakatiyakhani OC - 2 Project
(Singareni Collieries Company Limited [SCCL])
(615865)
(N06000214)",Telangana,"08/2017
(09/2017)","03/2025
(03/2026)","442.42
(442.42)",234.21,63
132,"MOHANPUR EXPANSION OC -PHASE I
(Eastern Coal Fields Limited [ECL])
(400173)
(N06000236)",West Bengal,"11/2020
(11/2020)","03/2026
(03/2030)","888.99
(888.99)",139.57,31.52
133,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)
(N06000244)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",88.17,17.09
134,"NAKRAKONDA KUMARDIH- B OCP
(Eastern Coal Fields Limited [ECL])
(400181)
(N06000170)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",83.16,27.52
135,"SIDULI [OC & UG]
(ECL - CIL)
(400182)
(N06000165)",West Bengal,"05/2018
(05/2018)","03/2027
(03/2030)","535.18
(535.17)",5.71,14.61
136,"TILABONI UG
(Eastern Coal Fields Limited [ECL])
(400186)
(N06000276)",West Bengal,"01/2023
(01/2023)","03/2029
(-)","749.08
(749.07)",53.17,11.9
