Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
174,"Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -A
wholly owned subsidiary of NHPC Ltd. acquired through NCLT
(National Hydroelectric Power Corporation Limited [NHPC])
(605156)",Sikkim,"03/2021
(08/2021)","05/2024
(12/2025)","938.29
(1828.11)",1455.57,93
175,"Khurja super Thermal Power Plant [2X660 MW]
(THDC India Limited)
(602194)",Uttar Pradesh,"03/2019
(08/2019)","02/2024
(09/2025)","11089.42
(13276.2)",12888.23,100
176,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]
(National Thermal Power Corporation [NTPC])
(612142)",Uttar Pradesh,"03/2024
(03/2024)","02/2030
(-)","17195
(17195)",1979,11
177,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)",Uttarakhand,"NA
(11/2006)","03/2013
(04/2029)","2978
(10907.3)",6769.58,77
178,"Tehri Pumped Storage Plant Project [4x250 MW]
(THDC India Limited)
(602193)",Uttarakhand,"07/2006
(06/2011)","06/2022
(12/2025)","4825.6
(8339)",8149.63,98
179,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)",Uttarakhand,"08/2008
(01/2014)","12/2022
(03/2027)","3860.35
(6823.72)",5245.01,73
180,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)",West Bengal,"01/2023
(02/2025)","06/2029
(-)","17673
(17673)",1408.8,2
181,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)",West Bengal,"10/2014
(09/2014)","09/2019
(03/2029)","1381.84
(1381.84)",1382.42,47
182,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)",West Bengal,"06/2019
(02/2021)","01/2024
(12/2025)","1037
(1037)",929.99,67
,Total (30),,,,223418.07,136136.69,
,Transmission & Distribution,,,,,,
183,"Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool
1000MW
(Power Grid Corporation of India Limited [POWERGRID])
(611967)",Andhra Pradesh,"09/2023
(09/2023)","09/2025
(03/2026)","1248.69
(1248.69)",998.95,87
184,"Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool
New Substation
(Power Grid Corporation of India Limited [POWERGRID])
(612856)",Andhra Pradesh,"05/2023
(12/2023)","09/2025
(01/2026)","163.61
(163.61)",85.07,62
185,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",131.31,1
186,"North Eastern Region Expansion Scheme-XXIII [NERES-XXIII]
(Power Grid Corporation of India Limited [POWERGRID])
(617375)",Arunachal Pradesh,"08/2025
(08/2025)","02/2028
(-)","209.38
(209.38)",0.03,0
187,"Western Region Expansion Scheme-XXV
(Power Grid Corporation of India Limited [POWERGRID])
(611737)",Chhattisgarh,"02/2023
(02/2023)","11/2023
(10/2025)","385.84
(385.84)",382.4,100
