Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,"Tourism, Hospitality & Wellness",,,,,,
509,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)
(-)",Gujarat,"02/2019
(01/2022)","03/2024
(03/2026)","573
(1238.05)",545.51,73
,Total (1),,,,573,545.51,
,Department for Promotion of Industry & Internal Trade,,,,,,
,Logistics Infrastructure,,,,,,
510,"Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk
Infrastructure Development Phase 1
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(707410)
(-)",Haryana,"05/2018
(12/2021)","12/2023
(05/2028)","763
(763)",430,60
,Total (1),,,,763,430,
,Real Estate,,,,,,
511,"Krishnapatnam Node - Phase 1 - Roads and Services Development
(National Industrial Corridor Development Corporation)
(701658)
(-)",Andhra Pradesh,"12/2020
(02/2024)","02/2028
(-)","2139.44
(2139.44)",687.82,33
512,"Tumakuru Node - Phase 1 - Roads and Services Development
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(701657)
(-)",Karnataka,"12/2020
(02/2023)","09/2026
(-)","1701.81
(1701.81)",207.54,19
,Total (2),,,,3841.25,895.36,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
513,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)
(-)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",183.71,12
,Total (1),,,,1700,183.71,
,Steel,,,,,,
514,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)
(N12000137)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",61.87,44
515,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)
(N12000131)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",210.76,58
516,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)
(N12000134)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(03/2026)","884.1
(884.1)",572.54,86
517,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)
(N12000124)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(03/2026)","2907
(5427)",3416.06,93
518,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)
(N12000127)",Chhattisgarh,"01/2009
(10/2021)","01/2026
(07/2027)","2718.84
(2718.84)",1455.37,81
519,"CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX
(National Mineral Development Corporation Limited [NMDC])
(709827)
(N12000130)",Chhattisgarh,"07/2021
(10/2022)","12/2025
(02/2026)","349.75
(349.75)",326.85,100
520,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)
(N12000095)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",980.21,53
521,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)
(N12000142)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",27.32,30
522,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)
(N12000143)",Jharkhand,"01/2025
(02/2025)","10/2026
(-)","207.13
(207.13)",35.69,17
523,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)
(N12000129)",Jharkhand,"08/2023
(10/2023)","07/2025
(05/2026)","513.82
(513.82)",364.76,84
524,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)
(N12000135)",Jharkhand,"03/2024
(04/2024)","06/2026
(04/2027)","260.37
(260.37)",79.25,32
525,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)
(N12000133)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",289.88,56
526,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)
(N12000136)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",518.05,54
