Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
86,"NEW MAJRI UG TO OC 3 MTY COST
(Western Coalfields Limited [WCL])
(615188)",Maharashtra,"05/2019
(09/2022)","03/2027
(-)","402.27
(402.27)",60.07,24
87,"MAKARDHOKRA EXPN OC 4.9 MTY
(Western Coalfields Limited [WCL])
(615189)",Maharashtra,"06/2022
(06/2022)","03/2026
(-)","361.87
(361.87)",77.54,11
88,"SINGHORI DEEP OC MIN 2.0 MTY
(Western Coalfields Limited [WCL])
(615190)",Maharashtra,"05/2022
(05/2022)","03/2029
(-)","335.75
(335.75)",26.98,6
89,"GOKUL EXTENSION OC MINE
(Western Coalfields Limited [WCL])
(615192)",Maharashtra,"04/2021
(04/2021)","03/2026
(-)","309.58
(309.58)",45.87,8
90,"KOLGAON EXPANSION DEEP OC MINE
(Western Coalfields Limited [WCL])
(615199)",Maharashtra,"01/2023
(09/2023)","03/2027
(-)","198.71
(198.71)",10.55,2
91,"BALLARPUR NORTH WEST OC MINE
(Western Coalfields Limited [WCL])
(615330)",Maharashtra,"12/2022
(12/2022)","03/2029
(-)","360.81
(360.81)",0.02,4
92,"GADEGAON OC 3 MTY
(Western Coalfields Limited [WCL])
(615331)",Maharashtra,"10/2023
(10/2023)","03/2030
(-)","497.41
(497.41)",0.08,0
93,"GHONSA EXPANSION DEEP OC MINE
(Western Coalfields Limited [WCL])
(615914)",Maharashtra,"03/2021
(03/2021)","03/2029
(-)","184.71
(184.71)",14.48,5
94,"AMLG GAURI PAUNI EXPANSION OC
(Western Coalfields Limited [WCL])
(615916)",Maharashtra,"04/2024
(04/2024)","03/2030
(-)","1225.21
(1225.21)",80.14,2
95,"GAURIDEEP/GAURI CENTRAL OCP 7.
(Western Coalfields Limited [WCL])
(615917)",Maharashtra,"08/2023
(06/2024)","03/2030
(-)","973.07
(973.07)",0.67,0
96,"RPR OF BHANEGAON OC
(Western Coalfields Limited [WCL])
(615918)",Maharashtra,"02/2017
(09/2022)","03/2028
(-)","405.2
(405.2)",12.39,7
97,"N. EXTN. MUNGOLI NIRGUDA D OCP
(Western Coalfields Limited [WCL])
(615919)",Maharashtra,"06/2024
(06/2024)","03/2029
(-)","1024.91
(1024.91)",175.93,0
98,"NILJAI EXPANSION DEEP OCP
(Western Coalfields Limited [WCL])
(615982)",Maharashtra,"08/2016
(08/2016)","03/2022
(03/2026)","319.75
(319.75)",185.91,79
99,"UKNI DEEP OC MINE -COST PLUS
(Western Coalfields Limited [WCL])
(616044)",Maharashtra,"11/2018
(01/2019)","03/2021
(03/2026)","237.06
(237.06)",165.76,87
100,"AMALGAMATED INDER-KAMPTEE DEEP
(Western Coalfields Limited [WCL])
(616050)",Maharashtra,"09/2018
(09/2018)","03/2024
(03/2026)","235.9
(235.9)",131.81,98
101,"ADASA UG TO OC MINE
(Western Coalfields Limited [WCL])
(616223)",Maharashtra,"11/2018
(11/2018)","03/2024
(03/2026)","316
(316)",208.63,86
102,"AMAL GONDEGAON GHATROHANA EXPN
(Western Coalfields Limited [WCL])
(616229)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","668.54
(668.54)",1.19,0
103,"WAGHODA UG MINE [1.02 MTY]
(Western Coalfields Limited [WCL])
(617233)",Maharashtra,"01/2024
(01/2025)","03/2030
(-)","379.3
(379.3)",0,0
104,"KOLARPIMPRI EXPANSION OC [2.5
(Western Coalfields Limited [WCL])
(617278)",Maharashtra,"06/2024
(02/2025)","03/2030
(-)","630.37
(630.37)",0,0
105,"Master Plan for Jharia and Raniganj Coalfields
(Bharat Coking Coal Limited [BCCL])
(400313)","Multi-States
(Jharkhand, West
Bengal)","08/2009
(08/2009)","08/2019
(12/2028)","2661.73
(2661.73)",792.45,43
106,"BINA KAKRI AMALGAMATION EXPANS
(Northern Coalfields Limited [NCL])
(400369)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","08/2020
(08/2020)","03/2024
(03/2027)","836.42
(836.42)",812.73,89
107,"KHADIA EXPANSION [10 TO 16 MTP
(Northern Coalfields Limited [NCL])
(615183)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","06/2021
(06/2021)","03/2025
(03/2027)","491.67
(491.67)",247.06,50
108,"SUBHADRA OCP
(Mahanadi Coalfields Limited [MCL])
(400165)",Odisha,"05/2021
(05/2021)","04/2032
(-)","1693.81
(1693.81)",1324.37,42
109,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3460.35,57
110,"BALARAM EXPANSION OCP
(Mahanadi Coalfields Limited (MCL))
(400183)",Odisha,"06/2020
(08/2020)","03/2029
(-)","3504.21
(3504.21)",924.23,53
111,"GOPALJI KANIHA OCP [10 TO 30 M
(MCL - CIL)
(400185)",Odisha,"04/2022
(04/2022)","03/2030
(-)","8416.19
(6107.87)",1742.12,17
112,"INTEGRATED LAKHANPUR-BELPAHAR-
(Mahanadi Coalfields Limited [MCL])
(400187)",Odisha,"05/2018
(05/2018)","03/2027
(-)","2434.75
(2434.75)",1840.93,71
113,"BHARATPUR RE-ORGANIZATION OCP
(Mahanadi Coalfields Limited [MCL])
(400392)",Odisha,"11/2018
(11/2018)","03/2029
(-)","2838.86
(2838.86)",1673.58,48
114,"BASUNDHARA WEST EXTENSION OPEN
(MCL - CIL)
(615193)",Odisha,"05/2014
(05/2014)","03/2019
(03/2029)","479.15
(479.15)",274.63,64
115,"Naini Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615857)",Odisha,"03/2020
(03/2020)","03/2026
(-)","494.3
(494.3)",491.33,80
