Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
345,"Kandla Gorakhpur LPG Pipeline
(Ministry of Petroleum & Natural Gas)
(400012)","Multi-States
(Gujarat, Madhya
Pradesh, Uttar
Pradesh)","NA
(12/2018)","12/2021
(12/2025)","10088
(10088)",7672.23,92
346,"Multi Product Pipeline from Irugur to Devangonthi
(Department of Water Resources, River Development & GR)
(400301)","Multi-States
(Karnataka, Tamil
Nadu)","NA
(11/2012)","02/2017
(10/2025)","678
(1732)",713.86,69
347,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan
(Hindustan Petroleum Corporation Limited [HPCL])
(709759)",Rajasthan,"NA
(12/2023)","12/2026
(12/2026)","461.05
(461.05)",116.48,54
348,"Laying of POL Pipelines in Common Corridor for proposed grass root terminal at
Vallur [Chennai]
(Ministry of Petroleum & Natural Gas)
(400043)",Tamil Nadu,"NA
(01/2022)","05/2026
(05/2026)","829
(829)",301.71,63
349,"Grass root POL Terminal at Vallur, Chennai
(Indian Oil Corporation Limited [IOCL])
(400077)",Tamil Nadu,"NA
(01/2022)","12/2024
(03/2026)","827
(887.71)",626.01,88
350,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing
Dharmanagar Depot
(Indian Oil Corporation Limited [IOCL])
(400035)",Tripura,"NA
(06/2022)","09/2025
(06/2026)","656
(656)",478.11,86
351,"Grass-root Terminal at Mirzapur, Uttar Pradesh
(Ministry of Petroleum & Natural Gas)
(604852)",Uttar Pradesh,"NA
(09/2022)","11/2026
(11/2026)","980.45
(980.45)",216.66,52
,Total (16),,,,81301.48,90497.54,
,Oil & Gas,,,,,,
352,"KG-DWN-98/2 Cluster - II Development Project - NELP Block
(Oil and Natural Gas Corporation Limited [ONGC])
(400120)",Andhra Pradesh,"NA
(03/2016)","06/2020
(06/2026)","34012
(34012)",33238.47,96
353,"HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery
(Hindustan Petroleum Corporation Limited)
(709752)",Andhra Pradesh,"NA
(09/2021)","06/2024
(03/2026)","160
(220)",80.29,69
354,"HP Trijet Unit in Visakh Refinery
(Hindustan Petroleum Corporation Limited)
(709761)",Andhra Pradesh,"NA
(07/2024)","07/2027
(07/2027)","193
(193)",0.43,23
355,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts
(MinistryofPetroleumNaturalGas)
(709766)",Andhra Pradesh,"NA
(03/2022)","03/2030
(03/2030)","1420
(1420)",165.65,6
356,"Numaligarh Refinery Expansion Project
(Ministry of Petroleum & Natural Gas)
(604791)",Assam,"NA
(07/2020)","07/2024
(12/2025)","12366
(22494)",16764.09,76
357,"Assam Bio Refinery, ABRPL
(Ministry of Petroleum & Natural Gas)
(604792)",Assam,"NA
(02/2018)","09/2021
(09/2025)","1750
(4930)",4710,99
358,"Development of Surface Facilities for production and evacuation of Crude Oil and
Natural Gas from Nadua and East Khagorija
(Ministry of Petroleum & Natural Gas)
(604863)",Assam,"NA
(01/2018)","02/2020
(12/2025)","682.9
(726.93)",489.3,94
359,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU,
Guwahati Refinery
(Ministry of Petroleum & Natural Gas)
(607701)",Assam,"NA
(05/2021)","10/2023
(05/2026)","412.3
(577)",430.83,85
360,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing
& transportation of natural Gas to be produced from Baghjan Field
(Ministry of Petroleum & Natural Gas)
(616858)",Assam,"NA
(12/2020)","03/2024
(12/2025)","430.76
(430.76)",327.27,85
361,"Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi
(MinistryofPetroleumNaturalGas)
(709776)",Assam,"NA
(04/2022)","09/2026
(09/2026)","277
(323.09)",185.18,68
362,"Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA
(MinistryofPetroleumNaturalGas)
(709779)",Assam,"NA
(06/2022)","03/2026
(03/2026)","768
(740)",107.72,39
363,"Pipeline Network Project Rudrasagar
(Ministry of Petroleum & Natural Gas)
(709847)",Assam,"NA
(01/2023)","04/2026
(04/2026)","344.99
(344.99)",211.05,47
364,"Borholla GGS Life Extension Project [BLEP]
(Ministry of Petroleum & Natural Gas)
(709850)",Assam,"NA
(09/2023)","05/2026
(05/2026)","198.7
(198.7)",36.8,30
365,"DCU Revamp Project
(NRL)
(709864)",Assam,"NA
(08/2021)","07/2024
(10/2025)","370
(370)",253.17,60
366,"Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme
(NRL)
(709865)",Assam,"NA
(04/2023)","12/2024
(10/2025)","293.5
(293.5)",97.22,94
367,"City Gas Distribution Project at Khagaria, Saharsa and Madhepura
(Ministry of Petroleum & Natural Gas)
(617303)",Bihar,"NA
(03/2019)","03/2030
(03/2030)","163
(163)",96.07,40
368,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar
(MinistryofPetroleumNaturalGas)
(617304)",Bihar,"NA
(10/2023)","03/2027
(03/2027)","340.15
(340.15)",91.32,26
369,"Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA
(Ministry of Petroleum & Natural Gas)
(701324)",Bihar,"NA
(01/2020)","04/2023
(08/2026)","14810
(16724)",11880.66,87
370,"Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni
Refinery
(MinistryofPetroleumNaturalGas)
(709777)",Bihar,"NA
(01/2022)","04/2025
(10/2026)","389.35
(340)",50.48,40
371,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and
Sheohar districts
(Bharat Petroleum Corporation Limited [BPCL])
(709792)",Bihar,"NA
(12/2022)","03/2030
(03/2030)","3638
(3638)",407.18,29
