Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
154,"Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia
line]
(Ministry of Coal)
(400416)
(-) (371)",Jharkhand,"02/2018
(05/2022)","06/2025
(06/2026)","1799.64
(2564.34)",1713.19,71
,Total (2),,,,3485.86,2338.96,
,Ministry of Power,,,,,,
,Coal,,,,,,
155,"Tubed Coal Mine
(Damodar Valley Corporation)
(400192)
(-) (2418)",Jharkhand,"07/2016
(10/2016)","05/2026
(05/2026)","1581
(1581)",601.03,36
156,"Badam Coal Mining project of NTPC
(National Thermal Power Corporation [NTPC])
(603293)
(N18000367) (2576)",Jharkhand,"02/2019
(09/2019)","12/2056
(04/2027)","502
(784)",471.08,67.86
,Total (2),,,,2083,1072.11,
,Electricity Generation,,,,,,
157,"Dibang Multipurpose Project
(National Hydroelectric Power Corporation Limited [NHPC])
(602182)
(N18000362) (4934)",Arunachal Pradesh,"02/2023
(02/2023)","02/2032
(02/2032)","31876.39
(31876.4)",4593.04,17.43
158,"240MW Heo HE Project
(North Eastern Electric Power Corporation Limited)
(611698)
(-) (7620)",Arunachal Pradesh,"12/2024
(05/2025)","07/2029
(-)","1938.85
(1938.85)",96.94,4.95
159,"186 MW Tato-I H E Project
(North Eastern Electric Power Corporation Limited)
(611699)
(-) (7621)",Arunachal Pradesh,"12/2024
(05/2025)","07/2029
(-)","1750.07
(1750.07)",73.91,5.04
160,"700 MW Tato-II HE Project
(North Eastern Electric Power Corporation Limited)
(611716)
(-) (9690)",Arunachal Pradesh,"09/2025
(09/2025)","09/2031
(-)","8146.21
(8146.21)",243.25,6.41
161,"Kalai-II Hydro Electric Project [1200 MW]
(THDC India Limited)
(619311)
(-) (12136)",Arunachal Pradesh,"04/2026
(04/2026)","10/2032
(-)","14105.83
(14105.8)",187.16,0
162,"Buxar Thermal Power Project [1320 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602579)
(N18000194) (2361)",Bihar,"03/2019
(06/2019)","01/2024
(05/2026)","10439.09
(13756.6)",13370.07,94.33
163,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]
(National Thermal Power Corporation [NTPC])
(619051)
(-) (-)",Bihar,"11/2024
(03/2025)","07/2030
(-)","29948
(29948)",2676.55,10.17
164,"Lara Super Thermal Power Project Stage-II [2 x 800 MW]
(National Thermal Power Corporation [NTPC])
(611930)
(N18000381) (5493)",Chhattisgarh,"08/2023
(08/2023)","06/2028
(09/2028)","15530
(16106)",4787.3,28.6
165,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]
(National Thermal Power Corporation [NTPC])
(617188)
(-) (9706)",Chhattisgarh,"09/2024
(09/2024)","09/2029
(-)","9791
(9791)",1619.63,18.91
166,"Bagodara Solar Power Project
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(709747)
(N18000297) (-)",Gujarat,"03/2021
(05/2021)","12/2025
(12/2025)","339.35
(339.35)",370,51.86
167,"Dhaulasidh Hydro Electric Project [66 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602582)
(N18000291) (2370)",Himachal Pradesh,"10/2020
(05/2021)","11/2025
(03/2027)","687.97
(1561.21)",1107.31,77.51
168,"Luhri Stage-I Hydro Electric Project [210 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602593)
(N18000279) (2367)",Himachal Pradesh,"11/2020
(11/2020)","01/2026
(02/2030)","1810.56
(4681.64)",1924.48,51.32
169,"Sunni Dam Hydro Electric Project [382 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(611586)
(N18000344) (5062)",Himachal Pradesh,"01/2023
(01/2023)","04/2028
(12/2029)","2614.51
(4925.87)",1083.85,33.98
170,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW
(National Hydroelectric Power Corporation Limited [NHPC])
(602525)
(N18000172) (1425)","Jammu and
Kashmir","10/2014
(02/2018)","04/2020
(12/2026)","8112.12
(12728)",9114.12,80.5
171,"Kiru HE Project
(National Hydroelectric Power Corporation Limited [NHPC])
(602532)
(N18000278) (2412)","Jammu and
Kashmir","03/2019
(02/2020)","09/2023
(12/2026)","4287.59
(5409)",3733.26,83.46
172,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.
(National Hydroelectric Power Corporation Limited [NHPC])
(602535)
(N18000324) (2421)","Jammu and
Kashmir","02/2021
(01/2022)","02/2026
(11/2028)","5281.94
(5281.94)",1566.39,29.85
173,"Kwar HE Project
(National Hydroelectric Power Corporation Limited [NHPC])
(605155)
(N18000363) (4177)","Jammu and
Kashmir","05/2022
(11/2022)","11/2026
(03/2028)","4526.12
(4526.12)",1569.55,34.21
