Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
681,"Buramara-Chakulia new line [59.96 km]
(South Eastern Railway [SER] - I)
(616588)
(-) (-)","Multi-States
(Jharkhand,
Odisha, West
Bengal)","08/2024
(12/2024)","12/2029
(-)","1459.13
(1459.13)",9.16,0
682,"Chandil - Anara - Damodar - 3rd line [121.26 km]
(CAO/C/SER)
(616227)
(-) (-)","Multi-States
(Jharkhand, West
Bengal)","09/2024
(07/2025)","09/2029
(-)","1932.01
(1932.01)",3.97,0
683,"KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM
(RVNL - I)
(705668)
(-) (-)","Multi-States
(Jharkhand, West
Bengal)","09/2016
(01/2018)","03/2025
(06/2026)","3250
(3250)",3294.29,98
684,"Baiyyappanahalli - Hosur Doubling Project [48 km]
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(703586)
(-) (-)","Multi-States
(Karnataka, Tamil
Nadu)","04/2019
(02/2019)","03/2024
(01/2026)","498.7
(748.7)",713.85,88.3
685,"Trivandrum- Kanyakumari
(Southern Railway [SR] - I)
(705635)
(-) (-)","Multi-States
(Kerala, Tamil
Nadu)","08/2017
(03/2016)","03/2025
(06/2028)","1432
(3785.45)",3213.64,58
686,"Ratlam-Mhow-Khandwa-Akola Gauge Conversion
(Western Railway [WR] - II)
(705457)
(-) (-)","Multi-States
(Madhya Pradesh,
Maharashtra)","04/2008
(03/2010)","03/2027
(09/2028)","1656.25
(6499.86)",4606.71,83
687,"Itarsi - Nagpur Third Railway Line [280 km]
(Central Railway [CR] - II)
(705507)
(-) (-)","Multi-States
(Madhya Pradesh,
Maharashtra)","09/2016
(09/2016)","03/2027
(12/2027)","2449.91
(2506.68)",2195.77,55
688,"RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT
(North Western Railway [NWR])
(617406)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan)","10/2015
(05/2023)","03/2028
(-)","2417.24
(2417.24)",7.7,8
689,"Gwalior - Seopurkala with extension to Kota [Gauge Conversion]
(North Central Railway)
(705419)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2011
(07/2018)","03/2025
(02/2026)","2913
(2913)",2270.23,95
690,"Nimach-Badi Sadri New Rail Line Project
(Western Railway [WR] - II)
(705764)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan)","04/2017
(09/2021)","03/2026
(06/2026)","495
(825)",294.57,60
691,"Mathura-Jhansi Third Railway Line [274 Km]
(RVNL - II)
(705667)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan, Uttar
Pradesh)","12/2015
(03/2018)","12/2024
(12/2026)","5961
(5961)",5195.18,96.71
692,"Jhansi - Bina Third Railway Line [153 Km]
(CAO/C/NCR)
(705598)
(-) (-)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","09/2016
(03/2018)","03/2022
(03/2026)","2002
(2002)",1960.31,98
693,"Jhansi-Khairar-Manikpur & Khirar-Bhimsen
(North Central Railway)
(705608)
(-) (-)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","03/2018
(04/2019)","03/2026
(03/2026)","4330
(4330)",3102.72,73
694,"Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km]
(South Central Railway [SCR] - II)
(705613)
(-) (-)","Multi-States
(Maharashtra,
Telangana)","09/2016
(10/2016)","01/2025
(11/2025)","2595
(3071)",4154.83,94.8
695,"Narayangarh-Bhadrak 3rd line
(South Eastern Railway [SER] - I)
(705629)
(-) (-)","Multi-States
(Odisha, West
Bengal)","03/2019
(03/2017)","12/2025
(01/2027)","2400
(3425.32)",2713.19,82
696,"Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line
(Ministry of Railways)
(400223)
(-) (-)","Multi-States
(Puducherry, Tamil
Nadu)","07/2008
(01/2019)","03/2027
(03/2028)","713
(981)",645.24,81
697,"Sivok-Rangpo New Rail Line
(Indian Railway Construction International Limited [IRCON])
(705432)
(-) (-)","Multi-States
(Sikkim, West
Bengal)","10/2009
(05/2010)","05/2015
(12/2027)","7877
(11775)",11090.47,80
698,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project
(Eastern Railway [ER] - I)
(602797)
(-) (-)","Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
(12/2017)","03/2027
(03/2027)","461.64
(461.64)",296.61,33
699,"Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at
Barpali.
(South Eastern Railway [SER] - I)
(400006)
(-) (-)",Odisha,"10/2021
(10/2021)","10/2025
(12/2026)","808.99
(808.99)",743.46,40
