Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
571,"Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at
(PCE/WR)
(611978)
(-) (-)",Gujarat,"11/2022
(03/2023)","03/2025
(-)","158
(158)",51.87,10
572,"Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii
(Western Railway [WR] - II)
(611979)
(-) (-)",Gujarat,"01/2023
(04/2023)","06/2025
(05/2026)","250
(250)",185.02,88
573,"4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS
(Western Railway WR - II)
(612072)
(-) (-)",Gujarat,"02/2023
(02/2023)","03/2027
(07/2028)","961.67
(961.67)",524.6,22
574,"Redevelopment of Ahmedabad railway station and associated infrastructure on
engineering, procurement and construction mode
(Rail Land Development Authority)
(613786)
(-) (-)",Gujarat,"01/2023
(11/2023)","03/2028
(-)","2379
(2379)",984.21,32.5
575,"Kosamba Umarpada GC PROJECT
(Ministry of Railways-)
(616983)
(-) (-)",Gujarat,"07/2023
(07/2023)","06/2027
(-)","467.58
(467.58)",70.54,16
576,"Desalpar-Hajipir-Luna and Vayor-Lakhpat New Line
(Western Railway [WR] - II)
(617880)
(-) (-)",Gujarat,"09/2025
(09/2025)","09/2028
(-)","2526.47
(2526.47)",0,0
577,"Devbhumi Dwarka [Okha] - Kanalus Doubling
(Western Railway [WR] - II)
(618972)
(-) (-)",Gujarat,"12/2025
(12/2025)","12/2028
(-)","1456.77
(1456.77)",0.28,0
578,"Miyagam-Karjan-Dabhoi-Samlaya [GC]
(Western Railway [WR] - II)
(705458)
(-) (-)",Gujarat,"01/2017
(01/2017)","03/2021
(12/2026)","483.88
(1039.13)",723.52,45
579,"Modasa-Shamlaji Road Railway Line Project
(Western Railway WR - II)
(706757)
(-) (-)",Gujarat,"09/2012
(04/2008)","03/2025
(03/2026)","262
(262)",387.82,64
580,"Rajkot - Kanalus Doubling Project [111.2 Kms]
(Western Railway WR - II)
(706763)
(-) (-)",Gujarat,"10/2021
(12/2021)","10/2026
(06/2026)","1080.58
(1080.58)",969.78,82
581,"NADIAD-PETLAD [37.26 KM]
(Railway)
(709812)
(-) (-)",Gujarat,"05/2022
(10/2023)","06/2030
(06/2030)","461.91
(461.91)",186.9,8
582,"NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND &
BOTAD-AHMEDABAD [16.51 KM]
(Western Railway [WR] - II)
(709813)
(-) (-)",Gujarat,"10/2022
(07/2025)","06/2028
(10/2027)","437.21
(437.21)",117.95,22
583,"Bhiwani - Dobh Bahali Doubling Project [42.30 Km]
(North Western Railway [NWR])
(611884)
(-) (-)",Haryana,"02/2023
(02/2023)","02/2028
(02/2028)","471
(471)",273.41,73
584,"Koderma-Arigada Doubling 133.38 Km of East Central Railway
(East Central Railway [ECR] - I)
(617832)
(-) (-)",Jharkhand,"06/2025
(06/2025)","12/2029
(-)","2887.11
(2887.11)",0.1,0
585,"Parasnath-Madhuban-Giridih new line
(East Central Railway [ECR] - I)
(705747)
(-) (-)",Jharkhand,"03/2019
(03/2019)","03/2024
(03/2026)","902.86
(902.86)",0,0.1
586,"Gomoh - Flyover for DN trains
(East Central Railway [ECR] - I)
(705765)
(-) (-)",Jharkhand,"01/2018
(01/2018)","03/2026
(03/2026)","686
(686)",634.71,66.7
587,"Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection
(South Eastern Railway [SER] - I)
(705785)
(-) (-)",Jharkhand,"08/2021
(03/2019)","06/2026
(05/2027)","473
(473)",349.31,10
588,"Pradhan Kuntha Jn Line Doubling Project
(East Central Railway [ECR] - I)
(706837)
(-) (-)",Jharkhand,"11/2022
(11/2022)","11/2027
(11/2027)","349.22
(349.22)",145.57,72
589,"Construction of New BG line between Hassan to Belur [27 Km]
(South Western Railway [SWR] - II)
(400023)
(-) (-)",Karnataka,"03/2019
(12/2025)","04/2028
(03/2030)","749
(749)",3.43,0.5
590,"Yeshvanthpur - Channasandra Doubling Project [21.70 Km]
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(703585)
(-) (-)",Karnataka,"04/2019
(10/2019)","03/2024
(03/2026)","314.1
(683.57)",173.5,56.8
591,"New Railway Line between Ginigera and Raichur [165.57 km]
(South Western Railway [SWR] - II)
(705434)
(-) (-)",Karnataka,"03/2008
(05/2009)","03/2019
(03/2027)","2565
(3034.98)",2412.11,71
592,"Bangalore-Satyamanglam New Line Project [260 Km] - Part Hejjala - Chamarajanagar
[142 Km]
(South Western Railway [SWR] - II)
(705464)
(-) (-)",Karnataka,"02/1999
(07/2026)","12/2031
(-)","1382.78
(1382.78)",0,0
