Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
677,"Hospet-Hubli-Vasco da Gama Line Electrification Project
(RVNL)
(706950)","Multi-States (Goa,
Karnataka)","07/2015
(05/2018)","03/2023
(06/2026)","744.49
(1122.62)",1154,99
678,"Western Dedicated Freight Corridor
(DFCCIL)
(705237)","Multi-States
(Gujarat, Haryana,
Maharashtra,
Rajasthan, Uttar
Pradesh)","02/2008
(01/2012)","03/2022
(12/2025)","51101
(124005)",124623,96
679,"New line Dahod-Indore via Sardarpur, Jabuwa and Dhar
(Western Railway [WR] - II)
(705453)","Multi-States
(Gujarat, Madhya
Pradesh)","06/2012
(06/2012)","02/2027
(02/2027)","456.07
(3516.77)",3963.21,52
680,"Chhota Udaipur - Dhar New Line Project [157 km]
(Western Railway [WR] - II)
(705454)","Multi-States
(Gujarat, Madhya
Pradesh)","11/2008
(01/2014)","12/2025
(12/2025)","1794
(1794)",1815.95,80
681,"MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION
SYSTEM 500 RKM
(Western Railway)
(611452)","Multi-States
(Gujarat,
Maharashtra)","09/2019
(03/2023)","12/2025
(12/2026)","311
(311)",263.42,93
682,"Taranga Hill-Abu Road via Ambaji
(North Western Railway [NWR])
(400022)","Multi-States
(Gujarat,
Rajasthan)","07/2022
(07/2022)","07/2030
(07/2030)","2798
(2798)",2181.96,20
683,"LUNI- SAMDARI- BHILDI DOUBLING
(North Western Railway [NWR])
(616842)","Multi-States
(Gujarat,
Rajasthan)","02/2024
(02/2024)","07/2027
(-)","3085.59
(3085.59)",536.39,18
684,"Chandigarh-Baddi New Rail Line- 36 km
(Northen Railway [NR])
(705424)","Multi-States
(Haryana,
Himachal Pradesh)","02/2018
(02/2018)","12/2026
(12/2026)","1540
(1540.13)",565.25,39
685,"Rewari - Kathuwas Doubling Project [27.72 Km]
(North Western Railway [NWR])
(611861)","Multi-States
(Haryana,
Rajasthan)","02/2023
(12/2022)","06/2027
(06/2027)","352
(352)",298.26,74
686,"Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding
Mukerian-Talwara [29 KM]
(Northen Railway [NR])
(705410)","Multi-States
(Himachal
Pradesh, Punjab)","03/1983
(05/1985)","12/2025
(12/2027)","2018
(2018)",89486.62,83
687,"Bhanupalli-Bilaspur-Beri New Railway Line Project
(RVNL - II)
(705428)","Multi-States
(Himachal
Pradesh, Punjab)","03/2009
(04/2015)","12/2026
(12/2027)","13447
(13447)",7290.03,61
