Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
133,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)
(N06000244) (3004)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",88.78,17.1
134,"NAKRAKONDA KUMARDIH- B OCP
(Eastern Coal Fields Limited [ECL])
(400181)
(N06000170) (3001)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",83.8,27.52
135,"SIDULI [OC & UG]
(ECL - CIL)
(400182)
(N06000165) (2998)",West Bengal,"05/2018
(05/2018)","03/2027
(03/2030)","535.18
(535.17)",5.74,14.61
136,"TILABONI UG
(Eastern Coal Fields Limited [ECL])
(400186)
(N06000276) (2989)",West Bengal,"01/2023
(01/2023)","03/2029
(-)","749.08
(749.07)",53.88,11.9
137,"JHANJRA EXPANSION UG
(Eastern Coal Fields Limited [ECL])
(400312)
(N06000223) (995)",West Bengal,"04/2020
(04/2020)","03/2029
(-)","1210.12
(1210.12)",619.6,45.48
138,"SONEPUR BAZARI EXPANSION OCP [
(Eastern Coal Fields Limited [ECL])
(400315)
(N06000220) (966)",West Bengal,"07/2021
(07/2021)","03/2029
(-)","5365.88
(5365.88)",623.88,18.47
139,"2.0 MTPA BHOJUDIH NLW WASHERY
(Ministry of Coal)
(611016)
(N06000195) (4835)",West Bengal,"12/2015
(03/2019)","09/2020
(05/2026)","384.57
(384.57)",363.14,97.6
140,"ITAPARA OCP
(Eastern Coal Fields Limited [ECL])
(612816)
(N06000272) (5529)",West Bengal,"12/2023
(12/2023)","03/2030
(-)","929.1
(929.1)",71.23,8.35
141,"SHYAMSUNDARPUR UG INCLUDING SA
(Eastern Coal Fields Limited [ECL])
(613793)
(N06000191) (-)",West Bengal,"04/2020
(04/2020)","03/2026
(03/2028)","483.65
(483.65)",77.79,16.79
142,"PARASEA-BELBAID UG PROJECT
(Eastern Coal Fields Limited [ECL])
(613794)
(N06000277) (-)",West Bengal,"01/2023
(01/2023)","03/2028
(-)","389.1
(389.1)",132.48,22.13
143,"PARASCOLE JAMBAD OCP
(Eastern Coal Fields Limited [ECL])
(616230)
(N06000281) (6881)",West Bengal,"11/2024
(11/2024)","03/2037
(-)","1193.55
(1193.55)",11.42,0.22
,Total (117),,,,185612.91,48260.78,
,Electricity Generation,,,,,,
144,"50 MW Wind Power Project
(NLC India Limited [NLCIL])
(617299)
(N06000292) (-)",Gujarat,"07/2022
(01/2024)","06/2025
(01/2026)","383.84
(383.84)",328.56,51
145,"600 MW Khavda Solar Power Project
(NLC India Limited [NLCIL])
(617730)
(-) (10775)",Gujarat,"08/2023
(06/2024)","06/2026
(-)","3335.85
(3335.85)",2171.16,40
146,"200 MW SPP part of 510 MW CPSU scheme
(NLC India Limited [NLCIL])
(618991)
(-) (10796)",Gujarat,"07/2022
(03/2024)","12/2026
(-)","1221.41
(1221.41)",64.03,0
147,"100 MW SPP part of SECI 150 MW Hybrid
(NLC India Limited [NLCIL])
(618992)
(-) (-)",Gujarat,"07/2022
(04/2024)","12/2026
(-)","480.68
(480.68)",2.62,1.2
148,"NLC Talabira Thermal Power Project
(NLC India Limited [NLCIL])
(400231)
(N06000270) (2059)",Odisha,"01/2017
(01/2024)","03/2030
(-)","27212.96
(27213)",3454.06,2.1
149,"300 MW SPP part of 510 MW CPSU scheme
(NLC India Limited [NLCIL])
(612819)
(N06000269) (5525)",Rajasthan,"07/2022
(03/2023)","09/2024
(12/2025)","1813
(1813)",1753.07,100
150,"810 MW Solar Power Project - Rajasthan
(NLC India Limited [NLCIL])
(618981)
(-) (10776)",Rajasthan,"10/2024
(09/2025)","03/2028
(-)","4147.07
(4147.07)",224.77,0
151,"50 MW Solar PP Minedout Area
(NLC India Limited [NLCIL])
(615327)
(N06000279) (-)",Tamil Nadu,"08/2023
(02/2024)","03/2025
(12/2025)","218.03
(218.03)",169.95,100
152,"Ghatampur Thermal Power Plant 3 X 660 MW
(NLC India Limited [NLCIL])
(400259)
(N06000152) (1665)",Uttar Pradesh,"07/2016
(08/2016)","11/2020
(03/2026)","17237.8
(21780.9)",21237.52,95.68
,Total (9),,,,56050.64,29405.74,
,Railways,,,,,,
153,"Dharamjaigarh-Korba
(Railway)
(400203)
(-) (2277)",Chhattisgarh,"05/2018
(03/2017)","12/2026
(08/2026)","1686.22
(2438.53)",625.77,43.5
