Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
243,"Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4
[2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616671)",Tamil Nadu,"01/2025
(01/2025)","12/2026
(12/2026)","548
(548)",65.46,11
244,"Transmission System for Strengthening to facilitate evacuation of power from
Bhadla/Bikaner Complex
(Power Grid Corporation of India Limited [POWERGRID])
(617269)",Uttar Pradesh,"12/2024
(12/2024)","06/2026
(08/2026)","212.81
(212.81)",2.1,0
,Total (64),,,,153554.68,57184.49,
,Ministry of Housing & Urban Affairs,,,,,,
,Construction,,,,,,
245,"Construction of One Tower of Office Complex and another Tower of Residential
quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c
internal water supply, sanitary installation and all development and bulk services,
Horticulture works on EPC Mode-I basis i/c comprehensive operation and
maintenance of Civil, E&M services for 7 years after completion of original
construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II
Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.
(Central Public Works Department - CPWD)
(617412)",Telangana,"03/2024
(11/2024)","09/2027
(-)","644
(644)",108.53,9
,Total (1),,,,644,108.53,
,Inland Waterways,,,,,,
246,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246
(63246)",29336,47
,Total (1),,,,63246,29336,
,Real Estate,,,,,,
247,"Integrated Command control Center [ICCC] - Construction and Development of
Integrated Command Control Center with Security, Surveillance, ITMS, Connecting
Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System
(ministry of housing and urban affairs)
(707229)","Andaman &
Nicobar","07/2021
(11/2021)","05/2023
(-)","209.88
(209.88)",0,70
248,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies
in Delhi
(National Buildings Construction Corporation [NBCC])
(400188)",Delhi,"07/2016
(05/2018)","12/2025
(12/2025)","32850
(32850)",0,0
249,"Rehablitation in Junavadaj Area Smart City Project
(ministry of housing and urban affairs)
(701719)",Gujarat,"02/2016
(06/2016)","07/2022
(-)","539
(539)",39.63,50
250,"Green Building Development Project
(ministry of housing and urban affairs)
(701766)",Uttarakhand,"11/2019
(08/2019)","11/2023
(-)","150.97
(150.97)",18.95,31
,Total (4),,,,33749.85,58.58,
,Urban Public Transport,,,,,,
251,"Patna Metro Rail Project
(Patna Metro Rail Corporation Ltd. [PMRCL])
(702627)",Bihar,"02/2019
(02/2019)","02/2024
(06/2027)","13365.77
(13365.8)",4670.21,48
252,"Delhi Metro Rail Phase-IV [2 Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(617207)",Delhi,"03/2024
(03/2024)","03/2029
(-)","8399.81
(8399.81)",55.92,0
253,"DMRTS Phase - IV [3 Priority Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(702632)",Delhi,"07/2019
(07/2019)","03/2025
(03/2026)","24948.65
(24948.7)",18022.09,73
254,"Surat Metro Rail Project
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702630)",Gujarat,"03/2019
(04/2019)","03/2024
(06/2026)","12020.32
(12020.3)",8040.59,73
255,"Ahmedabad Metro Rail Project, Phase-II
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702631)",Gujarat,"03/2019
(03/2019)","03/2024
(12/2025)","5384.17
(5384.17)",4332.87,93
256,"Ahmedabad Metro Rail Project [Phase-I]
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702639)",Gujarat,"11/2014
(02/2015)","03/2018
(01/2026)","10773
(12924.5)",12216.37,99
257,"Construction of Bangalore Metro Rail Project Phase 2.
(Bengaluru Metro Rail)
(702635)",Karnataka,"02/2014
(02/2016)","03/2021
(09/2026)","26405.14
(30695.1)",29667.97,95
258,"Construction Bangalore Metro Rail Project Phase-2A & 2B
(Bengaluru Metro Rail)
(702665)",Karnataka,"06/2021
(01/2019)","06/2026
(06/2026)","14788.1
(14788.1)",9048.22,59
259,"Kochi Metro Rail Phase 2 Development Project
(CSPCC Projects)
(702664)",Kerala,"11/2022
(11/2022)","11/2026
(11/2026)","1957.05
(1957.05)",477.04,21
260,"Bhopal Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702625)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(06/2028)","6941.4
(6941.4)",3715.92,49
261,"Indore Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702626)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(12/2028)","7500.8
(7500.8)",4293.14,58
262,"PCMC To Nigdi- Extension Of North South Corridor Of Phase-1
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617225)",Maharashtra,"10/2023
(10/2023)","01/2027
(-)","910.18
(910.18)",167.3,28
263,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",23.12,4
264,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",8.7,4
265,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",0.41,0
