Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
55,"CHITRA EAST OC
(Eastern Coal Fields Limited [ECL])
(400172)",Jharkhand,"08/2018
(08/2018)","03/2026
(03/2028)","513.99
(513.99)",230.12,51
56,"JHARKHAND-LAIYO OCP
(Ministry of Coal)
(400352)",Jharkhand,"08/2020
(08/2020)","03/2031
(-)","764.57
(764.57)",145.81,29
57,"MOONIDIH XV SEAM UG
(Ministry of Coal)
(400425)",Jharkhand,"08/2011
(08/2011)","03/2019
(05/2026)","1230.27
(1230.27)",633.27,82
58,"2.5 MTPA PATHERDIH NLW WASHERY
(Ministry of Coal)
(611017)",Jharkhand,"10/2015
(04/2016)","04/2018
(03/2026)","334.27
(334.27)",148.72,48
59,"AMALAGAMATED NTST KUJAMA OCP 8.5MTY
(Ministry of Coal)
(611864)",Jharkhand,"01/2023
(01/2023)","03/2030
(-)","4011.85
(4011.85)",414.41,28
60,"MURAIDIH UG PROJECT
(Ministry of Coal)
(613808)",Jharkhand,"02/2011
(02/2011)","04/2014
(12/2026)","339.87
(339.87)",191,70
61,"TAPIN SOUTH EXPN
(Ministry of Coal)
(615349)",Jharkhand,"11/2020
(11/2020)","03/2028
(-)","230.41
(230.41)",22.02,20
62,"SIRKA OC
(Ministry of Coal)
(615822)",Jharkhand,"05/2020
(05/2020)","03/2028
(-)","222.82
(222.82)",140.58,53
63,"TETARIAKHAR OC
(Ministry of Coal)
(615843)",Jharkhand,"11/2019
(11/2019)","03/2025
(03/2027)","243.52
(243.52)",49.54,29
64,"CHUPERBHITA SIMLONG OCP MDO 6
(Eastern Coal Fields Limited [ECL])
(616225)",Jharkhand,"12/2023
(12/2023)","03/2037
(-)","979.08
(979.08)",0,0
65,"JARANGDIH EXPN. OCP 1.5 MTY
(CCL - CIL)
(616236)",Jharkhand,"02/2020
(02/2020)","03/2029
(-)","414.37
(414.37)",85.6,32
66,"BLOCK E OCP
(Ministry of Coal)
(616253)",Jharkhand,"03/2024
(03/2024)","03/2029
(-)","5850.83
(5850.83)",20.32,3
67,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of
affected families in Jharia Coalfield- Reg.
(Bharat Coking Coal Limited (BCCL))
(617416)",Jharkhand,"06/2025
(07/2025)","12/2028
(-)","5940.47
(5940.47)",1.31,12
68,"AMADAND OCP[4.0MTY]
(Ministry of Coal)
(400148)",Madhya Pradesh,"03/2016
(03/2016)","03/2021
(03/2027)","869.44
(869.44)",278.42,75
