Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
64,"CHUPERBHITA SIMLONG OCP MDO 6
(ECL - CIL)
(616225)
(-) (-)",Jharkhand,"12/2023
(12/2023)","03/2037
(-)","979.08
(979.08)",0,0.05
65,"JARANGDIH EXPN. OCP 1.5 MTY
(CCL - CIL)
(616236)
(-) (-)",Jharkhand,"02/2020
(02/2020)","03/2029
(-)","372.06
(372.06)",85.6,32.99
66,"BLOCK E OCP
(BCCL - CIL)
(616253)
(-) (-)",Jharkhand,"03/2024
(03/2024)","03/2029
(-)","5850.83
(5850.83)",20.32,4.18
67,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of
affected families in Jharia Coalfield- Reg.
(Bharat Coking Coal Limited [BCCL])
(617416)
(-) (-)",Jharkhand,"06/2025
(07/2025)","12/2028
(-)","5940.47
(5940.47)",520.75,34
68,"North Dhadu Western Part OCP
(NLC India Limited [NLCIL])
(617764)
(-) (-)",Jharkhand,"10/2023
(12/2023)","03/2029
(-)","1354.20
(1354.20)",233.77,40
69,"AMADAND OCP[4.0MTY]
(SECL - CIL)
(400148)
(-) (-)",Madhya Pradesh,"03/2016
(03/2016)","03/2021
(03/2027)","869.44
(869.44)",325.09,75.15
70,"BLOCK B EXPANSION [3.5 TO 8.0
(NCL - CIL)
(400162)
(-) (-)",Madhya Pradesh,"07/2019
(07/2019)","03/2023
(03/2027)","998.71
(998.71)",545.34,51.31
71,"NIGAHI EXPANSION [15 TO 25 MTP
(NCL - CIL)
(400321)
(-) (-)",Madhya Pradesh,"11/2020
(11/2020)","03/2025
(03/2028)","1729.68
(1729.68)",985.35,53.73
72,"KANCHAN OC EXP
(SECL - CIL)
(613802)
(-) (-)",Madhya Pradesh,"12/2014
(12/2014)","03/2026
(03/2028)","371.04
(371.04)",157.9,58.2
73,"JHIRIA WEST OCP [1.5 MTY]
(SECL - CIL)
(613803)
(-) (-)",Madhya Pradesh,"01/2024
(01/2024)","03/2029
(-)","366.94
(366.94)",37.19,41.29
74,"RPR TAWA-III UG 0.84 MTY
(WCL - CIL)
(613804)
(-) (-)",Madhya Pradesh,"12/2021
(12/2021)","03/2027
(-)","314.09
(314.09)",17.9,17.78
75,"AMALGAMATED DHANKASA & JAMUNIA
(WCL - CIL)
(615185)
(-) (-)",Madhya Pradesh,"09/2022
(09/2022)","03/2027
(-)","399.20
(399.20)",117.2,67.13
76,"RPR OF VISHNUPURI UG TO OC
(WCL - CIL)
(615187)
(-) (-)",Madhya Pradesh,"11/2022
(11/2022)","03/2029
(-)","220.62
(220.62)",0,11.2
77,"URDHAN EXPANSION OC COST PLUS
(WCL - CIL)
(615194)
(-) (-)",Madhya Pradesh,"07/2022
(01/2023)","03/2031
(-)","206.88
(206.88)",50.69,2.02
78,"SHARDA UG MINE
(WCL - CIL)
(615195)
(-) (-)",Madhya Pradesh,"07/2022
(09/2023)","03/2028
(-)","166.25
(166.25)",5.93,9.39
79,"GANDHIGRAM UG MINE
(WCL - CIL)
(615206)
(-) (-)",Madhya Pradesh,"08/2019
(08/2019)","03/2026
(03/2027)","414.15
(414.15)",28.54,56.88
80,"JAYANT EXPN. [20 TO 38 MTPA]
(NCL - CIL)
(619032)
(-) (-)",Madhya Pradesh,"02/2025
(02/2025)","03/2032
(-)","25560.48
(25560.48)",333.3,2.1
81,"RPR FOR RAMPUR BATURA OCP
(SECL - CIL)
(619053)
(-) (-)",Madhya Pradesh,"05/2025
(05/2025)","03/2030
(-)","1604.69
(1604.69)",75.28,0.3
82,"BHATADI EXPANSION OC
(WCL - CIL)
(400033)
(-) (-)",Maharashtra,"02/2020
(05/2022)","03/2028
(-)","580.61
(580.61)",112.17,34.25
83,"AMALGAMATED YEKONA I & YEKONA
(WCL - CIL)
(400177)
(-) (-)",Maharashtra,"08/2015
(08/2015)","03/2025
(03/2027)","727.28
(727.28)",564.25,80.77
84,"DINESH[MAKARDHOKRA-III] OC
(WCL - CIL)
(400178)
(-) (-)",Maharashtra,"02/2020
(02/2020)","03/2027
(-)","822.88
(822.88)",792,40.63
85,"DHUPTALA OC [SASTI UG TO OC ]
(WCL - CIL)
(400353)
(-) (-)",Maharashtra,"02/2019
(10/2021)","03/2028
(-)","711.01
(711.01)",174.66,19.02
