Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
324,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block,
International Hostel 100 seater, VC Residence and Purchase of Equipment
(Central University of Punjab)
(617221)
(-) (-)",Punjab,"08/2024
(04/2025)","10/2027
(-)","210.99
(210.99)",99.02,58
325,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South
Sikkim
(Sikkim University)
(609736)
(-) (-)",Sikkim,"08/2020
(01/2022)","01/2025
(10/2026)","314.06
(340.55)",292,96.5
326,"Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District
(NIT Sikkim)
(612883)
(-) (-)",Sikkim,"02/2024
(03/2024)","02/2028
(12/2026)","685.76
(610.76)",283.56,38
327,"Construction of Precast housing and hostels at IIT Hyderabad
(Indian Institute of Technology, Hyderabad)
(609996)
(-) (-)",Telangana,"09/2022
(11/2022)","10/2024
(01/2026)","262.00
(262.00)",223.65,90.39
328,"Banaras Hindu University [ Kayakalp of Institute of Medical Sciences]
(Banaras Hindu University)
(606479)
(-) (-)",Uttar Pradesh,"06/2020
(06/2020)","09/2022
(07/2027)","246.00
(246.00)",212.35,99.1
329,"Construction & Development of Infrastructural Facilities in the main campus of NIT
Uttarakhand at Sumari, Pauri Garhwal
(National Institute of Technology Uttarakhand)
(611963)
(-) (-)",Uttarakhand,"06/2020
(04/2024)","09/2027
(-)","650.85
(650.85)",401.56,63
330,"HEFA projects on development of student hostels, playgrounds, departmental
buildings, class room complex and other campus facilities in IIT Kharagpur
(Indian Institute of Technology, Kharagpur)
(609019)
(-) (-)",West Bengal,"06/2018
(04/2019)","03/2023
(12/2026)","500.00
(442.00)",418.86,97
,Total (30),,,,15165.68,8632.49,
,Department of Sports,,,,,,
,Education,,,,,,
331,"National Sports University [NSU], Imphal [Manipur]
(Department of Sports & Youth Affairs)
(400081)
(-) (-)",Manipur,"06/2022
(01/2022)","08/2024
(08/2026)","906.47
(611.74)",577.32,97.5
,Total (1),,,,906.47,577.32,
,Ministry of Petroleum & Natural Gas,,,,,,
,Energy Storage,,,,,,
332,"Construction of LPG Facilities at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited)
(709754)
(-) (-)",Assam,"03/2023
(03/2023)","07/2027
(-)","156.36
(156.36)",114.1,83.8
333,"Setting up of new rail fed POL facility at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited)
(709755)
(-) (-)",Assam,"03/2023
(03/2023)","07/2027
(-)","384.04
(384.04)",250.07,87.5
334,"Capacity Augmentation of Kandla LPG Import Terminal [KLIT] from 0.6 MMTPA to 2.5
MMTPA
(Indian Oil Corporation Limited [IOCL])
(617839)
(-) (-)",Gujarat,"05/2023
(05/2023)","07/2026
(-)","356.86
(304.40)",168.04,68
335,"Andheri Residential Towers, Mumbai
(Indian Oil Corporation Limited [IOCL])
(604833)
(-) (-)",Maharashtra,"06/2017
(06/2017)","05/2025
(06/2027)","281.35
(389.67)",281.24,86
336,"Setting up of 50 MW [plus/minus 5 percent] Wind Power Plant for Captive
Consumption at MR
(Bharat Petroleum Corporation Limited [BPCL])
(619313)
(-) (-)",Maharashtra,"05/2023
(05/2023)","04/2027
(-)","483.14
(483.14)",380.62,77.9
337,"LPG Bottling Plant at Mualkhang
(Indian Oil Corporation Limited [IOCL])
(617829)
(-) (-)",Mizoram,"07/2024
(07/2024)","10/2028
(03/2028)","225.71
(225.71)",32.45,34
338,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan
(Hindustan Petroleum Corporation Limited)
(709759)
(-) (-)",Rajasthan,"12/2023
(12/2023)","12/2026
(-)","461.05
(461.05)",252.18,97.5
339,"Laying of POL Pipelines in Common Corridor for proposed grass root terminal at
Vallur [Chennai]
(MinistryofPetroleumNaturalGas)
(400043)
(-) (-)",Tamil Nadu,"01/2022
(01/2022)","05/2026
(03/2027)","829.00
(829.00)",382.47,81
340,"Multi Product Pipeline from Irugur to Devangonthi
(MinistryofPetroleumNaturalGas)
(400301)
(-) (-)",Tamil Nadu,"11/2012
(11/2012)","02/2017
(09/2026)","678.00
(1732.00)",1206.36,86.4
341,"Kandla Gorakhpur LPG Pipeline
(Indian Oil Corporation Limited [IOCL])
(400012)
(-) (-)",Uttar Pradesh,"12/2018
(12/2018)","12/2021
(10/2026)","10088.00
(10088.00)",8504.21,96
342,"Grass-root Terminal at Mirzapur, Uttar Pradesh
(Indian Oil Corporation Limited [IOCL])
(604852)
(-) (-)",Uttar Pradesh,"09/2022
(09/2022)","11/2026
(-)","980.45
(980.45)",308.35,77.2
