Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
117,"Naini Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615857)",Odisha,"03/2020
(03/2020)","03/2026
(-)","494.3
(494.3)",491.33,80
118,"INTEGRATED KULDA GARJANBAHAL O
(Mahanadi Coalfields Limited [MCL])
(616226)",Odisha,"04/2023
(04/2023)","03/2033
(-)","3563.5
(3563.5)",568.97,3
119,"BHUBANESWARI EXPN OCP 50 MTY
(MCL - CIL)
(616231)",Odisha,"03/2024
(03/2024)","03/2033
(-)","5366.27
(5366.27)",466.28,14
120,"HINGULA II OC EXPN PH III 15 M
(MCL - CIL)
(616232)",Odisha,"11/2022
(11/2022)","03/2029
(-)","1561.85
(1561.85)",273.03,24
121,"BALABHADRA OCP
(MCL - CIL)
(616233)",Odisha,"04/2023
(04/2023)","03/2030
(-)","978.44
(978.44)",212.94,11
122,"Jawahar Khani Open Cast Mine
(Singareni Collieries Company Limited [SCCL])
(615818)",Telangana,"12/2021
(12/2021)","03/2025
(03/2027)","297.88
(297.88)",46.83,20
123,"Kalyanikhani Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615858)",Telangana,"03/2016
(05/2017)","03/2026
(-)","384.32
(384.32)",283.94,75
124,"Kakathiya Khani Opencast - III Project Phase - I
(Singareni Collieries Company Limited [SCCL])
(615859)",Telangana,"03/2017
(05/2017)","03/2026
(-)","413.84
(413.84)",397.55,79
125,"Godavarikhani Coal Mine - 5
(Singareni Collieries Company Limited [SCCL])
(615860)",Telangana,"07/2019
(05/2019)","03/2025
(03/2026)","607.04
(607.04)",191.37,71
126,"Indaram Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615861)",Telangana,"08/2017
(12/2022)","03/2025
(03/2026)","424.81
(424.81)",404.96,80
127,"Goleti Opencast Mine
(Singareni Collieries Company Limited [SCCL])
(615862)",Telangana,"07/2021
(08/2021)","03/2026
(-)","345.6
(345.6)",76.19,21
128,"Venkatesh Khani Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615863)",Telangana,"10/2020
(06/2020)","03/2026
(-)","484.5
(484.5)",477.14,97
129,"Ramagundam OC-II Extension Project
(Singareni Collieries Company Limited [SCCL])
(615864)",Telangana,"11/2015
(06/2015)","03/2026
(-)","489.62
(489.62)",405.54,77
130,"Kakatiyakhani OC - 2 Project
(Singareni Collieries Company Limited [SCCL])
(615865)",Telangana,"08/2017
(09/2017)","03/2025
(03/2026)","442.42
(442.42)",230.28,63
131,"MOHANPUR EXPANSION OC -PHASE I
(Eastern Coal Fields Limited [ECL])
(400173)",West Bengal,"11/2020
(11/2020)","03/2026
(03/2030)","888.99
(888.99)",115.8,30
132,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",82.25,16
133,"NAKRAKONDA KUMARDIH- B OCP
(Eastern Coal Fields Limited [ECL])
(400181)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",71.11,26
134,"SIDULI [OC & UG]
(ECL - CIL)
(400182)",West Bengal,"05/2018
(05/2018)","03/2027
(03/2030)","535.18
(535.17)",5.28,14
135,"TILABONI UG
(Eastern Coal Fields Limited [ECL])
(400186)",West Bengal,"01/2023
(01/2023)","03/2029
(-)","749.08
(749.07)",52.55,10
136,"JHANJRA EXPANSION UG
(Eastern Coal Fields Limited [ECL])
(400312)",West Bengal,"04/2020
(04/2020)","03/2029
(-)","1210.12
(1210.12)",537.77,44
137,"SONEPUR BAZARI EXPANSION OCP [
(Eastern Coal Fields Limited [ECL])
(400315)",West Bengal,"07/2021
(07/2021)","03/2029
(-)","5365.88
(5365.88)",583.82,17
138,"2.0 MTPA BHOJUDIH NLW WASHERY
(Ministry of Coal)
(611016)",West Bengal,"12/2015
(03/2019)","09/2020
(12/2025)","384.57
(384.57)",354.75,97
139,"ITAPARA OCP
(Eastern Coal Fields Limited [ECL])
(612816)",West Bengal,"12/2023
(12/2023)","03/2030
(-)","929.1
(929.1)",68.9,7
140,"SHYAMSUNDARPUR UG INCLUDING SA
(Eastern Coal Fields Limited [ECL])
(613793)",West Bengal,"04/2020
(04/2020)","03/2026
(03/2028)","483.65
(483.65)",60.46,12
141,"PARASEA-BELBAID UG PROJECT
(Eastern Coal Fields Limited [ECL])
(613794)",West Bengal,"01/2023
(01/2023)","03/2028
(-)","389.1
(389.1)",132.48,21
142,"PARASCOLE JAMBAD OCP
(Eastern Coal Fields Limited [ECL])
(616230)",West Bengal,"11/2024
(11/2024)","03/2037
(-)","1193.55
(1193.55)",9.53,0
,Total (116),,,,157554.96,48288.11,
,Electricity Generation,,,,,,
143,"50 MW Wind Power Project
(NLC India Limited [NLCIL])
(617299)",Gujarat,"07/2022
(01/2024)","06/2025
(01/2026)","383.84
(383.84)",314.83,45
144,"600 MW Khavda Solar Power Project
(NLC India Limited [NLCIL])
(617730)",Gujarat,"08/2023
(06/2024)","06/2026
(-)","3335.85
(3335.85)",666.65,17
145,"NLC Talabira Thermal Power Project
(NLC India Limited [NLCIL])
(400231)",Odisha,"01/2017
(01/2024)","03/2030
(-)","27212.96
(27213)",2549.31,1
146,"300 MW SPP part of 510 MW CPSU scheme
(NLC India Limited [NLCIL])
(612819)",Rajasthan,"07/2022
(03/2023)","09/2024
(12/2025)","1813
(1813)",1167.4,85
