Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
683,"Baghuapal Flyover Construction Project
(CAO/C/ECoR)
(705767)",Odisha,"08/2019
(10/2022)","03/2028
(03/2028)","257.97
(258)",0.83,0
684,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)",Odisha,"NA
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
685,"KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION
(Indian Railway)
(709810)",Odisha,"08/2022
(01/2026)","08/2027
(08/2027)","190.9
(190.9)",0,0
686,"GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms
(East Coast Railway [ECoR] - II)
(709811)",Odisha,"09/2022
(05/2025)","09/2027
(09/2027)","190
(190)",0,0
687,"Junagarh Visavadar 42 Kms
(Railway)
(611980)",Offshore,"06/2022
(02/2023)","09/2028
(09/2028)","492.83
(492.83)",3,1
688,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]
(East Central Railway [ECR] - I)
(705362)",Offshore,"08/2015
(03/2011)","03/2022
(03/2026)","819
(819)",580.6,75
689,"Ludhiana- Killa Raipur Railway Doubling Project
(Railway)
(705783)",Punjab,"03/2019
(12/2022)","03/2025
(03/2026)","237.64
(237.64)",118,55
690,"Dedicated Test Track for RDSO Phase II
(North Western Railway [NWR])
(611614)",Rajasthan,"11/2021
(11/2021)","11/2026
(11/2026)","819.48
(967.06)",471,86
691,"Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli
Gauge Conversion [152 Km]
(North Western Railway [NWR])
(611849)",Rajasthan,"01/2023
(01/2023)","06/2028
(06/2028)","968.92
(968.92)",98.62,51
692,"Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions
under WTA 527
(WPO/Patna)
(611929)",Rajasthan,"NA
(06/2023)","12/2024
(-)","166.86
(166.86)",0,0
693,"RINGUS KHATUSHYAMJI NEW LINE
(North Western Railway [NWR])
(616696)",Rajasthan,"03/2024
(03/2024)","03/2028
(-)","254.06
(254.06)",2.94,0
694,"RAS- MERTA CITY NEW LINE INCL BYPASS AT MERTA ROAD
(North Western Railway [NWR])
(616840)",Rajasthan,"NA
(02/2024)","03/2028
(-)","947
(947)",1.36,0
695,"PUSHKAR- MERTA CITY NEW LINE
(North Western Railway [NWR])
(616841)",Rajasthan,"02/2024
(02/2024)","12/2026
(-)","799.64
(799.64)",14.5,4
696,"AJMER- CHANDERIYA DOUBLING
(North Western Railway [NWR])
(616843)",Rajasthan,"02/2024
(02/2024)","06/2027
(-)","1634.79
(1634.79)",74.43,6
697,"Dholpur - Sirmuttra Gauge Conversion
(North Central Railway)
(705482)",Rajasthan,"03/2022
(04/2020)","02/2019
(02/2027)","747
(747)",355.13,43
698,"Gudha-Thatha Mithri Construction of Railway Track Project
(North Western Railway [NWR])
(705752)",Rajasthan,"04/2019
(04/2019)","11/2026
(11/2026)","819.48
(967.06)",471,98
699,"Sawai Madhopur-Jaipur Railway Line Project
(North Western Railway [NWR])
(705912)",Rajasthan,"NA
(04/2023)","03/2027
(-)","1203.89
(1203.89)",46.07,7
700,"Agra Fort-Bandikui Doubling Line Project
(CAO/C/NCR)
(705919)",Rajasthan,"06/2022
(02/2021)","06/2027
(06/2027)","1390
(1390)",123,25
701,"Sawaimadhopur Bye Pass Line Project
(North Western Railway [NWR])
(706866)",Rajasthan,"12/2022
(01/2023)","03/2026
(05/2027)","304
(304)",43.07,44
702,"Ph II extension of MRTS from Velachery to St Thomas Mount
(Southern Railways [SR] - construction)
(400280)",Tamil Nadu,"11/2007
(11/2008)","07/2024
(08/2025)","734
(982)",475.73,99
703,"Redevelopment of Chennai Egmore Station
(Railway)
(613002)",Tamil Nadu,"NA
(10/2022)","03/2026
(-)","842
(842)",340,0
704,"Coach Production Factory Upgradation Project
(CPM/ICF)
(705244)",Tamil Nadu,"NA
(07/2018)","12/2021
(-)","520
(520)",192.25,0
