Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1297,"Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung
from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under
Bharatmala Pariyojana on EPC mode [Pkg-B]
(NHIDCL)
(618363)",Mizoram,"06/2021
(07/2021)","01/2023
(05/2025)","740.58
(740.58)",381.94,61
1298,"Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and
geometric improvement from Km. 208. 000 to Km 250.000 Package-5 on Aizawl
Tuipang Section of NH-54 in the State of Mizoram Package-5
(NHIDCL)
(618379)",Mizoram,"09/2019
(10/2019)","04/2023
(-)","752.89
(752.89)",125.62,95
1299,"Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and
geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang
Section of NH-54 in the State of Mizoram Package-3
(NHIDCL)
(618380)",Mizoram,"09/2019
(10/2019)","04/2023
(11/2024)","867.09
(867.09)",159.47,97
1300,"Widening and up-gradation to 2-lane with paved shoulder configuration and geometric
improvements from km 250.00 Lunglei to km 298.00 on Aizawl-Tuipang section under
JICA ODA Loan assistance Phase-I Package-6
(NHIDCL)
(618381)",Mizoram,"09/2019
(12/2019)","06/2023
(03/2025)","768.76
(768.76)",168.78,98
1301,"Widening and up-gradation to 2-lane with paved shoulder configuration and geometric
improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA
ODA Loan assistance Phase-I Package-7
(NHIDCL)
(618382)",Mizoram,"09/2019
(10/2020)","04/2024
(03/2025)","605.76
(750.32)",0.01,100
1302,"Widening and up-gradation to 2-lane with paved shoulder configuration and geometric
improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under
JICA ODA Loan assistance Phase-I Package-8
(NHIDCL)
(618383)",Mizoram,"09/2019
(03/2020)","09/2023
(05/2025)","637.06
(637.06)",101.89,99
1303,"Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and
geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl
Tuipang Section of NH-54 in the State of Mizoram Package-4
(NHIDCL)
(618384)",Mizoram,"09/2019
(10/2019)","04/2023
(09/2024)","899.45
(899.45)",191.59,99
1304,"2-laning of Zorinpui - Longmasu section of NH-502A from km 0.000 to km 28.244 in
the State of Mizoram on EPC mode under NHO-NE, stretch of IMBR
(NHIDCL)
(618452)",Mizoram,"02/2023
(12/2024)","12/2026
(-)","781.85
(781.85)",7.46,4
1305,"Up-gradation to 2 lane with paved shoutders of Pawlrang - Rulchawm section- of NH-
102B of Aizawl - Imphal Economic Corridor from Existing Chainage km 72.030 to km
104.129 including 2.459 km re-alignment section from Tuivai River to Rulchawm
connecting km 48.150 of NH-6 [Design Chainage km 68.170 to km 98.579] in the
State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE
Package-3 Keifang- Tuivai Pkg-3
(NHIDCL)
(619010)",Mizoram,"12/2021
(11/2023)","05/2025
(07/2025)","500.88
(500.88)",305.45,75
1306,"6L Aluru - Jakkuva Section of NH-130CD Road from km 365.033 to km 396.800 Pkg.
1
(National Highways Authority of India [NHAI])
(618681)","Multi-States
(Andhra Pradesh,
Odisha)","02/2021
(03/2022)","03/2024
(04/2025)","1216.12
(1241.66)",627.68,93
1307,"Bangalore Chennai Expressway Phase-III Package I Gudipala to Walajajhpet from
Km 156.000 to Km 180.000
(National Highways Authority of India [NHAI])
(618477)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","10/2020
(05/2022)","05/2024
(08/2024)","1481.87
(1481.87)",711.04,91
1308,"6L of Veera Kaveri Raja Puram to Pondavakkam from km 61.380 to km 96.040 of NH
716B Pkg-III
(National Highways Authority of India [NHAI])
(618634)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","03/2021
(01/2023)","01/2025
(-)","1439.77
(1439.77)",685.66,98
1309,"Walajahpet/Ranipet to TN/AP Border Section of from Km.106.800 to Km.133.36 NH-4
(National Highways Authority of India [NHAI])
(618769)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","12/2024
(09/2025)","09/2027
(-)","1338.14
(1214.7)",68.84,8
1310,"6L of Varadharajula to Kumarajapet from km 0.000 to km 43.800 of NH-716B Pkg-I
(National Highways Authority of India [NHAI])
(618771)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","02/2021
(12/2022)","12/2024
(08/2025)","1924.75
(1887.38)",947.5,98
1311,"6L of Kumarajapet to Veera Kaveri Raja Puram from km 43.800 to km 61.380 of NH-
716B Pkg-II
(National Highways Authority of India [NHAI])
(618772)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","02/2021
(10/2023)","10/2025
(-)","702.52
(799.36)",354.36,93
1312,"6 laning of Balance Work of Chennai - Tada from km. 21.40 to km. 54.40
(National Highways Authority of India [NHAI])
(619077)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","12/2017
(03/2018)","03/2020
(09/2022)","464.62
(472.37)",18.83,100
1313,"Khammam-Devarapalle Pkg III [4L Access Controlled Greenfield from Chintagudem
village to Recherla village Design Chainage 63117 to 105236]
(National Highways Authority of India [NHAI])
(618747)","Multi-States
(Andhra Pradesh,
Telangana)","01/2021
(09/2022)","09/2024
(09/2025)","829.5
(1227.07)",459.37,98
1314,"4L Access Controlled Greenfield Highway section on NH-163G Khammam
Vijayawada from BrahmanapalliK village at Design Ch. 250.400 Km to Remidicherla
village at Design Ch. 280.200 KmPackage-II
(National Highways Authority of India [NHAI])
(619143)","Multi-States
(Andhra Pradesh,
Telangana)","03/2023
(03/2025)","03/2027
(-)","826.01
(862.58)",35.2,7
1315,"6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 180.000 to
km. 209.827 of NH-2 PKG-01
(National Highways Authority of India [NHAI])
(618531)","Multi-States
(Bihar, Jharkhand)","02/2021
(12/2024)","12/2026
(-)","1054.46
(786.81)",86.04,17
1316,"6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 209.827 to
Km. 249.525 of NH-19 PKG-02
(National Highways Authority of India [NHAI])
(618532)","Multi-States
(Bihar, Jharkhand)","06/2021
(03/2022)","03/2024
(04/2025)","1822.46
(738.11)",571.97,92
1317,"6L Greenfield Varanasi-Ranchi-Kolkata Highway from Anarbansalea village to
Sagrampur village From KM. 151200 to KM. 184700Package-7
(National Highways Authority of India [NHAI])
(618724)","Multi-States
(Bihar, Jharkhand)","03/2023
(07/2025)","06/2027
(-)","1719.2
(1723.42)",1.76,6
1318,"Hariharganj to Parwa Mode section from km 23.284 to km 57.049 of NH-98
(National Highways Authority of India [NHAI])
(618951)","Multi-States
(Bihar, Jharkhand)","09/2020
(03/2022)","02/2024
(-)","1125.78
(1186.56)",474.41,91
