Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,"Tourism, Hospitality & Wellness",,,,,,
506,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)",Gujarat,"02/2019
(01/2022)","03/2024
(03/2026)","573
(1238.05)",545.51,73
,Total (1),,,,573,545.51,
,Department for Promotion of Industry & Internal Trade,,,,,,
,Logistics Infrastructure,,,,,,
507,"Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk
Infrastructure Development Phase 1
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(707410)",Haryana,"05/2018
(12/2021)","12/2023
(05/2028)","763
(763)",430,60
,Total (1),,,,763,430,
,Real Estate,,,,,,
508,"Krishnapatnam Node - Phase 1 - Roads and Services Development
(National Industrial Corridor Development Corporation)
(701658)",Andhra Pradesh,"12/2020
(02/2024)","02/2028
(-)","2139.44
(2139.44)",625.56,30
509,"Tumakuru Node - Phase 1 - Roads and Services Development
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(701657)",Karnataka,"12/2020
(02/2023)","09/2026
(-)","1701.81
(1701.81)",184.16,18
,Total (2),,,,3841.25,809.72,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
510,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",170.13,11
,Total (1),,,,1700,170.13,
,Steel,,,,,,
511,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",53.11,40
512,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",198.89,57
513,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(03/2026)","884.1
(884.1)",568.32,84
514,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(03/2026)","2907
(5427)",3362.98,91
515,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)",Chhattisgarh,"01/2009
(10/2021)","01/2026
(07/2027)","2718.84
(2718.84)",1430.03,80
516,"CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX
(National Mineral Development Corporation Limited [NMDC])
(709827)",Chhattisgarh,"07/2021
(10/2022)","12/2025
(02/2026)","349.75
(349.75)",309.3,99
517,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",929.04,53
518,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",23.4,24
519,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)",Jharkhand,"01/2025
(02/2025)","10/2026
(-)","207.13
(207.13)",22.94,14
520,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)",Jharkhand,"08/2023
(10/2023)","07/2025
(05/2026)","513.82
(513.82)",381.45,84
521,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)",Jharkhand,"03/2024
(04/2024)","06/2026
(-)","260.37
(260.37)",65.74,30
522,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",212.54,55
523,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",443.37,49
524,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)",West Bengal,"09/2023
(09/2023)","12/2026
(-)","916.78
(916.78)",169.02,31
525,"Installation of New Bar Mill at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617242)",West Bengal,"07/2024
(08/2024)","06/2027
(-)","2115.44
(2115.44)",323.48,45
526,"Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617246)",West Bengal,"09/2024
(10/2024)","06/2026
(-)","758.09
(758.09)",143.53,12
527,"Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617248)",West Bengal,"11/2024
(12/2024)","07/2026
(-)","227.96
(227.96)",57.21,46
528,"Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617251)",West Bengal,"07/2024
(12/2024)","05/2026
(-)","196.4
(196.4)",31.28,9
529,"Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617338)",West Bengal,"01/2025
(02/2025)","07/2028
(-)","2518.39
(2518.39)",233.38,15
