Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
637,"3rd Line Kalyan - Kasara [67.35 Kilometres]
(Central Railway)
(705498)
(N22000233) (1782)",Maharashtra,"09/2015
(09/2015)","12/2026
(12/2026)","792.89
(1395.79)",1082.64,73
638,"3rd Line Wardha - Sewagram - Nagpur
(Central Railway [CR] - II)
(705500)
(N22000250) (1784)",Maharashtra,"09/2015
(05/2016)","12/2025
(10/2026)","540.02
(916.53)",842.32,88
639,"3rd Line Wardha - Ballarshah [132 Kilometres]
(Central Railway [CR] - II)
(705502)
(N22000356) (1775)",Maharashtra,"03/2016
(12/2016)","12/2025
(02/2026)","1384.72
(2033.59)",1829.64,86
640,"Doubling of Daund Manmad Line [247.6 km]
(Central Railway)
(705504)
(N22000360) (2304)",Maharashtra,"10/2017
(03/2017)","12/2025
(03/2026)","2081.27
(3267.06)",3105.38,92
641,"4th Line Wardha - Nagpur [78.7 Kilometres]
(Central Railway [CR] - II)
(705505)
(N22000362) (1789)",Maharashtra,"04/2017
(05/2018)","12/2025
(10/2026)","637.95
(1214.69)",1049.42,88
642,"3rd Line Manmad - Jalgaon [160 Kilometres]
(Central Railway [CR] - II)
(705506)
(N22000361) (1776)",Maharashtra,"05/2017
(04/2018)","12/2024
(11/2025)","1035.16
(1870)",1842.26,100
643,"Solapur-tuljapur-Osmanabad
(Central Railway)
(705735)
(N22000513) (2256)",Maharashtra,"08/2018
(12/2023)","03/2027
(03/2028)","904.92
(3295.74)",1245.51,11
644,"Nagpur- Nagbhir Railway Line Gauge Conversion Project
(MRIDC)
(705799)
(N22000629) (-)",Maharashtra,"10/2019
(04/2020)","12/2025
(12/2025)","1400
(1400)",1472,80
645,"Mumbai Urban Transport Project [MUTP] - PHASE II
(Mumbai Rail Vikas Corporation Ltd.[MRVC])
(706779)
(N22000092) (1681)",Maharashtra,"05/2008
(04/2008)","03/2014
(12/2027)","8087
(8087)",7522.09,90
646,"Mumbai Urban Transport Project [MUTP] Phase-IIIA
(Mumbai Rail Vikas Corporation Ltd.[MRVC])
(706780)
(N22000627) (3407)",Maharashtra,"04/2019
(04/2019)","12/2027
(12/2027)","33690
(33690)",3741.95,25
647,"Mumbai Urban Transport Project Phase-III
(Mumbai Rail Vikas Corporation Ltd.[MRVC])
(706781)
(-) (3406)",Maharashtra,"11/2016
(12/2016)","03/2022
(12/2026)","10947
(10947)",6732.2,75
648,"Jiribam-Imphal new line project
(Northeast Frontier Railway [NFR])
(705391)
(220100288) (653)",Manipur,"03/2013
(12/2007)","12/2026
(06/2029)","14323
(21885.9)",16226.02,72.7
649,"Byrnihat-Shillong New Rail Line- 108 km
(Northeast Frontier Railway [NFR])
(705396)
(-) (651)",Meghalaya,"04/2011
(03/2010)","03/2021
(03/2027)","8324.28
(8342.28)",266.12,2.04
650,"Marikuppam - Kuppam New Line Project [23.70 Km]
(South Western Railway [SWR] - II)
(705491)
(N22000308) (-)","Multi-States
(Andhra Pradesh,
Karnataka)","04/2012
(10/2018)","06/2026
(06/2026)","297
(297)",146.45,21.5
651,"Rayadurg-Tumkur via Kalyandurg New Line [207 km]
(South Western Railway [SWR] - II)
(705494)
(N22000279) (1555)","Multi-States
(Andhra Pradesh,
Karnataka)","03/2008
(07/2010)","09/2015
(02/2028)","2496
(2496)",1941.02,72.5
652,"Renigunta, Wadi & Gooty Bypass Railway Project
(South Central Railway [SCR] - II)
(705610)
(N22000587) (9928)","Multi-States
(Andhra Pradesh,
Karnataka)","04/2016
(04/2016)","12/2025
(03/2026)","302
(543)",636.74,89.04
653,"Doubling between Mudkhed Medchal & Mahbubnagar Dhone section 417.88 Km
(South Central Railway [SCR] - II)
(617212)
(-) (7543)","Multi-States
(Andhra Pradesh,
Maharashtra,
Telangana)","08/2023
(08/2023)","03/2029
(08/2029)","4686.09
(4686.09)",640.06,21
654,"Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM]
(RVNL - II)
(400253)
(N22000409) (1747)","Multi-States
(Andhra Pradesh,
Odisha)","06/2016
(11/2016)","12/2025
(12/2026)","4803
(6669.91)",6233.25,98
655,"Doubling of Kottavalasa-Koraput Rail Line [189 KM]
(East Coast Railway [ECoR] - II)
(705512)
(N22000377) (1763)","Multi-States
(Andhra Pradesh,
Odisha)","12/2015
(01/2016)","03/2022
(03/2028)","2500
(2500)",2217.87,73
656,"Tindivanam-Nagari New Line Project [184.5 km]
(Ministry of Railways)
(400275)
(N22000085) (1549)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","07/2008
(10/2008)","09/2025
(03/2028)","3631
(3631)",1298.17,16.75
657,"Doubling between Motumari Vishnupuram - 88.81 Km and Rail over Rail - RoR at
Motumari - 10.877 Km
(South Central Railway [SCR] - II)
(616857)
(-) (7099)","Multi-States
(Andhra Pradesh,
Telangana)","02/2024
(03/2025)","03/2029
(-)","1595.55
(1595.55)",264.89,2.05
658,"Doubling of Guntur Bibinagar 239 Km
(South Central Railway [SCR] - II)
(617211)
(-) (7584)","Multi-States
(Andhra Pradesh,
Telangana)","08/2023
(08/2023)","03/2029
(-)","2853.23
(2853.23)",357.74,2.6
