Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
868,"4L of Bal. works of Patna - Gaya -Dobhi Pkg-III from km. 83.00 to km. 127.217 of Old
NH-83
(National Highways Authority of India [NHAI])
(618916)",Bihar,"09/2019
(11/2020)","11/2022
(05/2025)","1077.46
(799.7)",774.78,92
869,"Umagaon-Saharsa Package-IV Koshi Bridge & approach Road - Bheja-Bakaur
(NHAI)
(618953)",Bihar,"02/2019
(02/2020)","08/2023
(-)","1199.58
(1223.94)",837.89,81
870,"2L PS of Majhauli to Charout section from km. 0.00 to km. 63.655
(NHAI)
(618955)",Bihar,"01/2018
(11/2019)","11/2021
(-)","638.29
(1067.51)",125.16,95
871,"Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km.
286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km.
304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur -
Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG-
2017-18-56
(MoRTH)
(617919)",Chhattisgarh,"03/2018
(01/2019)","01/2021
(01/2021)","349.03
(349.03)",0,97
872,"Strengthening and widening of existing 2 lane road to two lane paved shoulder from
km 7.750 to 26.542 & km. 32.093 to 45.786 of NH-130 on EPC mode in the state of
chhattisgarh.job No. 130-CG-2017-18-348
(MoRTH)
(617973)",Chhattisgarh,"11/2017
(05/2019)","11/2020
(-)","188.8
(188.8)",1.06,97
873,"Up-gradation of NH-930 Sherpar to Kohka from Km.67880 to Km.114860 to 2LPS in
Chhattisgarh under EPC mode
(MoRTH)
(618064)",Chhattisgarh,"03/2020
(05/2022)","05/2024
(-)","278.97
(278.97)",201.05,0
874,"Up-gradation of NH-130C Abhanpur to Paund from NH Km. 0000 to KM 40380 to two
lane with paved shoulders in the State of Chhattisgarh on EPC mode.
(MoRTH)
(618078)",Chhattisgarh,"12/2020
(03/2022)","09/2023
(-)","193.16
(193.16)",56.27,0
875,"Durg-Raipur Bypass Section Package - 1 from km. 0.00 to km. 44.50 near Tendesara
to near Khatti Village
(National Highways Authority of India [NHAI])
(618589)",Chhattisgarh,"06/2022
(07/2023)","07/2025
(-)","1072.99
(1656.73)",537,60
876,"Durg-Raipur-Arang Package - 2 from km. 44.50 to km. 92.23 near Khatti Village to
near Aurang
(National Highways Authority of India [NHAI])
(618590)",Chhattisgarh,"06/2022
(06/2023)","05/2025
(-)","1216.23
(1561.97)",406.66,40
877,"Development of 6L of Jhanki Sargi Section Road from km 0.000 to km 42.800 of NH-
130CD Pkg-CG-1
(National Highways Authority of India [NHAI])
(618673)",Chhattisgarh,"11/2021
(09/2022)","09/2024
(-)","1368.19
(1129.14)",613.02,77
878,"Development of 6L Sargi Basanwahi Section from km 42.800 to km 99.500 of NH-
130CD Pkg-CG-2
(National Highways Authority of India [NHAI])
(618674)",Chhattisgarh,"12/2021
(01/2023)","01/2025
(09/2025)","1470.73
(1461.81)",694.31,92
879,"Development of 6L of Basanwahi Marangpuri Section from km 99.500 to km 124.661
of NH-130-CD
(National Highways Authority of India [NHAI])
(618675)",Chhattisgarh,"03/2022
(10/2023)","10/2025
(07/2026)","1307.16
(1303.63)",373.53,53
880,"Conversion of Partially Excavated Escape Tunnel to Uni-Directional 2L
Tunnelincluding construction of cross passages and approach roads on either side of
the tunnel from Km 12.732 to Km 14.568 of Kiratpur to Nerchowk Section of NH-21
(National Highways Authority of India [NHAI])
(618849)",Chhattisgarh,"05/2022
(09/2022)","03/2024
(08/2025)","444.21
(412.88)",394.5,100
881,"Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road
from km. 0.70 to km.15.00
(National Highways Authority of India [NHAI])
(618509)",Delhi,"07/2020
(10/2021)","10/2023
(02/2025)","2089.94
(2203.45)",1794.18,99
882,"6L Access Controlled Highway from DND Maharani Bagh - Jn. with Jaitpur - Pushta
Road of NH-148NA from km. 0.00 to km. 9.00 in NCR
(National Highways Authority of India [NHAI])
(618578)",Delhi,"07/2020
(01/2022)","07/2024
(09/2025)","1467.44
(2510.34)",1349.78,95
883,"Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including
approaches on NH-66
(MoRTH)
(617942)",Goa,"04/2023
(04/2024)","04/2026
(02/2026)","641.46
(641.46)",0,62
884,"Widening 2 lane to 4-lane from KM 92/320 to Km 115/320 Vav Chokdi-Satlasana to to
Vrundavan Chokdi, Kheralu on NH-58 in the State of Gujarat.
(MoRTH)
(617928)",Gujarat,"03/2022
(03/2024)","03/2026
(-)","151.13
(171.27)",0,78
885,"Work of development and construction of elevated corridorfrom km 38/660 to km
42/690 Iscon junction to start point of approach of sanand flyover of NH-147 in the
sate of Gujarat
(MoRTH)
(617976)",Gujarat,"03/2023
(06/2024)","06/2026
(-)","530.2
(530.2)",28.67,55
886,"Up-gradation and strengthening to 2lanePS from Km 95/500 to km 129/775 of Nh
168G Idar-Bhiloda-Samlaji in the state of Gujarat Length 34.275 km
(MoRTH)
(618108)",Gujarat,"09/2022
(12/2023)","12/2025
(-)","237.28
(237.28)",0,47
