Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1515,"4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam
from Thallasenkesa village at Design Ch. 189.650 km to V.Vekatayapalem village in
Khammam District at Design Ch. 220.480 KmPackage-III
(National Highways Authority of India [NHAI])
(618816)",Telangana,"03/2023
(07/2025)","07/2027
(-)","1105.25
(1098.05)",71.86,1
1516,"4L Access Controlled Greenfield Highway section on NH-163G Khammam Vijayawada
from V. Venkatayapalem village at Design Ch. 220.480 Km to BrahmanapalliK village
at Design Ch. 250.400 Km Package-I.
(National Highways Authority of India [NHAI])
(618817)",Telangana,"03/2023
(07/2024)","03/2027
(-)","973.45
(1021.96)",138.15,21
1517,"4L of Kodad Design Km 0.00/Existing Km 185.00 of NH-65 to Khammam Design Km
31.800/Existing Km 29.400 of NH-365A
(National Highways Authority of India [NHAI])
(618945)",Telangana,"01/2021
(01/2022)","05/2024
(05/2025)","1149.17
(1606.99)",688.18,99
1518,"Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram
village to Chintagudem village Design Chainage 33604 to 63117]
(National Highways Authority of India [NHAI])
(619128)",Telangana,"01/2021
(09/2022)","09/2024
(11/2025)","615.78
(981.64)",363.66,98
1519,"Thanamcherla-Jamandlapally 2LPS
(National Highways Authority of India [NHAI])
(619165)",Telangana,"NA
(03/2014)","02/2023
(-)","177.18
(18.65)",3.61,100
1520,"Rehabilitation and up-gradation of road from km 16.077 to km 43.935 total length
27.858 km of Lalchara-Kanchanpur section via Shivbari on NH-44A to 2 lane with
paved shoulder in the state of Tripura on EPC Mode Pkg-2 under BharatMala
Pariyojana Manu-Simlung -2
(NHIDCL)
(618307)",Tripura,"02/2022
(01/2023)","01/2025
(04/2025)","456.88
(456.88)",0,0
1521,"Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from
Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of
Tripura on EPC basis under NHO-NE
(NHIDCL)
(618350)",Tripura,"12/2023
(09/2024)","09/2026
(-)","920.66
(920.66)",0,41
1522,"Improvement and Widening to 2-lane with paved shoulder of road from design Km
72.000 Pati Chhari to design Km 107.654 Harina Total length 35.654 Km on Teliamura
to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA
Loan Phase VI Package-4
(NHIDCL)
(618367)",Tripura,"01/2024
(12/2024)","12/2026
(-)","726.9
(726.9)",169.64,6
1523,"Improvement and Widening to 2-lane with paved shoulder of road from design Km
36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on
Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under
JICA ODA Loan Phase VI Package-3
(NHIDCL)
(618368)",Tripura,"01/2024
(09/2024)","09/2026
(-)","670.9
(670.9)",0,6
1524,"Improvement and Widening to 2-lane with paved shoulder of road from existing Km
438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and
from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208
on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on
EPC mode under JICA ODA Loan Phase VI Package-2
(NHIDCL)
(618369)",Tripura,"01/2024
(09/2024)","09/2026
(-)","657.21
(657.21)",0,47
1525,"Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to
km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina-
Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan
Phase VI Package-1
(NHIDCL)
(618370)",Tripura,"01/2024
(07/2024)","07/2026
(-)","431.78
(431.78)",0,0
1526,"Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total
lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved
shoulder on EPC basis under NHO Package-III- Balance Work
(NHIDCL)
(618385)",Tripura,"02/2020
(09/2024)","09/2025
(-)","174.43
(174.43)",0,0
1527,"Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length-18.600
km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on
EPC bais under NHO
(NHIDCL)
(618386)",Tripura,"02/2020
(07/2020)","01/2022
(10/2024)","277.5
(302.03)",0,0
1528,"Melaghar-Srimantapur section on NH-08 Spur from Km 23 to Km 34.500 11.5 Km and
overlay from Km 20.30 to Km 22.00 1.7 Km Total Length 13.2 Km
(NHIDCL)
(618411)",Tripura,"01/2023
(05/2023)","11/2024
(11/2025)","195.95
(195.95)",68.88,61
1529,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length
25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of
Tripura on EPC basis under NHO-NE
(NHIDCL)
(618417)",Tripura,"03/2023
(03/2024)","03/2027
(-)","2026.05
(2026.05)",0,0
1530,"Construction of Jasra Bypass with four lane paved shoulder configurationfrom Km
379.670 on NH-76New NH-35 to Km 18.00 on NH-27New NH-30 on EPC in the State
of Uttar Pradesh.
(MoRTH)
(617957)",Uttar Pradesh,"02/2023
(03/2024)","09/2025
(-)","274.06
(274.06)",0,91
1531,"Rehabilitation and upgradation to four lane road from km 70.500 to km 78.600 of NH-
92 under EPC mode in the State of Uttar Pradesh
(MoRTH)
(617963)",Uttar Pradesh,"01/2022
(01/2025)","01/2027
(-)","296.02
(351.78)",0,20
1532,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on
NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under
EPC mode in the state of Uttar Pradesh.
(MoRTH)
(617964)",Uttar Pradesh,"12/2022
(11/2024)","11/2026
(-)","309.63
(309.63)",24.81,22
1533,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A
including Retaining wall, service lane, at grade road and improvement of junctions, on
EPC mode
(MoRTH)
(618008)",Uttar Pradesh,"03/2021
(03/2022)","09/2023
(03/2024)","185.09
(269.81)",158.8,100
