Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Department of Higher Education,,,,,,
,Education,,,,,,
318,"Construction and Developement of National Institute of Technology Meghalaya
Permanent Campus at Sohra
(National Institute of Technology, Meghalaya)
(612885)
(N42000001)",,"09/2009
(09/2014)","03/2022
(10/2026)","494.52
(429.7)",364.48,92
319,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)
(-)",Andhra Pradesh,"09/2019
(12/2023)","06/2027
(-)","305
(305)",62.71,41
320,"Construction of Permanent Campus of National Institute of Technology Arunachal
Pradesh
(National Institute of Technology, Arunachal Pradesh)
(612898)
(-)",Arunachal Pradesh,"09/2009
(03/2013)","08/2026
(08/2024)","592.61
(592.61)",550.61,80
321,"Tezpur University Projects
(Tezpur University)
(606112)
(-)",Assam,"05/2019
(06/2021)","11/2023
(12/2025)","153.71
(153.71)",137.84,97
322,"Additional Campus of NITPatna
(NIT Patna)
(606013)
(-)",Bihar,"07/2022
(08/2022)","07/2024
(01/2026)","499.21
(499.21)",449.39,98
323,"Phase B of Construction of Permanent Campus of IIT Bhilai
(Indian Institute of Technology, Bhilai)
(617877)
(-)",Chhattisgarh,"05/2025
(01/2026)","10/2028
(-)","1188.97
(1188.97)",0,0
324,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors
Residence and External Development works at National Institute of Technology, Delhi
Campus on Engineering, Procurement and Construction basis
(National Institute of Technology Delhi)
(612851)
(-)",Delhi,"09/2009
(11/2022)","09/2025
(01/2026)","333.49
(336.42)",311.65,99
325,"Delhi University Eastern Campus at Surajmal Vihar
(Delhi University)
(616886)
(-)",Delhi,"09/2024
(03/2025)","10/2026
(-)","373
(373)",27.63,10
326,"Construction of permanent campus of Central University of Gujarat at Village
kundhela, Dist. Vadodara, Gujarat.
(Central University of Gujarat)
(612916)
(-)",Gujarat,"12/2020
(02/2021)","03/2025
(03/2026)","490.63
(490.63)",323.98,84
327,"Establishment of Permanent campus Phase 1 of IIM Sirmaur
(Indian Institute of Management, Sirmaur)
(602099)
(N42000008)",Himachal Pradesh,"09/2018
(08/2020)","10/2023
(04/2026)","392.51
(454.78)",332.11,96
328,"Hostel blocks & dining hall block
(Indian Institute of Technology, Mandi)
(612128)
(-)",Himachal Pradesh,"03/2023
(03/2024)","03/2026
(03/2026)","166.66
(166.66)",116.18,80
329,"Construction of Permanent Campus of Central University of Himachal Pradesh at
Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC
Mode 1] Basis.
(Central University, Himachal Pradesh)
(612894)
(N42000011)",Himachal Pradesh,"03/2021
(08/2022)","11/2024
(03/2026)","251.98
(300.45)",223.21,85
330,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,
Jammu, J&K
(Indian Institute of Management, Jammu)
(602098)
(N28000130)","Jammu and
Kashmir","03/2019
(10/2020)","06/2023
(11/2025)","424.93
(500.91)",484.52,96
331,"CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE
1A
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(606431)
(N28000140)",Kerala,"07/2017
(03/2020)","06/2022
(06/2026)","1006.45
(1217.4)",672.46,83
332,"Phase B of Construction of Permanent Campus of IIT Palakkad
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(617878)
(-)",Kerala,"05/2025
(01/2026)","10/2028
(-)","1527
(1527)",9.8,0
333,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy
& Sophisticated lab complex, Academic POD and Infrastructure for center of
excellence]
(Indian Institute of Technology, Indore)
(611957)
(-)",Madhya Pradesh,"12/2023
(04/2024)","02/2027
(-)","496.28
(496.28)",56.35,52
334,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl
(NIT Mizoram)
(612876)
(-)",Mizoram,"09/2009
(06/2014)","12/2029
(03/2022)","474.23
(474.23)",167.55,4
335,"Establishment of NIT Nagaland
(NIT Nagaland)
(613013)
(-)",Nagaland,"09/2009
(12/2014)","12/2025
(-)","275.63
(275.63)",262.2,98
336,"IISER BERHAMPUR
(Indian Institutes of Science Education and Research, Behrampur)
(610315)
(N28000126)",Odisha,"10/2018
(09/2019)","03/2021
(06/2026)","1229.32
(843.09)",856.51,98
337,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant
and Faculty Residence - 72 nos. Flats
(NIT Rourkela)
(619033)
(-)",Odisha,"09/2023
(01/2024)","06/2026
(-)","198.97
(198.97)",39.24,36
