Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
488,"Krishnapatnam Node - Phase 1 - Roads and Services Development
(National Industrial Corridor Development Corporation)
(701658)
(-) (-)",Andhra Pradesh,"12/2020
(02/2024)","02/2027
(-)","2139.44
(2139.44)",984.13,47.77
489,"Gaya Integrated Manufacturing Cluster IMC in Bihar
(National Industrial Corridor Development Corporation)
(707420)
(-) (-)",Bihar,"08/2024
(04/2026)","04/2029
(-)","1339.02
(1339.02)",0,5
490,"Tumakuru Node - Phase 1 - Roads and Services Development
(NICDC)
(701657)
(-) (-)",Karnataka,"12/2020
(02/2023)","09/2026
(09/2027)","1701.81
(1701.81)",337.56,27.12
491,"Development of Palakkad Node under extension of CBIC to Kochi
(National Industrial Corridor Development Corporation)
(701668)
(-) (-)",Kerala,"08/2024
(10/2025)","04/2029
(-)","3805.00
(3805.00)",57.93,5.3
492,"IMC Rajpura - Patiala Development Project
(National Industrial Corridor Development Corporation)
(701662)
(-) (-)",Punjab,"08/2024
(03/2026)","09/2028
(-)","1367.72
(1367.72)",0,3.4
493,"Development of Jodhpur Pali Marwar Industrial Area JPMIA in Rajasthan
(National Industrial Corridor Development Corporation)
(603210)
(-) (-)",Rajasthan,"08/2024
(01/2026)","07/2028
(-)","921.66
(921.66)",0,6.32
494,"Development of Zaheerabad Node under Hyderabad Nagpur Industrial Corridor
(National Industrial Corridor Development Corporation)
(601812)
(-) (-)",Telangana,"08/2024
(02/2026)","02/2029
(-)","2360.00
(2360.00)",42.89,4.87
495,"IMC at Prayagraj
(National Industrial Corridor Development Corporation)
(707419)
(-) (-)",Uttar Pradesh,"08/2024
(04/2026)","06/2027
(-)","658.00
(658.00)",75.63,27.79
496,"Development of IMC Khurpia Farms under AKIC Project
(National Industrial Corridor Development Corporation)
(701661)
(-) (-)",Uttarakhand,"08/2024
(03/2026)","09/2028
(-)","1265.37
(1265.37)",0,3.23
,Total (11),,,,20480.02,1893.94,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
497,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)
(-) (-)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700.00
(1756.20)",292.01,23.09
,Total (1),,,,1700.00,292.01,
,Steel,,,,,,
498,"Installation of 140 TPH Walking Beam type Reheating Furnace in Plate Mill at BSP
(Steel Authority of India Limited (SAIL))
(505491)
(-) (-)",Chhattisgarh,"02/2026
(03/2026)","03/2028
(-)","268.36
(268.36)",0,0
499,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)
(-) (-)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",129.25,82.79
500,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)
(-) (-)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(09/2026)","471.83
(471.83)",266.11,74.3
501,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)
(-) (-)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(09/2026)","884.10
(884.10)",693.83,94.73
502,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)
(-) (-)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(08/2026)","2907.00
(5427.00)",3649.08,95.8
503,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)
(-) (-)",Chhattisgarh,"01/2009
(10/2021)","01/2026
(07/2027)","2718.84
(3062.39)",1754.7,83.42
504,"Super accelerated cooling system (Uniform Cooling) for high strength plates in Plate
Mill at BSP
(Steel Authority of India Limited (SAIL))
(944288)
(-) (-)",Chhattisgarh,"06/2025
(06/2025)","12/2026
(-)","192.21
(192.21)",63.8,48.01
505,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)
(-) (-)",Jharkhand,"03/2015
(10/2015)","10/2027
(06/2027)","1034.01
(1752.30)",1028.11,64.26
506,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)
(-) (-)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",60.6,62.05
507,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)
(-) (-)",Jharkhand,"01/2025
(02/2025)","10/2026
(04/2027)","207.13
(207.13)",103.47,55.91
