Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
649,"Doubling between Mudkhed Medchal & Mahbubnagar Dhone section 417.88 Km
(South Central Railway [SCR] - II)
(617212)","Multi-States
(Andhra Pradesh,
Maharashtra,
Telangana)","08/2023
(08/2023)","03/2029
(-)","4686.09
(4686.09)",1109.51,2
650,"Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM]
(RVNL - II)
(400253)","Multi-States
(Andhra Pradesh,
Odisha)","06/2016
(11/2016)","12/2025
(12/2026)","4803
(6669.91)",6049.39,94
651,"Doubling of Kottavalasa-Koraput Rail Line [189 KM]
(East Coast Railway [ECoR] - II)
(705512)","Multi-States
(Andhra Pradesh,
Odisha)","12/2015
(01/2016)","03/2022
(03/2028)","2500
(2500)",2087.36,71
652,"Tindivanam-Nagari New Line Project [184.5 km]
(Ministry of Railways)
(400275)","Multi-States
(Andhra Pradesh,
Tamil Nadu)","07/2008
(10/2008)","09/2025
(03/2028)","3631
(3631)",1185.28,19
653,"Doubling between Motumari Vishnupuram - 88.81 Km and Rail over Rail - RoR at
Motumari - 10.877 Km
(South Central Railway [SCR] - II)
(616857)","Multi-States
(Andhra Pradesh,
Telangana)","02/2024
(03/2025)","03/2029
(-)","1595.55
(1595.55)",46.1,2
654,"Doubling of Guntur Bibinagar 239 Km
(South Central Railway [SCR] - II)
(617211)","Multi-States
(Andhra Pradesh,
Telangana)","08/2023
(08/2023)","03/2029
(-)","2853.23
(2853.23)",110.45,2
655,"Rail Connectivity to Errupalem Amravati Namburu 57 Km
(South Central Railway [SCR] - II)
(617214)","Multi-States
(Andhra Pradesh,
Telangana)","11/2024
(11/2024)","03/2027
(-)","2047.4
(2047.4)",34.78,0
656,"Kazipet-Vijayawada 3rd line with electrification [220 km]
(South Central Railway [SCR] - II)
(705612)","Multi-States
(Andhra Pradesh,
Telangana)","03/2013
(08/2014)","02/2025
(12/2025)","1953
(3363)",4139.07,94
657,"Vijayawada - Kazipet Byepass line
(South Central Railway [SCR] - II)
(705632)","Multi-States
(Andhra Pradesh,
Telangana)","04/2016
(04/2016)","01/2025
(12/2025)","647
(904)",1060.15,93
658,"Murkongselek-Pasighat
(Northeast Frontier Railway (NFR) - II)
(705401)","Multi-States
(Arunachal
Pradesh, Assam)","02/2011
(03/2023)","03/2025
(05/2026)","435
(1250)",816.33,66
659,"Lumding Furkating Doubling Project 140 km
(Northeast Frontier Railway [NFR])
(616701)","Multi-States
(Assam,
Nagaland)","02/2024
(01/2025)","02/2028
(-)","2123.7
(2123.7)",57.66,1
660,"Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km]
(Northeast Frontier Railway (NFR) - II)
(705392)","Multi-States
(Assam,
Nagaland)","08/2015
(02/2016)","03/2025
(12/2029)","6663
(6663)",5949.29,40
661,"New Delhi- Howrah Speed Booster[160Kmph] Project
(PCE/NCR)
(705794)","Multi-States
(Bihar, Delhi,
Jharkhand, Uttar
Pradesh, West
Bengal)","09/2019
(09/2019)","03/2024
(-)","6684.81
(6684.81)",127.03,0
662,"Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm
(East Central Railway [ECR] - I)
(616699)","Multi-States
(Bihar, Jharkhand)","08/2023
(08/2023)","03/2028
(-)","12333.57
(12333.6)",509.75,15
663,"Koderma-Tilaiya New Line
(East Central Railway [ECR] - I)
(705375)","Multi-States
(Bihar, Jharkhand)","11/2004
(03/2002)","02/2025
(02/2026)","1626
(2486.62)",2156.71,95
664,"Pirpainti - Jasidih [100.52 Km] New BG line
(Eastern Railway [ER] - I)
(705385)","Multi-States
(Bihar, Jharkhand)","03/2014
(03/2022)","03/2028
(03/2028)","2555
(2555)",1105.03,61
665,"NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra
Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes
(North Eastern Railway [NER])
(611669)","Multi-States
(Bihar, Uttar
Pradesh)","NA
(06/2023)","03/2027
(03/2028)","380.47
(380.47)",244.67,20
666,"Gorakhpur-Valmikinagar Doubling project
(NER)
(617224)","Multi-States
(Bihar, Uttar
Pradesh)","08/2023
(03/2024)","12/2027
(-)","1120
(1120)",318.9,26
667,"Chhapra-Ballia Patch Doubling
(North Eastern Railway [NER])
(705562)","Multi-States
(Bihar, Uttar
Pradesh)","03/2013
(12/2015)","02/2025
(03/2026)","963
(1046)",912.43,95
668,"Katihar Kumedpur & Katihar Mukuria BG Doubling Project
(Northeast Frontier Railway [NFR])
(617245)","Multi-States
(Bihar, West
Bengal)","08/2022
(08/2022)","08/2026
(02/2027)","942.64
(942.64)",476.45,63
669,"Gondia - Dongargarh 4th line [84 Km]
(South Eastern Central Railway)
(618978)","Multi-States
(Chhattisgarh,
Maharashtra)","10/2025
(10/2025)","10/2030
(-)","2222.53
(2222.53)",0,0
670,"Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km]
(South East Central Railway [SECR] - II)
(705617)","Multi-States
(Chhattisgarh,
Maharashtra)","09/2016
(12/2016)","12/2024
(06/2026)","3545
(3545)",3589.67,96
671,"Sardega -Bhalumuda New Double line [37.24 Km]
(SECR)
(617390)","Multi-States
(Chhattisgarh,
Odisha)","09/2024
(09/2024)","03/2028
(-)","1281.81
(1281.81)",128.01,3
672,"Jagdalpur-Koraput
(East Coast Railway [ECoR] - II)
(705511)","Multi-States
(Chhattisgarh,
Odisha)","12/2015
(03/2016)","03/2024
(12/2026)","1547
(1547)",1356.59,93
673,"Jharsuguda-Bilaspur Fourth Railway Line [206 km]
(SECR)
(705616)","Multi-States
(Chhattisgarh,
Odisha)","09/2016
(09/2016)","10/2024
(03/2026)","2140
(2979)",2217.72,94
674,"Mumbai-Ahmedabad High Speed Rail Project- 508 km
(National High Speed Rail Corporation [NHSRC])
(705728)","Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","03/2015
(09/2017)","08/2027
(12/2029)","108000
(108000)",86792.89,57
675,"Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl.
Vadodara-Ahmedabad
(PCE/WR)
(705793)","Multi-States (Delhi,
Gujarat, Madhya
Pradesh,
Maharashtra,
Rajasthan)","09/2019
(09/2019)","03/2024
(03/2026)","6806.44
(8095.12)",9341.42,64
676,"Hospet - Tinaighat - Vasco Rail Doubling Project
(RVNL - II)
(705650)","Multi-States (Goa,
Karnataka)","03/2010
(07/2012)","03/2027
(12/2027)","5060
(5060)",5282.88,86
