Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1428,"4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH-
503A Package-I
(National Highways Authority of India [NHAI])
(618906)",Punjab,"12/2020
(06/2022)","06/2024
(-)","857.91
(1443.47)",466.87,59
1429,"6L Amritsar-Bathinda Greenfield section from Jn. with Moga Jalandhar road NH-703
near Dharamkot to Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka
from km 39.000 to km 93.000 of NH-754A Pkg-2
(National Highways Authority of India [NHAI])
(619099)",Punjab,"03/2021
(06/2024)","06/2026
(-)","1801.37
(2172.71)",579.38,63
1430,"6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Moga-
Barnala Road NH-703 near village Tallewal to Jn. with Delhi-Katra Expressway NE-5
near Ludhiana village Ballowal from Km 30.300 to Km 75.543 of NH-754AD Pkg-2
(National Highways Authority of India [NHAI])
(619105)",Punjab,"07/2021
(09/2025)","09/2027
(-)","1555.13
(1564.66)",133.77,11
1431,"Beawer Gomti 4LPS from km 58.245 to km 108.600 Pkg-I
(MoRTH)
(617887)",Rajasthan,"12/2020
(10/2021)","10/2023
(02/2026)","379.23
(379.23)",179.08,98
1432,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000
to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass
Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .
(MoRTH)
(617891)",Rajasthan,"03/2022
(02/2023)","08/2024
(01/2026)","186.29
(186.29)",66.7,100
1433,"Upgradation to Two Lane Paved Shoulder in km 33/0 to 126/520 of NH-23 Old NH-
11B Kothun-Lalsot-Karoli-Dholpur road in the state of Rajasthan under EPC mode
Length-93.52 Km.
(MoRTH)
(617900)",Rajasthan,"12/2021
(09/2022)","09/2024
(01/2026)","150.11
(150.11)",12.2,97
1434,"Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25
on EPC mode in the state of Rajasthan.
(MoRTH)
(617901)",Rajasthan,"01/2022
(12/2022)","12/2024
(02/2026)","194.88
(194.88)",48.47,85
1435,"Construction of 2 lane with paved shoulder for the work of Development of remaining
sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder
configuration by Construction of Byasses for town portions1 Asotra- Brahmdham
bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major
realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in
the state of Rajasthan on EPC Mode
(MoRTH)
(618011)",Rajasthan,"12/2021
(05/2022)","05/2024
(05/2026)","411.44
(411.44)",66.63,83
1436,"Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section
from Km 0.000existing chainage-Km 23.200 to Km 49.605existing chainage-Km
74.645 of NH-54 in the State of Rajasthan on EPC mode.
(MoRTH)
(618069)",Rajasthan,"03/2022
(10/2024)","10/2026
(-)","334.64
(334.64)",0,66
1437,"Up-gradation to 2 lane with paved shoulder from Neechli Oden Nathdwara at Design
Km 88.800 existing km 55.95 to Bhatewar at Design Km 142.028 existing km 0.00 of
NH-162E in the State of Rajasthan on EPC mode.
(MoRTH)
(618092)",Rajasthan,"02/2023
(10/2024)","10/2026
(-)","606.61
(606.61)",437.05,34
1438,"Up-gradation to 2 lane with Paved shoulder from Charbhuja at Design km 0.00
existing km 150.00 to Neechli Oden Nathdwara at Design ch. Km 88.800 existing km
55.950 of NH-162E on EPC mode.
(MoRTH)
(618093)",Rajasthan,"02/2022
(09/2023)","09/2025
(-)","838.43
(838.43)",55.04,0
1439,"Upgradation of two lane paved shoulder from Shahpura existing km. 0.00 Design Ch.
000 to Thanagazi existing Km.37352 Design Ch. 36810 of NH-248A on EPC
mode in the State of Rajasthan.
(MoRTH)
(618118)",Rajasthan,"03/2022
(02/2023)","07/2024
(01/2026)","174.34
(174.34)",63.51,90
1440,"Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city
in the State of Rajasthan.
(MoRTH)
(618200)",Rajasthan,"03/2022
(10/2023)","04/2025
(06/2026)","317.74
(317.74)",5.97,25
1441,"Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000
[Junction with NH- 76 to Junction with NH-12 near village Ummedpura]
(National Highways Authority of India [NHAI])
(618456)",Rajasthan,"11/2019
(05/2021)","05/2023
(03/2025)","1119.35
(1194.17)",975.7,99
1442,"Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400
[End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh]
(National Highways Authority of India [NHAI])
(618457)",Rajasthan,"11/2019
(05/2021)","05/2023
(07/2024)","1272.97
(1265.16)",1080.16,94
1443,"Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300
[Junction with NH-12 near village Ummedpura to Major bridge over Takli river near
Nayagaon Jageer village]
(National Highways Authority of India [NHAI])
(618458)",Rajasthan,"07/2020
(07/2021)","01/2024
(02/2026)","1854.68
(1854.68)",1322.23,90
1444,"Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6
(National Highways Authority of India [NHAI])
(618612)",Rajasthan,"10/2019
(08/2021)","08/2023
(12/2024)","846.59
(740.62)",666.78,100
1445,"Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7
(National Highways Authority of India [NHAI])
(618613)",Rajasthan,"10/2019
(07/2021)","07/2023
(12/2024)","662.08
(597.77)",503.1,98
1446,"Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to
Pakisthan Border NH-968 Pkg-BM/5
(National Highways Authority of India [NHAI])
(618796)",Rajasthan,"02/2018
(04/2019)","04/2021
(-)","828.58
(830.37)",227.05,100
1447,"Mayjilar Jaisalmer with Jaisalmer Bypass Link Road Section of NH-11 Part of BM-7 &
Sundra Myajilar Ambsingh ki Dhani Road part of Munabao Tanot project NH-70
(National Highways Authority of India [NHAI])
(618797)",Rajasthan,"03/2025
(12/2025)","12/2027
(-)","1237.71
(927.02)",0.53,3
1448,"4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring
Road Pkg-II
(National Highways Authority of India [NHAI])
(618838)",Rajasthan,"11/2021
(08/2022)","08/2024
(-)","736.75
(512.77)",395.36,99
