Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
222,"Eastern Region Expansion Scheme-44 [ERES-44]
(Power Grid Corporation of India Limited [POWERGRID])
(617270)","Multi-States
(Bihar, West
Bengal)","11/2024
(11/2024)","05/2026
(03/2027)","408.94
(408.94)",0.32,0
223,"Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B
(Power Grid Corporation of India Limited [POWERGRID])
(400005)","Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","01/2022
(07/2022)","06/2023
(12/2025)","4546.26
(4546.26)",4210.3,93
224,"Transmission System Strengthening Scheme for evacuation of power from SEZ in
Rajasthan 8.1 GW under Phase II Part G
(Power Grid Corporation of India Limited [POWERGRID])
(608922)","Multi-States (Delhi,
Haryana,
Rajasthan)","05/2022
(05/2022)","11/2023
(11/2025)","1666
(2218)",2129.28,96
225,"Transmission system for evacuation of power from REZ in Rajasthan 20GW under
Phase-III Part J
(Power Grid Corporation of India Limited [POWERGRID])
(611735)","Multi-States (Delhi,
Rajasthan)","12/2022
(12/2022)","03/2025
(07/2026)","331
(331)",135.71,31
226,"Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under
Phase-III Part D [Sikar Khetri Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612132)","Multi-States (Delhi,
Rajasthan)","02/2024
(02/2024)","08/2025
(06/2026)","2000
(2000)",1460,68
227,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL
RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V
[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615347)","Multi-States
(Gujarat,
Maharashtra)","11/2024
(11/2024)","05/2029
(-)","24819
(24819)",1985.46,2
228,"Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-
3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission
Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615339)","Multi-States
(Haryana, Punjab,
Rajasthan)","11/2024
(11/2024)","11/2026
(03/2027)","5969
(5969)",485.87,9
229,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN
REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name
POWERGRID Siwani Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615340)","Multi-States
(Haryana,
Rajasthan)","11/2024
(11/2024)","11/2026
(03/2027)","5357
(5357)",428.56,13
230,"Transmission System for Strengthening of Srinagar-Leh Tr. System
(Power Grid Corporation of India Limited [POWERGRID])
(606781)","Multi-States
(Jammu and
Kashmir, Ladakh)","03/2022
(03/2022)","12/2024
(11/2025)","288.71
(288.71)",280.02,99
231,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar
Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612138)","Multi-States
(Karnataka,
Telangana)","02/2024
(02/2024)","02/2026
(06/2026)","2147.62
(2147.62)",1438.9,67
