Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1806,"Amended BharatNet Program - UP (East)
(Department of Telecommunications)
(222253)
(-) (-)",Uttar Pradesh,"08/2023
(02/2025)","02/2028
(-)","5008
(5008)",502,0
1807,"Amended BharatNet Program - UP (West)
(Department of Telecommunications)
(708687)
(-) (-)",Uttar Pradesh,"08/2023
(02/2025)","02/2028
(-)","1917
(1917)",183.16,0
,Total (15),,,,161792.15,79930.24,
,"Department of Water Resources, River Development & GR",,,,,,
,Waste & Water,,,,,,
1808,"Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based
PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616600)
(-) (-)",Bihar,"10/2017
(03/2022)","02/2025
(12/2026)","413.29
(413.29)",126.67,97
1809,"Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna
under Hybrid annuity based PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616611)
(-) (-)",Bihar,"08/2017
(07/2019)","12/2025
(09/2026)","824
(824)",403.34,59
1810,"Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh
Patna under Hybrid annuity based PPP mode Namami Gange Programme
(NMCG1)
(616612)
(-) (-)",Bihar,"08/2017
(07/2019)","12/2025
(-)","578.89
(578.89)",171.79,55
1811,"Sewer Network, SPS and STP at Begusarai
(National Mission for Clean Ganga)
(616615)
(-) (-)",Bihar,"03/2010
(03/2018)","04/2025
(12/2026)","230.06
(230.06)",261.82,97
1812,"Sewer Networks, SPS and STP at Hajipur
(National Mission for Clean Ganga)
(616616)
(-) (-)",Bihar,"03/2010
(03/2018)","06/2025
(12/2026)","305.19
(305.19)",346.46,95
1813,"Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid
annuity based PPP model-Namami Gange Programme
(National Mission for Clean Ganga)
(616594)
(-) (-)",Uttar Pradesh,"05/2020
(04/2023)","04/2025
(12/2026)","842.25
(842.25)",208.64,84
1814,"Pollution Abatement Works for River Kali Meerut under Meerut Municipality
Interception & Diversion with STP
(National Mission for Clean Ganga)
(616605)
(-) (-)",Uttar Pradesh,"05/2020
(11/2024)","12/2024
(03/2027)","690.71
(690.71)",34.79,56
1815,"Pollution Abatement works for River Ganga at Hooghly Chinsurah- Municipal Town
Interception & Diversion with STP
(National Mission for Clean Ganga)
(616604)
(-) (-)",West Bengal,"05/2018
(12/2021)","03/2025
(08/2026)","154.73
(154.73)",102.04,94
,Total (8),,,,4039.12,1655.55,
,Water Resources,,,,,,
1816,"Sardar Gouthu Latchanna Thotapalli Barrage Project
(Water Resources-AP)
(400100)
(-) (-)",Andhra Pradesh,"04/2005
(01/2006)","12/2019
(06/2026)","353.05
(1023.24)",879.15,95.88
1817,"Gundlakamma project
(Water Resources-AP)
(400101)
(-) (-)",Andhra Pradesh,"04/2005
(04/2005)","12/2019
(03/2027)","397.41
(697.39)",624.78,98.3
1818,"Polavaram Irrigation Project
(Water Resources-AP)
(701415)
(-) (-)",Andhra Pradesh,"01/2009
(11/2009)","04/2022
(03/2026)","10151.04
(55548.9)",27726.15,86.14
1819,"Borolia Irrigation Project
(Department of Water Resources, River Development & GR)
(701370)
(-) (-)",Assam,"04/1996
(12/1996)","12/2022
(03/2026)","256.16
(256.16)",44.7,55.44
1820,"Kelo Irrigation Project
(Water Resources-CT)
(400111)
(-) (-)",Chhattisgarh,"04/2008
(04/2008)","12/2019
(06/2026)","459.97
(727.04)",620.15,73
1821,"Kudali Irrigation Project
(Department of Water Resources, River Development & GR)
(701399)
(-) (-)",Chhattisgarh,"04/2009
(12/2009)","12/2025
(03/2026)","382.29
(382.29)",249.06,86.31
1822,"Sardar Sarovar Project
(Narmada and Water Resources, Water Supply and Kalpsar Department-GJ)
(701372)
(-) (-)",Gujarat,"04/1996
(04/1996)","12/2019
(03/2026)","20718.17
(33412.5)",31943.15,93.7
1823,"Subernarekha Multipurpose Project, Jharkhand
(Department of Water Resources-JH)
(701376)
(-) (-)",Jharkhand,"04/2011
(01/2012)","12/2019
(03/2026)","3807.77
(9579.58)",6040.27,70
1824,"Upper Tunga Irrigation Project
(Water Resources-KA)
(701377)
(-) (-)",Karnataka,"04/2014
(04/2014)","12/2019
(03/2026)","770.16
(1606.07)",1515.6,99.32
1825,"Bargi Diversion Project Phase - IV [km. 154 to km 197]
(Water Resources-MP)
(400115)
(-) (-)",Madhya Pradesh,"04/2008
(01/2009)","12/2019
(03/2026)","751.03
(893.35)",814.02,75
