Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1384,"Construction of Daspalla Bypass from km 195.250 To 200.635 of NH-57 including
land acquisition in the state of Odisha on EPC mode under Annual Plan 2022-23.
(MoRTH)
(617923)",Odisha,"02/2023
(05/2025)","05/2027
(-)","155.97
(155.97)",2.65,15
1385,"Construction of bypass to Nayagarh town from km 235.469 to 252.482 of NH-57
including land acquisition in the state of Odisha.
(MoRTH)
(617924)",Odisha,"01/2022
(05/2023)","04/2025
(-)","300.33
(300.33)",78.14,90
1386,"Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57
including LA in the State of Odisha on EPC mode.
(MoRTH)
(617925)",Odisha,"02/2022
(05/2023)","11/2024
(07/2025)","157.49
(157.49)",33.61,60
1387,"Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near
Berhampur town including 4-lane RoB in the state of Odisha.
(MoRTH)
(617930)",Odisha,"03/2021
(03/2022)","12/2025
(-)","196.94
(196.94)",30.46,35
1388,"Construction of four lane ROB and its approaches in lieu of existing Level Crossing
No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition
under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y
2033-34
(MoRTH)
(618003)",Odisha,"11/2021
(06/2023)","12/2024
(-)","154.49
(154.49)",22.32,45
1389,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari
section of NH 326 in the State of Odisha under Annual Plan 2021.22.
(MoRTH)
(618012)",Odisha,"03/2022
(02/2024)","02/2026
(-)","186.52
(186.52)",42.7,60
1390,"Bhadrak KM 136.500 to Baleshwar KM 199.141
(National Highways Authority of India [NHAI])
(618523)",Odisha,"11/2014
(03/2019)","09/2021
(-)","844.67
(1394.82)",231.31,91
1391,"Balance work of 8 nos. of Elephant Underpasses EUPs, 1 no. of Vehicular Underpass
VUP, 1 nos. of Light Vehicular Underpass LVUP, 1 nos. of Pedestrian Underpass
PUP, 1 nos. of Foot Over Bridge FOB and A2 side approach of Jharpokharia Flyover
at Km.215.270 in Baharagora-Singhara section of NH-49
(National Highways Authority of India [NHAI])
(618592)",Odisha,"09/2023
(11/2024)","05/2026
(-)","320.64
(244.85)",10.72,9
1392,"6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to
km 293000 Package OD-5
(National Highways Authority of India [NHAI])
(618677)",Odisha,"09/2021
(05/2022)","05/2024
(10/2025)","1539.75
(1918.49)",952.03,93
1393,"6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to
km 338500 Package OD-6
(National Highways Authority of India [NHAI])
(618678)",Odisha,"08/2021
(06/2022)","05/2024
(06/2025)","1265.59
(1635.44)",843.65,98
1394,"6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km
365033 Package-OD-8
(National Highways Authority of India [NHAI])
(618680)",Odisha,"12/2021
(10/2022)","10/2024
(08/2025)","1492.74
(1912.84)",972.27,93
1395,"Balance work of Panikoili Rimoli Section of new NH-20 from Km 0.00 to Km. 163.000
(National Highways Authority of India [NHAI])
(618819)",Odisha,"09/2020
(03/2021)","03/2022
(07/2022)","183.03
(200.79)",89.36,99
1396,"Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of
NH-53 Old NH 5A from Km.39.000 to Km.60.00 Package-3
(National Highways Authority of India [NHAI])
(618820)",Odisha,"03/2023
(12/2023)","12/2025
(-)","861.84
(938.55)",344.27,85
1397,"Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of
NH-53 Old NH 5A from Km 18.00 to Km 39.00 in the State of Odisha on HAM mode
Package-2
(National Highways Authority of India [NHAI])
(618821)",Odisha,"03/2023
(12/2023)","12/2025
(-)","920.47
(950.4)",366.33,90
1398,"3L Major Bridge over River Brahmani at Km. 401.250 Duburi - Chandikhole Section of
NH-200 New NH -53
(National Highways Authority of India [NHAI])
(618908)",Odisha,"04/2022
(08/2022)","01/2025
(-)","153.61
(103.68)",61.82,38
1399,"4-L of Rajamunda to Barkote Section of NH-23 from km. 287.200 to km. 337.185
(National Highways Authority of India [NHAI])
(618913)",Odisha,"10/2017
(12/2018)","06/2021
(12/2024)","609.63
(630.97)",114.77,96
1400,"6L of Bhubaneswar - Jagatpur - Chandikhole Section of NH-16
(National Highways Authority of India [NHAI])
(619075)",Odisha,"NA
(12/2011)","06/2014
(-)","639.3
(632.89)",0.26,97
1401,"6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD
Package OD-3
(National Highways Authority of India [NHAI])
(619109)",Odisha,"03/2021
(04/2022)","04/2024
(12/2025)","1101.76
(1374.43)",512.78,98
1402,"Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000
(National Highways Authority of India [NHAI])
(619118)",Odisha,"NA
(03/2017)","08/2019
(10/2024)","2510.04
(2632.91)",31.2,99
1403,"Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the
State of Odisha
(National Highways Authority of India [NHAI])
(619119)",Odisha,"10/2017
(01/2018)","07/2020
(12/2024)","999.32
(1178.31)",16.03,99
