Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
380,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar
(MinistryofPetroleumNaturalGas)
(617304)
(-)",Bihar,"10/2023
(10/2023)","03/2027
(03/2027)","340.15
(340.15)",149.08,42
381,"Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA
(Ministry of Petroleum & Natural Gas)
(701324)
(N16000386)",Bihar,"01/2020
(01/2020)","04/2023
(08/2026)","14810
(16724)",12283.66,90
382,"Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni
Refinery
(MinistryofPetroleumNaturalGas)
(709777)
(N16000453)",Bihar,"01/2022
(01/2022)","04/2025
(10/2026)","389.35
(340)",93.3,56
383,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and
Sheohar districts
(Bharat Petroleum Corporation Limited [BPCL])
(709792)
(N16000524)",Bihar,"12/2022
(12/2022)","03/2030
(03/2030)","3638
(3638)",451.75,31
384,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East
Champaran and Deoria districts
(Bharat Petroleum Corporation Limited [BPCL])
(709793)
(N16000523)",Bihar,"12/2022
(12/2022)","06/2030
(06/2030)","3919
(3919)",494.8,28
385,"City Gas Distribution [CGD] Project in Kondagaon, Bastar, Sukma, Narayanpur,
Bijapur & Dantewada GA
(Ministry of Petroleum & Natural Gas)
(617819)
(-)",Chhattisgarh,"06/2022
(06/2022)","06/2030
(06/2030)","557.04
(557.04)",9.11,2
386,"Redevelopment of Sobhasan Complex
(Oil and Natural Gas Corporation Limited [ONGC])
(400087)
(N16000431)",Gujarat,"08/2021
(08/2021)","03/2027
(03/2027)","885.63
(1347.61)",944.04,85
387,"Redevelopment of Santhal Field [Onshore-Mehsana Asset]
(Oil and Natural Gas Corporation Limited [ONGC])
(400167)
(N16000279)",Gujarat,"02/2017
(02/2017)","03/2026
(03/2026)","1162.56
(1162.56)",1147.49,95
388,"Redevelopment of Linch Field
(Oil and Natural Gas Corporation Limited [ONGC])
(400169)
(N16000428)",Gujarat,"04/2021
(04/2021)","03/2025
(05/2026)","631.03
(860.04)",600.07,89
389,"Petrochemical and Lube Integration Project at Gujarat Refinery
(Ministry of Petroleum & Natural Gas)
(701329)
(N16000409)",Gujarat,"09/2020
(09/2020)","08/2024
(06/2026)","18936
(17825)",13097.87,87
390,"Installation of new Biturox Unit along with allied facilities at Gujarat Refinery
(MinistryofPetroleumNaturalGas)
(709778)
(N16000454)",Gujarat,"01/2022
(01/2022)","08/2025
(09/2026)","328.29
(287)",176.91,79
391,"Commercial Polymer Flooding Project in Bechraji field
(Oil and Natural Gas Corporation Limited [ONGC])
(709838)
(N16000444)",Gujarat,"01/2022
(01/2022)","11/2024
(05/2027)","621.4
(739.02)",168.69,31
392,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira
(Oil and Natural Gas Corporation Limited [ONGC])
(709840)
(N16000477)",Gujarat,"05/2022
(05/2022)","02/2025
(04/2026)","249.43
(249.43)",210.45,96
393,"Old Pipe Line Replacement [OPRP] Group-A
(Oil and Natural Gas Corporation Limited [ONGC])
(709841)
(N16000483)",Gujarat,"07/2021
(07/2021)","07/2025
(03/2026)","173.03
(169.84)",160.38,92
394,"Kalol Redevelopment Project, Ahmedabad Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709842)
(N16000481)",Gujarat,"08/2022
(08/2022)","03/2027
(03/2027)","1487.41
(1487.41)",940,63
395,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal
(Oil and Natural Gas Corporation Limited [ONGC])
(709845)
(N16000514)",Gujarat,"11/2022
(11/2022)","08/2026
(08/2026)","837.34
(837.34)",377.32,63
396,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II,
Faridabad
(Ministry of Petroleum & Natural Gas)
(604853)
(N16000375)",Haryana,"06/2019
(06/2019)","12/2022
(10/2026)","2281.94
(3200)",1846.17,64
397,"Poly Butadiene Rubber plant at Panipat
(Indian Oil Corporation Limited [IOCL])
(611917)
(N16000458)",Haryana,"03/2022
(03/2022)","03/2025
(06/2026)","1459
(2531.44)",1447.65,83
398,"Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section]
from Crude oil to Product
(IOCL)
(619196)
(-)",Haryana,"05/2025
(05/2025)","03/2027
(-)","359
(359)",8.49,24
399,"Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA
(Ministry of Petroleum & Natural Gas)
(701289)
(N16000412)",Haryana,"02/2021
(02/2021)","09/2024
(06/2026)","34627
(36225)",26027.54,92
400,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery
and Petrochemical Complex.
(MinistryofPetroleumNaturalGas)
(709783)
(-)",Haryana,"12/2020
(12/2020)","06/2023
(06/2026)","165.13
(247.69)",169.65,83
401,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua
Districts
(MinistryofPetroleumNaturalGas)
(709773)
(N16000527)","Jammu and
Kashmir","03/2022
(03/2022)","03/2032
(03/2032)","538
(538)",4.29,0
