Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
664,"Koderma-Tilaiya New Line
(East Central Railway [ECR] - I)
(705375)
(220100305)","Multi-States
(Bihar, Jharkhand)","11/2004
(03/2002)","02/2025
(02/2026)","1626
(2486.62)",2176.48,95
665,"Pirpainti - Jasidih [100.52 Km] New BG line
(Eastern Railway [ER] - I)
(705385)
(N22000219)","Multi-States
(Bihar, Jharkhand)","03/2014
(03/2022)","03/2028
(03/2028)","2555
(2555)",1107.03,61
666,"NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra
Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes
(North Eastern Railway [NER])
(611669)
(-)","Multi-States
(Bihar, Uttar
Pradesh)","NA
(06/2023)","03/2027
(03/2028)","380.47
(380.47)",245.6,20
667,"Gorakhpur-Valmikinagar Doubling project
(NER)
(617224)
(-)","Multi-States
(Bihar, Uttar
Pradesh)","08/2023
(03/2024)","12/2027
(-)","1120
(1120)",345.7,26
668,"Chhapra-Ballia Patch Doubling
(North Eastern Railway [NER])
(705562)
(N22000134)","Multi-States
(Bihar, Uttar
Pradesh)","03/2013
(12/2015)","02/2025
(03/2026)","963
(1046)",914.38,95
669,"Katihar Kumedpur & Katihar Mukuria BG Doubling Project
(Northeast Frontier Railway [NFR])
(617245)
(-)","Multi-States
(Bihar, West
Bengal)","08/2022
(08/2022)","08/2026
(02/2027)","942.64
(942.64)",512.59,63
670,"Gondia - Dongargarh 4th line [84 Km]
(South Eastern Central Railway)
(618978)
(-)","Multi-States
(Chhattisgarh,
Maharashtra)","10/2025
(10/2025)","10/2030
(-)","2222.53
(2222.53)",0,0
671,"Rajnandgaon - Nagpur [Kalumna] Third Railway Line [228.30 km]
(South East Central Railway [SECR] - II)
(705617)
(N22000420)","Multi-States
(Chhattisgarh,
Maharashtra)","09/2016
(12/2016)","12/2024
(06/2026)","3545
(3545)",3607.2,96
672,"Sardega -Bhalumuda New Double line [37.24 Km]
(SECR)
(617390)
(-)","Multi-States
(Chhattisgarh,
Odisha)","09/2024
(09/2024)","03/2028
(-)","1281.81
(1281.81)",128.06,3
673,"Jagdalpur-Koraput
(East Coast Railway [ECoR] - II)
(705511)
(N22000376)","Multi-States
(Chhattisgarh,
Odisha)","12/2015
(03/2016)","03/2024
(12/2026)","1547
(1547)",1356.59,93
674,"Jharsuguda-Bilaspur Fourth Railway Line [206 km]
(SECR)
(705616)
(N22000484)","Multi-States
(Chhattisgarh,
Odisha)","09/2016
(09/2016)","10/2024
(03/2026)","2140
(2979)",2233.03,95
675,"Mumbai-Ahmedabad High Speed Rail Project- 508 km
(National High Speed Rail Corporation [NHSRC])
(705728)
(N22000463)","Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","03/2015
(09/2017)","08/2027
(12/2029)","108000
(108000)",87754.89,58
676,"Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl.
Vadodara-Ahmedabad
(PCE/WR)
(705793)
(-)","Multi-States (Delhi,
Gujarat, Madhya
Pradesh,
Maharashtra,
Rajasthan)","09/2019
(09/2019)","03/2024
(03/2026)","6806.44
(8095.12)",9478.55,66
677,"Hospet - Tinaighat - Vasco Rail Doubling Project
(RVNL - II)
(705650)
(N22000297)","Multi-States (Goa,
Karnataka)","03/2010
(07/2012)","03/2027
(12/2027)","5060
(5060)",5289.93,86
678,"Hospet-Hubli-Vasco da Gama Line Electrification Project
(RVNL)
(706950)
(-)","Multi-States (Goa,
Karnataka)","07/2015
(05/2018)","03/2023
(06/2026)","744.49
(1122.62)",1155.29,99
679,"Western Dedicated Freight Corridor
(DFCCIL)
(705237)
(N22000464)","Multi-States
(Gujarat, Haryana,
Maharashtra,
Rajasthan, Uttar
Pradesh)","02/2008
(01/2012)","03/2022
(12/2025)","51101
(124005)",124623,96
680,"New line Dahod-Indore via Sardarpur, Jabuwa and Dhar
(Western Railway [WR] - II)
(705453)
(N22000139)","Multi-States
(Gujarat, Madhya
Pradesh)","06/2012
(06/2012)","02/2027
(02/2027)","456.07
(3516.77)",3976.3,52
681,"Chhota Udaipur - Dhar New Line Project [157 km]
(Western Railway [WR] - II)
(705454)
(N22000138)","Multi-States
(Gujarat, Madhya
Pradesh)","11/2008
(01/2014)","12/2025
(12/2025)","1794
(1794)",1816.87,80
682,"MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION
SYSTEM 500 RKM
(Western Railway)
(611452)
(N22000434)","Multi-States
(Gujarat,
Maharashtra)","09/2019
(03/2023)","12/2025
(12/2026)","311
(311)",263.42,93
683,"Taranga Hill-Abu Road via Ambaji
(North Western Railway [NWR])
(400022)
(N22000592)","Multi-States
(Gujarat,
Rajasthan)","07/2022
(07/2022)","07/2030
(07/2030)","2798
(2798)",2311.66,30
684,"LUNI- SAMDARI- BHILDI DOUBLING
(North Western Railway [NWR])
(616842)
(-)","Multi-States
(Gujarat,
Rajasthan)","02/2024
(02/2024)","07/2027
(-)","3085.59
(3085.59)",629.16,20
685,"Chandigarh-Baddi New Rail Line- 36 km
(Northen Railway [NR])
(705424)
(N22000467)","Multi-States
(Haryana,
Himachal Pradesh)","02/2018
(02/2018)","12/2026
(12/2026)","1540
(1540.13)",577.91,41
686,"Rewari - Kathuwas Doubling Project [27.72 Km]
(North Western Railway [NWR])
(611861)
(N22000606)","Multi-States
(Haryana,
Rajasthan)","02/2023
(12/2022)","06/2027
(06/2027)","352
(352)",302.47,75
