Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1685,"Gosikhurd Project
(Department of water resources-MH - II)
(701386)",Maharashtra,"04/2008
(04/2008)","12/2019
(06/2028)","7196.47
(12770.1)",13966.19,72
1686,"Aruna Medium Irrigation Project
(Department of water resources-MH - II)
(701391)",Maharashtra,"04/2009
(01/2010)","12/2019
(12/2025)","210.45
(1472.14)",1705.83,97
1687,"Lower Pedhi Project
(Department of water resources-MH - II)
(701396)",Maharashtra,"04/2008
(04/2008)","12/2019
(06/2026)","255.97
(1480.7)",1324.98,65
1688,"Nardave Medium Irrigation Project
(Department of water resources-MH - II)
(701398)",Maharashtra,"04/2009
(04/2009)","12/2019
(06/2026)","211.46
(781.85)",626.06,72
1689,"Thoubal Multipurpose Project
(Water Resources Department-MN)
(701400)",Manipur,"04/1997
(04/1997)","12/2019
(03/2026)","1449.44
(1822.24)",1837.91,98
1690,"North Koel Reservoir Project
(Department of Water Resources, River Development & GR)
(701412)","Multi-States
(Bihar, Jharkhand)","08/2017
(01/2021)","03/2021
(03/2026)","1622.27
(2430.76)",172.97,38
1691,"Integrated Anandpur Barrage Project
(Water Resources-OR)
(603945)",Odisha,"04/1997
(01/1998)","12/2019
(06/2026)","567.03
(2990.05)",2755.98,62
1692,"Kanupur Irrigation Project
(Irrigation and CAD-TG)
(701404)",Odisha,"04/2003
(01/2004)","12/2019
(06/2026)","989.43
(2301.28)",2804.16,79
1693,"Relining of Rajasthan feeder and Sirhind Feeder canal
(Department of Water Resources-PB)
(701410)",Punjab,"02/2016
(04/2018)","06/2021
(06/2026)","1441.26
(2462.16)",2148.33,85
1694,"Shahpur Kandi Dam Project
(Department of Water Resources-PB)
(701411)",Punjab,"02/2010
(04/2018)","06/2022
(10/2025)","2285.81
(2715.7)",2184.72,88
1695,"Sri Ram Sagar Project Stage - II
(Irrigation and CAD-TG)
(400102)",Telangana,"04/2005
(04/2005)","12/2019
(03/2026)","736.13
(949.87)",940.7,96
1696,"Indiramma Flood Flow Canal Project
(Irrigation and CAD-TG)
(400103)",Telangana,"04/2005
(01/2006)","12/2019
(12/2026)","1331.3
(5940.09)",4491.08,92
1697,"J. Chokka Rao Devadula Lift Irrigation Scheme
(Irrigation and CAD-TG)
(701405)",Telangana,"04/2006
(04/2006)","12/2019
(12/2025)","8200.71
(14730)",4664.8,87
1698,"Rajiv Bhima Lift Irrigation Scheme
(Irrigation and CAD-TG)
(701406)",Telangana,"04/2007
(01/2008)","12/2019
(03/2026)","1402
(2509.66)",1839.76,100
1699,"Saryu Nahar CADWM Project
(Irrigation & Water Resources-UP)
(400093)",Uttar Pradesh,"04/2017
(04/2017)","12/2019
(03/2026)","1672.7
(1672.7)",22.24,1
1700,"Morna [Gureghar] Irrigation Project
(Department of Water Resources, River Development & GR)
(701395)",Uttar Pradesh,"04/2007
(12/2007)","12/2025
(-)","219.9
(219.9)",115.2,31
1701,"Madhya Ganga canal Phase-II
(Irrigation & Water Resources-UP)
(701408)",Uttar Pradesh,"04/2008
(04/2008)","12/2019
(12/2025)","1060.67
(4417.21)",4575.74,82
1702,"Jamrani Dam Multipurpose Project
(Irrigation-UK)
(613787)",Uttarakhand,"10/2023
(11/2023)","06/2029
(-)","2584.1
(2584.1)",991.09,21
,Total (39),,,,93740.23,140375.93,
