Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
86,"DINESH[MAKARDHOKRA-III] OC
(Western Coalfields Limited [WCL])
(400178)",Maharashtra,"02/2020
(02/2020)","03/2027
(-)","822.88
(822.88)",621.73,35
87,"DHUPTALA OC [SASTI UG TO OC ]
(Western Coalfields Limited [WCL])
(400353)",Maharashtra,"10/2021
(10/2021)","03/2028
(-)","711.01
(711.01)",80.61,17
88,"SAONER UG MINE -1 EXPANSION 1.
(Western Coalfields Limited [WCL])
(615184)",Maharashtra,"01/2022
(01/2022)","03/2028
(-)","228.64
(228.64)",142.4,68
89,"SASTI EXPANSION OPENCAST
(Western Coalfields Limited [WCL])
(615186)",Maharashtra,"08/2020
(08/2020)","03/2026
(-)","319.04
(319.04)",90.31,20
90,"NEW MAJRI UG TO OC 3 MTY COST
(Western Coalfields Limited [WCL])
(615188)",Maharashtra,"05/2019
(09/2022)","03/2027
(-)","402.27
(402.27)",55.44,24
91,"MAKARDHOKRA EXPN OC 4.9 MTY
(Western Coalfields Limited [WCL])
(615189)",Maharashtra,"06/2022
(06/2022)","03/2026
(-)","361.87
(361.87)",70.22,11
92,"SINGHORI DEEP OC MIN 2.0 MTY
(Western Coalfields Limited [WCL])
(615190)",Maharashtra,"05/2022
(05/2022)","03/2029
(-)","335.75
(335.75)",26.98,6
93,"GOKUL EXTENSION OC MINE
(Western Coalfields Limited [WCL])
(615192)",Maharashtra,"04/2021
(04/2021)","03/2026
(-)","309.58
(309.58)",42.75,8
94,"KOLGAON EXPANSION DEEP OC MINE 0.80 MTY
(Western Coalfields Limited [WCL])
(615199)",Maharashtra,"01/2023
(09/2023)","03/2027
(-)","198.71
(198.71)",0.71,2
95,"BALLARPUR NORTH WEST OC MINE
(Western Coalfields Limited [WCL])
(615330)",Maharashtra,"12/2022
(12/2022)","03/2029
(-)","360.81
(360.81)",0.02,4
96,"GADEGAON OC 3 MTY
(Western Coalfields Limited [WCL])
(615331)",Maharashtra,"10/2023
(10/2023)","03/2030
(-)","497.41
(497.41)",0.08,0
97,"GHONSA EXPANSION DEEP OC MINE
(Western Coalfields Limited [WCL])
(615914)",Maharashtra,"03/2021
(03/2021)","03/2029
(-)","184.71
(184.71)",11.48,5
98,"AMLG GAURI PAUNI EXPANSION OC
(Western Coalfields Limited [WCL])
(615916)",Maharashtra,"04/2024
(04/2024)","03/2030
(-)","1225.21
(1225.21)",78.68,1
99,"GAURIDEEP/GAURI CENTRAL OCP 7.
(Western Coalfields Limited [WCL])
(615917)",Maharashtra,"08/2023
(06/2024)","03/2030
(-)","973.07
(973.07)",0.24,0
100,"RPR OF BHANEGAON OC
(Western Coalfields Limited [WCL])
(615918)",Maharashtra,"02/2017
(09/2022)","03/2028
(-)","405.2
(405.2)",12.36,7
101,"N. EXTN. MUNGOLI NIRGUDA D OCP
(Western Coalfields Limited [WCL])
(615919)",Maharashtra,"06/2024
(06/2024)","03/2029
(-)","1024.91
(1024.91)",169.91,0
102,"NILJAI EXPANSION DEEP OCP
(Western Coalfields Limited [WCL])
(615982)",Maharashtra,"08/2016
(11/2018)","03/2024
(03/2026)","319.75
(319.75)",367.6,79
103,"UKNI DEEP OC MINE -COST PLUS
(Western Coalfields Limited [WCL])
(616044)",Maharashtra,"11/2018
(01/2019)","03/2021
(03/2026)","237.06
(237.06)",165.57,87
104,"AMALGAMATED INDER-KAMPTEE DEEP OC
(Western Coalfields Limited [WCL])
(616050)",Maharashtra,"09/2018
(09/2018)","03/2024
(03/2026)","235.9
(235.9)",237.12,98
105,"ADASA UG TO OC MINE
(Western Coalfields Limited [WCL])
(616223)",Maharashtra,"11/2018
(11/2018)","03/2024
(03/2026)","316
(316)",308.84,86
106,"AMAL GONDEGAON GHATROHANA EXPN
(Western Coalfields Limited [WCL])
(616229)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","668.54
(668.54)",1.21,0
107,"WAGHODA UG MINE [1.02 MTY]
(Western Coalfields Limited [WCL])
(617233)",Maharashtra,"01/2024
(01/2025)","03/2030
(-)","379.3
(379.3)",0,0
108,"KOLARPIMPRI EXPANSION OC [2.5 MTY]
(Western Coalfields Limited [WCL])
(617278)",Maharashtra,"06/2024
(02/2025)","03/2030
(-)","630.37
(630.37)",0,0
109,"Master Plan for Jharia and Raniganj Coalfields
(Bharat Coking Coal Limited [BCCL])
(400313)","Multi-States
(Jharkhand, West
Bengal)","08/2009
(08/2009)","08/2019
(12/2028)","2661.73
(2661.73)",789.85,43
110,"BINA KAKRI AMALGAMATION EXPANS
(Northern Coalfields Limited [NCL])
(400369)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","08/2020
(08/2020)","03/2024
(03/2027)","836.42
(836.42)",805.98,89
111,"KHADIA EXPANSION [10 TO 16 MTP
(Northern Coalfields Limited [NCL])
(615183)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","06/2021
(06/2021)","03/2025
(03/2027)","491.67
(491.67)",236.02,46
112,"SUBHADRA OCP
(Mahanadi Coalfields Limited [MCL])
(400165)",Odisha,"05/2021
(05/2021)","04/2032
(-)","1693.81
(1693.81)",1323.54,42
113,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3456.71,55
114,"BALARAM EXPANSION OCP
(Mahanadi Coalfields Limited (MCL))
(400183)",Odisha,"06/2020
(08/2020)","03/2029
(-)","3504.21
(3504.21)",774.52,53
115,"GOPALJI KANIHA OCP [10 TO 30 M
(MCL - CIL)
(400185)",Odisha,"04/2022
(04/2022)","03/2030
(-)","8416.19
(6107.87)",1730.11,17
116,"INTEGRATED LAKHANPUR-BELPAHAR-
(Mahanadi Coalfields Limited [MCL])
(400187)",Odisha,"05/2018
(05/2018)","03/2027
(-)","2434.75
(2434.75)",1814.65,69
