Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Total (23),,,,5625.02,4096.26,
,Ministry of Mines,,,,,,
,Construction,,,,,,
296,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art
Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata
(Central Public Works Department (CPWD))
(617280)",West Bengal,"04/2019
(02/2020)","08/2026
(-)","255.37
(255.37)",93.39,50
,Total (1),,,,255.37,93.39,
,Metals & Mining,,,,,,
297,"Expansion of Malanjkhand Copper Project
(Hindustan Copper Limited [HCL])
(400426)",Madhya Pradesh,"09/2011
(04/2015)","04/2020
(04/2026)","1856.36
(1856.36)",950.94,82
298,"Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity
enhancement of 1.0 Million Tonee Per Annum
(National Aluminium Company Limited [NALCO])
(400141)",Odisha,"04/2017
(04/2017)","12/2022
(09/2025)","4103
(5677.4)",4449.07,80
299,"Pottangi Bauxite Mines Project
(National Aluminium Company Limited [NALCO])
(400299)",Odisha,"05/2018
(05/2018)","03/2025
(05/2026)","1381
(1960.77)",650.04,51
300,"CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE
TRAIN OF HRDS AND DCWS IN STREAMS 1 AND
(Ministry of Mines)
(709830)",Odisha,"NA
(04/2017)","11/2026
(-)","355
(581)",163.55,12
301,"SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA
REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES
(National Aluminium Company Limited [NALCO])
(709831)",Odisha,"11/2017
(11/2019)","05/2025
(06/2026)","483
(483)",417.31,91
302,"25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU
(National Aluminium Company Limited [NALCO])
(709832)",Tamil Nadu,"09/2017
(12/2017)","03/2025
(03/2026)","166
(166)",135,66
,Total (6),,,,8344.36,6765.91,
,Department of Higher Education,,,,,,
,Education,,,,,,
303,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)",Andhra Pradesh,"09/2019
(12/2023)","06/2027
(-)","305
(305)",51.33,38
304,"Construction of Permanent Campus of National Institute of Technology Arunachal
Pradesh
(National Institute of Technology, Arunachal Pradesh)
(612898)",Arunachal Pradesh,"09/2009
(03/2013)","08/2026
(08/2024)","592.61
(592.61)",550.61,80
305,"Tezpur University Projects
(Tezpur University)
(606112)",Assam,"05/2019
(06/2021)","11/2023
(12/2025)","153.71
(153.71)",125.03,97
306,"Additional Campus of NITPatna
(NIT Patna)
(606013)",Bihar,"07/2022
(08/2022)","07/2024
(01/2026)","499.21
(499.21)",445.97,97
307,"Phase B of Construction of Permanent Campus of IIT Bhilai
(Indian Institute of Technology, Bhilai)
(617877)",Chhattisgarh,"05/2025
(01/2026)","10/2028
(-)","1188.97
(1188.97)",0,0
308,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors
Residence and External Development works at National Institute of Technology, Delhi
Campus on Engineering, Procurement and Construction basis
(National Institute of Technology Delhi)
(612851)",Delhi,"09/2009
(11/2022)","09/2025
(01/2026)","333.49
(336.42)",297.65,97
309,"Delhi University Eastern Campus at Surajmal Vihar
(Delhi University)
(616886)",Delhi,"09/2024
(03/2025)","10/2026
(-)","373
(373)",27.63,10
310,"Construction of permanent campus of Central University of Gujarat at Village
kundhela, Dist. Vadodara, Gujarat.
(Central University of Gujarat)
(612916)",Gujarat,"12/2020
(02/2021)","03/2025
(03/2026)","490.63
(490.63)",316.05,83
311,"Establishment of Permanent campus Phase 1 of IIM Sirmaur
(Indian Institute of Management, Sirmaur)
(602099)",Himachal Pradesh,"09/2018
(08/2020)","10/2023
(02/2026)","392.51
(454.78)",328.83,95
312,"Hostel blocks & dining hall block
(Indian Institute of Technology, Mandi)
(612128)",Himachal Pradesh,"03/2023
(03/2024)","03/2026
(03/2026)","166.66
(166.66)",102.52,76
313,"Construction of Permanent Campus of Central University of Himachal Pradesh at
Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC
Mode 1] Basis.
(Central University, Himachal Pradesh)
(612894)",Himachal Pradesh,"03/2021
(08/2022)","11/2024
(03/2026)","251.98
(300.45)",221.2,82
314,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,
Jammu, J&K
(Indian Institute of Management, Jammu)
(602098)","Jammu and
Kashmir","03/2019
(10/2020)","06/2023
(11/2025)","424.93
(500.91)",484.52,96
315,"CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE
1A
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(606431)",Kerala,"07/2017
(03/2020)","06/2022
(06/2026)","1006.45
(1217.4)",663.4,79
316,"Phase B of Construction of Permanent Campus of IIT Palakkad
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(617878)",Kerala,"05/2025
(01/2026)","10/2028
(-)","1527
(1527)",9.8,0
317,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy
& Sophisticated lab complex, Academic POD and Infrastructure for center of
excellence]
(Indian Institute of Technology, Indore)
(611957)",Madhya Pradesh,"12/2023
(04/2024)","02/2027
(-)","496.28
(496.28)",56.35,37
