Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
703,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)
(-) (-)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",237.83,67
704,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)
(-) (-)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",117.97,92
705,"Rourkela-Bondamunda A-Cabin 5th line [9.6 km]
(CAO/C/SER)
(615915)
(-) (-)",Odisha,"09/2022
(12/2023)","03/2026
(11/2026)","244.99
(244.99)",146.07,45
706,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)
(-) (-)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",7.14,0
707,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)
(-) (-)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",2.35,0
708,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)
(-) (-)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",37.26,5.5
709,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)
(-) (-)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",2.47,10.5
710,"Naupada-Gunupur - New line upto Theruvali [73.62 km]
(Indian Railway)
(616839)
(-) (-)",Odisha,"08/2024
(04/2026)","12/2029
(-)","1165.89
(1165.89)",0,0
711,"New Line between Junagarh - Nabarangpur [116.21 Km]
(Indian Railway)
(618995)
(-) (-)",Odisha,"08/2024
(08/2025)","08/2030
(-)","2864.51
(2864.51)",1.06,0
712,"Khurda-Bolangir New Broad Gauge Rail Link [301km]
(East Coast Railway [ECoR] - II)
(705358)
(-) (-)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792
(5089)",5789.53,92.5
713,"Talcher-Bimlagarh New Railway Line
(East Coast Railway [ECoR] - II)
(705359)
(-) (-)",Odisha,"03/2004
(12/2004)","03/2025
(03/2029)","1928
(1928)",2127.3,57
714,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)
(-) (-)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1379.6,95.8
715,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)
(-) (-)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",2007.83,67.67
716,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)
(-) (-)",Odisha,"11/2015
(12/2015)","11/2018
(03/2028)","1000
(810.02)",478.83,59
717,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)
(-) (-)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",2138.09,90
718,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)
(-) (-)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",15.91,2.13
719,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)
(-) (-)",Odisha,"09/2018
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
720,"GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms
(East Coast Railway [ECoR] - II)
(709811)
(-) (-)",Odisha,"09/2022
(05/2025)","09/2027
(09/2027)","190
(189.93)",3.4,5
721,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]
(East Central Railway [ECR] - I)
(705362)
(-) (-)",Offshore,"08/2015
(03/2011)","03/2022
(03/2026)","819
(819)",580.51,75
722,"North Region Video Surveillance Project
(RCIL)
(705298)
(-) (-)",PAN India,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,48
723,"Ludhiana Mullanpur 21Km Doubling Railway project
(CAO/C/NR)
(607653)
(-) (-)",Punjab,"NA
(10/2022)","06/2024
(02/2027)","234.78
(234.78)",61.39,99
724,"Ludhiana- Killa Raipur Railway Doubling Project
(Railway)
(705783)
(-) (-)",Punjab,"03/2019
(12/2022)","03/2025
(02/2027)","237.64
(238)",137.05,57
