Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
765,"Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project
(CAO/C/NCR)
(705774)",Uttar Pradesh,"04/2019
(09/2020)","01/2025
(03/2027)","758
(779.49)",453.66,73
766,"Bhandai - Flyover for Etawah bound down train- 10 Km
(North Central Railway (NCR) - II)
(705777)",Uttar Pradesh,"07/2020
(04/2021)","02/2026
(02/2027)","250.18
(250.18)",115.69,8
767,"Bhatni-Aurnihar with electrification excluding Indara-Mau
(RVNL - I)
(705780)",Uttar Pradesh,"03/2018
(03/2017)","12/2024
(03/2026)","2529
(2529.46)",2080.46,94
768,"Barabanki-Malhaur 3rd & 4th Railway Line Project
(Ministry of Railways)
(705782)",Uttar Pradesh,"01/2019
(04/2017)","03/2025
(08/2026)","407
(407)",381,77
769,"Allahabad division - Aligarh - Harduaganj Flyover
(North Central Railway)
(705918)",Uttar Pradesh,"04/2020
(02/2021)","10/2026
(03/2027)","1457
(1457)",400.19,34
770,"Rishikesh-Karnaprayag New Rail Line- 125 km
(RVNL - II)
(705429)",Uttarakhand,"11/2016
(08/2018)","12/2025
(12/2028)","38953
(38953)",27545.81,72
771,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line
And Naihati-Ranaghat 3rd Line.
(Eastern Railway [ER] - I)
(400247)",West Bengal,"07/2015
(11/2005)","02/2027
(02/2027)","1000
(1000)",1057.36,69
772,"Tarakeshwar-Bishnupur New Line [82.47 km]
(Eastern Railway [ER] - I)
(400273)",West Bengal,"03/2001
(02/2008)","03/2019
(02/2026)","1189
(1542)",1349.63,93
773,"Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway
(RVNL - II)
(400277)",West Bengal,"03/2010
(10/2011)","12/2025
(03/2026)","8964
(8964)",8482.33,85
774,"Construction of Balurghat-Hilli new BG Line
(Northeast Frontier Railway [NFR])
(612096)",West Bengal,"12/2010
(12/2010)","03/2027
(03/2027)","1209
(1181.57)",418.64,14
775,"SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair
Car maintenance cum workshop depot.
(South Eastern Railway - JH)
(617345)",West Bengal,"03/2024
(12/2024)","10/2026
(-)","226.87
(226.87)",33.94,40
776,"Joka-BBD Bag new metro project
(RVNL - II)
(705730)",West Bengal,"03/2010
(04/2010)","12/2026
(12/2029)","4835
(10362)",4799.48,51
777,"Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km]
(Metro Railway, Kolkata)
(706776)",West Bengal,"11/2010
(03/2010)","08/2026
(03/2029)","4830
(4830)",2764.13,32
778,"Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway
(RVNL - II)
(706777)",West Bengal,"03/2010
(03/2010)","12/2026
(12/2030)","2298
(2734)",393.02,17
,Total (249),,,,694031.39,698710.05,
,Ministry of Road Transport & Highways,,,,,,
,Roads & Highways,,,,,,
