Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
173,"Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A
wholly owned subsidiary of NHPC Ltd. acquired through NCLT
(National Hydroelectric Power Corporation Limited [NHPC])
(605156)
(-) (-)",Sikkim,"03/2021
(08/2021)","05/2024
(11/2026)","938.29
(1828.11)",1691.2,97.34
174,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]
(National Thermal Power Corporation [NTPC])
(619341)
(-) (-)",Telangana,"03/2026
(03/2026)","01/2032
(-)","29344.85
(29344.8)",729.63,0.78
175,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]
(National Thermal Power Corporation [NTPC])
(612142)
(-) (-)",Uttar Pradesh,"03/2024
(03/2024)","02/2030
(04/2030)","17195
(17195)",3646.01,23.8
176,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)
(-) (-)",Uttarakhand,"11/2006
(11/2006)","03/2013
(04/2029)","2978
(10907.3)",7766.24,75.81
177,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)
(-) (-)",Uttarakhand,"08/2008
(01/2014)","12/2022
(06/2028)","3860.35
(6405.08)",5700.11,81
178,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)
(-) (-)",West Bengal,"01/2023
(02/2025)","06/2029
(-)","17673
(17673)",2120.39,11.5
179,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)
(-) (-)",West Bengal,"09/2014
(09/2014)","09/2019
(03/2029)","1381.84
(2865.56)",1617.53,57.1
180,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)
(-) (-)",West Bengal,"06/2019
(02/2021)","01/2024
(05/2026)","1037
(1106)",1138.42,97
,Total (32),,,,314074.05,136477.31,
,Transmission & Distribution,,,,,,
181,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)
(-) (-)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",739.68,41.68
182,"North Eastern Region Expansion Scheme-XXIII [NERES-XXIII]
(Power Grid Corporation of India Limited [POWERGRID])
(617375)
(-) (-)",Arunachal Pradesh,"08/2025
(08/2025)","02/2028
(-)","209.38
(209.38)",3.14,1.56
183,"Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under
phase-III Part-D Phase-II
(Power Grid Corporation of India Limited [POWERGRID])
(615336)
(-) (-)",Delhi,"11/2023
(10/2024)","02/2026
(12/2026)","284
(284)",78.5,33.63
184,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)
(-) (-)",Gujarat,"12/2023
(12/2023)","12/2025
(12/2026)","4231
(4231)",3175.78,70.87
185,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)
(-) (-)",Gujarat,"05/2024
(05/2024)","05/2026
(06/2026)","697
(697)",573.07,82
186,"Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name
POWERGRID Jam Khambhaliya Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615342)
(-) (-)",Gujarat,"10/2024
(10/2024)","07/2026
(04/2027)","329
(329)",51.98,18
187,"Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and
Khavda Pooling station 3 [KPS3]
(Power Grid Corporation of India Limited [POWERGRID])
(615343)
(-) (-)",Gujarat,"11/2024
(11/2024)","11/2026
(-)","501
(501)",25.05,8.67
188,"Transmission System for Evacuation of Power from Potential Renewable Energy Zone
in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID
South Olpad Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615345)
(-) (-)",Gujarat,"10/2024
(10/2024)","10/2026
(10/2027)","4766
(4766)",2111.34,36.57
189,"Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V
Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617069)
(-) (-)",Gujarat,"02/2025
(02/2025)","02/2027
(-)","466
(466)",143.48,37
190,"Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha
Transco Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617182)
(-) (-)",Gujarat,"03/2025
(03/2025)","03/2027
(-)","172
(172)",58.48,39
191,"Augmentation of Transformation Capacity at Bhuj-II PS [GIS]
(Power Grid Corporation of India Limited [POWERGRID])
(617391)
(-) (-)",Gujarat,"02/2025
(02/2025)","11/2026
(06/2027)","488.29
(488.29)",9.76,4.5
