Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
221,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL
RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V
[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615347)","Multi-States
(Gujarat,
Maharashtra)","11/2024
(11/2024)","05/2029
(-)","24819
(24819)",1985.98,3
222,"Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-
3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission
Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615339)","Multi-States
(Haryana, Punjab,
Rajasthan)","11/2024
(11/2024)","11/2026
(03/2027)","5969
(5969)",698.04,11
223,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN
REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name
POWERGRID Siwani Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615340)","Multi-States
(Haryana,
Rajasthan)","11/2024
(11/2024)","11/2026
(03/2027)","5357
(5357)",666.56,17
224,"Inter-Regional Strengthening between SR Grid and WR Grid
(Power Grid Corporation of India Limited [POWERGRID])
(617808)","Multi-States
(Karnataka,
Maharashtra)","10/2025
(10/2025)","10/2027
(-)","1007
(1007)",0.1,0
225,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar
Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612138)","Multi-States
(Karnataka,
Telangana)","02/2024
(02/2024)","02/2026
(06/2026)","2147.62
(2147.62)",1505.69,71
226,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar
Mandsaur Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615333)","Multi-States
(Madhya Pradesh,
Rajasthan)","08/2024
(08/2024)","08/2026
(-)","2227
(2227)",801.72,25
227,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615334)","Multi-States
(Madhya Pradesh,
Rajasthan)","08/2024
(08/2024)","08/2026
(03/2027)","3251
(3251)",1137.85,28
228,"Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617186)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2025
(03/2025)","03/2027
(-)","5028
(5028)",319.73,5
229,"Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1]
[Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612133)","Multi-States
(Rajasthan, Uttar
Pradesh)","12/2023
(12/2023)","12/2025
(06/2026)","2056
(2056)",1603.68,64
230,"Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5
GW] Part A [SPV name POWERGRID Ghiror Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616670)","Multi-States
(Rajasthan, Uttar
Pradesh)","12/2024
(12/2024)","12/2026
(03/2027)","5846
(5846)",566.68,11
231,"Transmission system strengthening scheme for evacuation of power from solar energy
zones in Rajasthan[8.1 GW] under phase-II- Part E
(Power Grid Corporation of India Limited [POWERGRID])
(611659)",Rajasthan,"03/2023
(03/2023)","09/2024
(12/2025)","1433.28
(1433)",1418.67,98
