Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
385,"Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA
(Ministry of Petroleum & Natural Gas)
(701289)
(N16000412) (3038)",Haryana,"02/2021
(02/2021)","09/2024
(12/2026)","34627
(36225)",27014.44,93.6
386,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery
and Petrochemical Complex.
(MinistryofPetroleumNaturalGas)
(709783)
(-) (-)",Haryana,"12/2020
(12/2020)","06/2023
(06/2026)","165.13
(247.69)",178.19,88.2
387,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua
Districts
(MinistryofPetroleumNaturalGas)
(709773)
(N16000527) (-)","Jammu and
Kashmir","03/2022
(03/2022)","09/2034
(09/2034)","538
(538)",4.3,0.6
388,"Development of Jharia CBM Block [Phase-1]
(Oil and Natural Gas Corporation Limited [ONGC])
(610984)
(N16000445) (4893)",Jharkhand,"11/2019
(11/2019)","01/2024
(07/2026)","431
(431)",261.97,65.9
389,"Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL]
(MinistryofPetroleumNaturalGas)
(709785)
(N16000480) (-)",Jharkhand,"02/2023
(02/2023)","02/2026
(03/2027)","202.07
(202.07)",64.83,57.8
390,"Power System Upgradation Project
(Mangalore Refinary and Petrochemicals Limited)
(612790)
(N16000509) (-)",Karnataka,"10/2023
(10/2023)","11/2025
(09/2026)","385
(385)",260.92,85.9
391,"Demo Bio-ATF Project
(Ministry of Petroleum & Natural Gas)
(616879)
(N16000536) (-)",Karnataka,"03/2024
(03/2024)","01/2027
(01/2027)","364
(364)",78.3,47.9
392,"Revamping/ Augmentation of facilities at existing port terminal at Mangalore
(Ministry of Petroleum & Natural Gas)
(709774)
(N16000437) (-)",Karnataka,"01/2022
(01/2022)","12/2025
(06/2027)","463
(500.62)",318.32,84.4
393,"Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of
Palakkad TOP
(Ministry of Petroleum & Natural Gas)
(617838)
(-) (10010)",Kerala,"09/2024
(09/2024)","08/2028
(08/2028)","1130
(1130)",284.58,41
394,"Setting up Polypropylene Unit at Kochi Refinery
(MinistryofPetroleumNaturalGas)
(709799)
(N16000530) (-)",Kerala,"12/2023
(12/2023)","10/2027
(10/2027)","4460
(4850)",844.85,36.2
395,"C2/C3 Vijaipur Pata Pipeline
(Ministry of Petroleum & Natural Gas)
(617830)
(-) (10000)",Madhya Pradesh,"05/2024
(05/2024)","01/2027
(01/2027)","1792
(1792)",488,68.2
396,"Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants
and expansion of Refinery
(MinistryofPetroleumNaturalGas)
(709798)
(N16000518) (11306)",Madhya Pradesh,"05/2023
(05/2023)","05/2028
(05/2028)","43367
(43367)",5115.7,27.9
397,"500 KTA PDHPP Project, Usar
(Ministry of Petroleum & Natural Gas)
(400168)
(N16000430) (3026)",Maharashtra,"04/2021
(04/2021)","04/2025
(06/2027)","8797
(11256)",8113.66,91.1
398,"Lube Modernization & Bottom Upgradation Project at Mumbai Refinery
(Ministry of Petroleum and Natural Gas)
(616933)
(N16000540) (-)",Maharashtra,"12/2024
(12/2024)","03/2028
(03/2028)","4679
(4679)",276.93,11.3
399,"Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at
Mumbai Refinery
(Ministry of Petroleum & Natural Gas)
(619223)
(-) (11911)",Maharashtra,"05/2025
(05/2025)","09/2029
(09/2029)","13626
(13626)",63.9,5.3
400,"Augmentation of DUPL-DPPL Pipeline
(Ministry of Petroleum & Natural Gas)
(619224)
(-) (11913)",Maharashtra,"06/2025
(06/2025)","03/2028
(03/2028)","844
(844)",0.61,6.7
401,"Installation of Compression facility at GAIL Usar
(Ministry of Petroleum & Natural Gas)
(619225)
(-) (-)",Maharashtra,"04/2025
(04/2025)","04/2027
(04/2027)","260.2
(260.2)",0,0
402,"ONGC-BP Redevelopment Phase-1 Scheme of Mumbai High Field
(Ministry of Petroleum & Natural Gas)
(619328)
(-) (12528)",Maharashtra,"11/2025
(11/2025)","03/2027
(03/2027)","3713.4
(3908)",1557.5,53.2
403,"HP TDAE Unit in Mumbai Refinery
(Hindustan Petroleum Corporation Limited)
(709760)
(N16000534) (-)",Maharashtra,"06/2024
(06/2024)","04/2026
(06/2026)","240
(240)",152.75,92
404,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts
(MinistryofPetroleumNaturalGas)
(709771)
(N16000487) (-)",Maharashtra,"03/2022
(03/2022)","09/2031
(09/2031)","865
(865)",81.42,3.4
405,"Construction of Additional Tankages and Allied Facilities at JNPT Terminal
(MinistryofPetroleumNaturalGas)
(709780)
(N16000504) (-)",Maharashtra,"04/2022
(04/2022)","08/2026
(08/2026)","341.43
(436.14)",304.75,71.7
406,"ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport
(Indian Oil Corporation Limited [IOCL])
(709782)
(N16000456) (-)",Maharashtra,"08/2022
(08/2022)","08/2025
(06/2026)","165
(165)",102.79,98.8
