Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
117,"BHUBANESWARI EXPN OCP 50 MTY
(MCL - CIL)
(616231)",Odisha,"03/2024
(03/2024)","03/2033
(-)","5366.27
(5366.27)",468.15,29
118,"HINGULA II OC EXPN PH III 15 M
(MCL - CIL)
(616232)",Odisha,"11/2022
(11/2022)","03/2029
(-)","1561.85
(1561.85)",272.99,24
119,"BALABHADRA OCP
(MCL - CIL)
(616233)",Odisha,"04/2023
(04/2023)","03/2030
(-)","978.44
(978.44)",212.94,12
120,"Jawahar Khani Open Cast Mine
(Singareni Collieries Company Limited [SCCL])
(615818)",Telangana,"12/2021
(12/2021)","03/2025
(03/2027)","297.88
(297.88)",46.95,20
121,"Kalyanikhani Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615858)",Telangana,"03/2016
(05/2017)","03/2026
(-)","384.32
(384.32)",284.06,75
122,"Kakathiya Khani Opencast - III Project Phase - I
(Singareni Collieries Company Limited [SCCL])
(615859)",Telangana,"03/2017
(05/2017)","03/2026
(-)","413.84
(413.84)",397.55,79
123,"Godavarikhani Coal Mine - 5
(Singareni Collieries Company Limited [SCCL])
(615860)",Telangana,"07/2019
(05/2019)","03/2025
(03/2026)","607.04
(607.04)",191.78,71
124,"Indaram Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615861)",Telangana,"08/2017
(12/2022)","03/2025
(03/2026)","424.81
(424.81)",405,80
125,"Goleti Opencast Mine
(Singareni Collieries Company Limited [SCCL])
(615862)",Telangana,"07/2021
(08/2021)","03/2026
(-)","345.6
(345.6)",76.19,21
126,"Venkatesh Khani Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615863)",Telangana,"10/2020
(06/2020)","03/2026
(-)","484.5
(484.5)",477.14,97
127,"Ramagundam OC-II Extension Project
(Singareni Collieries Company Limited [SCCL])
(615864)",Telangana,"11/2015
(06/2015)","03/2026
(-)","489.62
(489.62)",405.54,77
128,"Kakatiyakhani OC - 2 Project
(Singareni Collieries Company Limited [SCCL])
(615865)",Telangana,"08/2017
(09/2017)","03/2025
(03/2026)","442.42
(442.42)",230.28,63
129,"MOHANPUR EXPANSION OC -PHASE I
(Eastern Coal Fields Limited [ECL])
(400173)",West Bengal,"11/2020
(11/2020)","03/2026
(03/2030)","888.99
(888.99)",117.17,30
130,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",82.77,16
131,"NAKRAKONDA KUMARDIH- B OCP
(Eastern Coal Fields Limited [ECL])
(400181)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",71.34,26
132,"SIDULI [OC & UG]
(ECL - CIL)
(400182)",West Bengal,"05/2018
(05/2018)","03/2027
(03/2030)","535.18
(535.17)",5.28,14
133,"TILABONI UG
(Eastern Coal Fields Limited [ECL])
(400186)",West Bengal,"01/2023
(01/2023)","03/2029
(-)","749.08
(749.07)",52.86,10
134,"JHANJRA EXPANSION UG
(Eastern Coal Fields Limited [ECL])
(400312)",West Bengal,"04/2020
(04/2020)","03/2029
(-)","1210.12
(1210.12)",542.09,44
