Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
147,"50 MW Solar PP Minedout Area
(NLC India Limited [NLCIL])
(615327)",Tamil Nadu,"NA
(02/2024)","03/2025
(09/2025)","218.03
(218.03)",161.73,50
148,"Ghatampur Thermal Power Plant 3 X 660 MW
(NLC India Limited [NLCIL])
(400259)",Uttar Pradesh,"NA
(08/2016)","11/2020
(10/2025)","17237.8
(21780.9)",20269.54,92
,Total (5),,,,46865.63,23562.43,
,Railways,,,,,,
149,"Dharamjaigarh-Korba
(Railway)
(400203)",Chhattisgarh,"05/2018
(03/2017)","12/2026
(08/2026)","1686.22
(1686.22)",347.96,41
150,"Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia
line]
(Ministry of Coal)
(400416)",Jharkhand,"02/2018
(05/2022)","06/2025
(-)","1799.64
(1799.64)",1293.71,60
,Total (2),,,,3485.86,1641.67,
,Ministry of Power,,,,,,
,Coal,,,,,,
151,"Tubed Coal Mine
(Damodar Valley Corporation)
(400192)",Jharkhand,"NA
(10/2016)","05/2026
(05/2026)","1581
(1581)",596.94,34
152,"Badam Coal Mining project of NTPC
(National Thermal Power Corporation [NTPC])
(603293)",Jharkhand,"02/2019
(09/2019)","12/2056
(04/2027)","502
(784)",313.88,59
,Total (2),,,,2083,910.82,
,Electricity Generation,,,,,,
153,"Dibang Multipurpose Project
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(602182)",Arunachal Pradesh,"02/2023
(02/2023)","02/2032
(02/2032)","31876.39
(31876.4)",3553.9,16
154,"240MW Heo HE Project
(North Eastern Electric Power Corporation Limited)
(611698)",Arunachal Pradesh,"12/2024
(05/2025)","07/2029
(-)","1938.85
(1938.85)",49.31,3
155,"186 MW Tato-I H E Project
(North Eastern Electric Power Corporation Limited)
(611699)",Arunachal Pradesh,"12/2024
(05/2025)","07/2029
(-)","1750.07
(1750.07)",102.79,2
156,"Buxar Thermal Power Project [1320 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602579)",Bihar,"03/2019
(06/2019)","01/2024
(12/2025)","10439.09
(13756.6)",12148.46,92
157,"Lara Super Thermal Power Project Stage-II [2 x 800 MW]
(National Thermal Power Corporation [NTPC])
(611930)",Chhattisgarh,"08/2023
(08/2023)","06/2028
(-)","15530
(15530)",2480,16
158,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]
(National Thermal Power Corporation [NTPC])
(617188)",Chhattisgarh,"09/2024
(09/2024)","09/2029
(-)","9791
(9791)",0,0
159,"Bagodara Solar Power Project
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(709747)",Gujarat,"03/2021
(05/2021)","12/2025
(12/2025)","339.35
(339.35)",317.59,51
160,"Dhaulasidh Hydro Electric Project [66 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602582)",Himachal Pradesh,"10/2020
(05/2021)","11/2025
(03/2027)","687.97
(1511.87)",927.3,68
161,"Luhri Stage-I Hydro Electric Project [210 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602593)",Himachal Pradesh,"11/2020
(11/2020)","01/2026
(10/2029)","1810.56
(3584.53)",1751.6,51
162,"382 MW Sunni Dam HEP
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602633)",Himachal Pradesh,"NA
(04/2018)","03/2027
(-)","2615
(2615)",495.57,0.5
163,"Sunni Dam Hydro Electric Project [382 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(611586)",Himachal Pradesh,"01/2023
(01/2023)","04/2028
(12/2029)","2614.51
(4540.71)",962.66,29
164,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(602525)","Jammu and
Kashmir","10/2014
(02/2018)","04/2020
(12/2026)","8112.12
(12728)",7238.73,72
165,"Kiru HE Project
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(602532)","Jammu and
Kashmir","03/2019
(03/2019)","09/2023
(12/2026)","4287.59
(5409)",3157.49,68
166,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(602535)","Jammu and
Kashmir","02/2021
(02/2021)","02/2026
(08/2029)","5281.94
(5281.94)",1009.79,24
167,"Kwar HE Project
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(605155)","Jammu and
Kashmir","05/2022
(05/2022)","11/2026
(03/2028)","4526.12
(4526.12)",1119.59,23
168,"Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW]
(National Thermal Power Corporation [NTPC])
(400261)",Jharkhand,"11/2017
(11/2017)","03/2023
(11/2026)","17112
(20302)",17475,85
169,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand
(Damodar Valley Corporation)
(611509)",Jharkhand,"NA
(11/2024)","03/2029
(-)","14358
(14358)",1131.57,3
