Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
428,"Bathinda Sangrur Pipeline
(Ministry of Petroleum and Natural Gas)
(612998)",Punjab,"NA
(11/2021)","05/2024
(09/2025)","367
(397)",346.18,93
429,"City Gas Distribution Project at Pathankot District
(MinistryofPetroleumNaturalGas)
(709770)",Punjab,"NA
(03/2022)","09/2033
(09/2033)","151
(151)",8.73,2
430,"CBR 9 MMTPA Project
(Chennai Petroleum Corporation Limited [CPCL])
(604795)",Tamil Nadu,"NA
(09/2021)","06/2025
(10/2028)","31580
(36354)",1342.27,10
431,"Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline
between CPCL Manali Refinery and CPCL Desalination plant at Ennore
(Chennai Petroleum Corporation Limited [CPCL])
(709750)",Tamil Nadu,"NA
(01/2024)","09/2025
(12/2025)","205
(205)",38.14,42
432,"City Gas Distribution Projects at the Nilgiris and Erode districts
(Bharat Petroleum Corporation Limited [BPCL])
(709796)",Tamil Nadu,"NA
(12/2022)","03/2030
(03/2030)","3685
(3685)",226.87,17
433,"Creation of Gas Dehydration Facilities, Tripura Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709837)",Tripura,"NA
(03/2022)","05/2024
(12/2025)","209.33
(131.51)",68.88,62
434,"PP Project, Pata
(Gas Authority of India Limited [GAIL])
(400161)",Uttar Pradesh,"NA
(03/2019)","01/2024
(09/2025)","910.56
(1299.02)",1019,97
435,"Revamping / Augmentation of Facilities at Mathura Bitumen Plant
(MinistryofPetroleumNaturalGas)
(709781)",Uttar Pradesh,"NA
(04/2022)","06/2027
(12/2026)","260.12
(260.12)",1.11,26
436,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,
Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts
(Bharat Petroleum Corporation Limited [BPCL])
(709795)",Uttar Pradesh,"NA
(12/2022)","06/2030
(06/2030)","16654
(16654)",558.33,11
437,"Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]
(Ministry of Petroleum & Natural Gas)
(617302)",West Bengal,"NA
(03/2017)","12/2020
(12/2025)","1740
(2493.15)",2239.7,90
438,"Haldia Panagarh Pipeline Project
(Hindustan Petroleum Corporation Limited)
(709753)",West Bengal,"NA
(11/2022)","11/2025
(11/2025)","1010
(1010)",645.07,82
439,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03
(Hindustan Petroleum Corporation Limited)
(709758)",West Bengal,"NA
(06/2022)","06/2030
(06/2030)","2628
(2628)",335.96,27
440,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts
(MinistryofPetroleumNaturalGas)
(709772)",West Bengal,"NA
(03/2022)","06/2031
(06/2031)","609
(609)",56.35,2
441,"City Gas Distribution Projects at Alipurduar and Cooch Behar
(Bharat Petroleum Corporation Limited [BPCL])
(709791)",West Bengal,"NA
(12/2022)","03/2030
(03/2030)","1017
(1017)",184.13,39
,Total (90),,,,351248.78,184032.26,
,Ministry of Health & Family Welfare,,,,,,
,Healthcare,,,,,,
442,"AIIMS Majra Rewari Haryana
(Ministry of Health & Family Welfare)
(701173)",Haryana,"NA
(02/2019)","02/2023
(12/2026)","1299
(1299)",349.41,28
443,"AIIMS Kashmir at Awantipora Jammu & Kashmir
(Central Public Works Department [CPWD])
(701167)","Jammu and
Kashmir","01/2019
(01/2019)","01/2025
(12/2025)","1828
(1828)",1531.86,66
444,"AIIMS Bibinagar
(Ministry of Health & Family Welfare)
(701171)",Telangana,"12/2018
(12/2018)","09/2022
(12/2025)","1028
(1365.95)",812.95,84
,Total (3),,,,4155,2694.22,
,"Ministry of Ports, Shipping and Waterways",,,,,,
,Healthcare,,,,,,
445,"Establishment of 600 bed super specialty hospital with optional development of
Medical college and further expansion on PPP basis.
(Mumbai Port Trust [MPT])
(708662)",Maharashtra,"08/2019
(01/2022)","06/2026
(12/2027)","693
(693)",58,0
,Total (1),,,,693,58,
,Inland Waterways,,,,,,
446,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis
Under PPP Mode
(Deendayal Port Trust [DPT])
(609424)",Gujarat,"NA
(12/2023)","12/2026
(-)","4243.64
(4243.64)",366.2,10
447,"Jal Marg Vikas Project
(Inland Waterways Authority of India [IWAI])
(701565)","Multi-States
(Bihar, Jharkhand,
Uttar Pradesh,
West Bengal)","01/2018
(02/2018)","12/2023
(12/2025)","5369.18
(5061.15)",3510.72,71
,Total (2),,,,9612.82,3876.92,
,Shipping,,,,,,
448,"Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai
(Mumbai Port Trust [MPT])
(701586)",Maharashtra,"NA
(04/2021)","11/2026
(11/2026)","900
(900)",65,0
449,"Operationalization of Coastal Berth & Shallow Water Berth through PPP
(Jawaharlal Nehru Port Authority [JNPA])
(708655)",Maharashtra,"NA
(07/2021)","01/2026
(-)","366.8
(366.8)",376.86,25
450,"Deepening and Optimization of Inner Harbour facilities including development of
Western Dock on BOT basis to handle Cape size vessels
(Paradip Port Trust [PPT])
(701574)",Odisha,"05/2022
(01/2023)","12/2027
(10/2028)","3004.63
(3004.63)",1149.79,40
451,"Berth No. 2 [previously Berth 3] of HDC Mechanization Project
(Haldia Dock Complex, Syama Prasad Mookerjee Port Authority)
(701576)",West Bengal,"NA
(03/2023)","09/2025
(01/2026)","298.26
(298.26)",420,91
