Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
739,"Tarakeshwar-Bishnupur New Line [82.47 km]
(Eastern Railway [ER] - I)
(400273)",West Bengal,"03/2001
(02/2008)","03/2019
(02/2026)","1189
(1542)",1338.36,92
740,"Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway
(RVNL - II)
(400277)",West Bengal,"03/2010
(10/2011)","12/2025
(03/2026)","8964
(8964)",8428.89,85
741,"Construction of Balurghat-Hilli new BG Line
(Northeast Frontier Railway [NFR])
(612096)",West Bengal,"12/2010
(12/2010)","03/2027
(03/2027)","1209
(1181.57)",428.37,12
742,"SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair
Car maintenance cum workshop depot.
(South Eastern Railway - JH)
(617345)",West Bengal,"03/2024
(12/2024)","10/2026
(-)","226.87
(226.87)",33.7,36
743,"Joka-BBD Bag new metro project
(RVNL - II)
(705730)",West Bengal,"03/2010
(04/2010)","12/2026
(12/2029)","4835
(10362)",4740.17,51
744,"Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km]
(Metro Railway, Kolkata)
(706776)",West Bengal,"11/2010
(03/2010)","08/2026
(03/2029)","4830
(4830)",2764.13,32
745,"Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway
(RVNL - II)
(706777)",West Bengal,"03/2010
(03/2010)","12/2026
(12/2030)","2298
(2734)",393.01,17
,Total (249),,,,702266.73,686201.12,
,Department for Promotion of Industry & Internal Trade,,,,,,
,Real Estate,,,,,,
746,"Krishnapatnam Node - Phase 1 - Roads and Services Development
(National Industrial Corridor Development Corporation)
(701658)",Andhra Pradesh,"12/2020
(02/2024)","02/2028
(-)","2139.44
(2139.44)",568.22,27
747,"Tumakuru Node - Phase 1 - Roads and Services Development
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(701657)",Karnataka,"12/2020
(02/2023)","09/2026
(-)","1701.81
(1701.81)",184.16,17
,Total (2),,,,3841.25,752.38,
,Ministry of Road Transport & Highways,,,,,,
,Roads & Highways,,,,,,
748,"Rehabilitation and Up-gradation from Km 170700 Bhadrachalam to Km 234567 Konta
on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC
mode.
(MoRTH)
(617907)",Andhra Pradesh,"12/2021
(09/2022)","09/2024
(-)","436.09
(436.09)",207.05,89
749,"Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district
of AP state under NHO on EPC Mode under Annual Plan 2022-23
(MoRTH)
(617949)",Andhra Pradesh,"03/2023
(03/2024)","03/2026
(-)","159.66
(159.66)",32.57,69
750,"Gudivada Town 2 RoB, and Road improvement NH-165
(MoRTH)
(617984)",Andhra Pradesh,"03/2022
(05/2023)","05/2025
(-)","317.22
(317.22)",0,67
751,"Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to
Akiveedu
(MoRTH)
(617985)",Andhra Pradesh,"03/2020
(11/2021)","11/2023
(02/2024)","529.54
(588.65)",0,0
752,"Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km
248010 to km 269900 to 2
(MoRTH)
(617986)",Andhra Pradesh,"03/2023
(12/2024)","12/2026
(-)","292.63
(292.63)",0,40
753,"Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla
road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.
(MoRTH)
(617990)",Andhra Pradesh,"03/2023
(02/2024)","11/2025
(-)","242
(242)",78.49,95
754,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch.
14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the
State of Andhra Pradesh under Corridor Approach through Engineering, Procurement
(MoRTH)
(617991)",Andhra Pradesh,"11/2016
(05/2017)","05/2019
(11/2020)","290.15
(290.15)",0,0
755,"Rehabilitation and Up-gradation of existin of road from 2-lane to 2-lane with paved
shoulders from km. 0.00 to km 53.590 total length-53.590 km of Raychoti to Vempalli
section of NH-440 in the State of Andhra Pradesh on EPC mode.
(MoRTH)
(618037)",Andhra Pradesh,"12/2021
(05/2022)","05/2024
(-)","439.82
(359.52)",121.22,0
756,"Dornala to Kunta Junction from Design Chainage Km 244000 to 267990 section of
NH-765 Package-2
(MoRTH)
(618062)",Andhra Pradesh,"12/2022
(03/2024)","09/2025
(-)","244.83
(244.83)",0,83
757,"Widening to two lane with paved shoulder of Rampachodavaram - Koyyuru section of
NH 516E from Km 43700 to Km 113820 in the State of Andhra Pradesh on EPC
mode Job No. 737
(MoRTH)
(618145)",Andhra Pradesh,"03/2022
(01/2023)","01/2025
(-)","568.12
(568.12)",289.47,92
758,"Widening and Reconstruction of existing road to four lane from Km.56400 to Km
120300 i.e. from B.Kothapalli Junction to Gorantla excluding Kadiri Bypass from Km
70200 to Km 77105 of NH 716G in the State of Andhra Pradesh on EPC mode Job
no. 742
(MoRTH)
(618161)",Andhra Pradesh,"03/2022
(09/2023)","12/2025
(-)","839.98
(839.98)",360.45,99
759,"Rehabilitation and upgradation of NH-167AD from Macherla to Dachepalli via Paluvai
Junction, Rentachinthala, Gurazala from Km.0.000 to 43.659 to two lane with paved
shoulders in the state of Andhra Pradesh job-729
(MoRTH)
(618191)",Andhra Pradesh,"01/2022
(01/2023)","01/2025
(-)","403.22
(403.22)",220.99,97
760,"Duttalur at NH-565 Junction to Kavali Joining on NH-16 Chainage Km. 36/400 to Km.
107/224 excluding the stretch from Km 101.880 to 105.300 67.404 Km of NH-167BG
from in the State of Andhra Pradesh on EPC mode
(MoRTH)
(618192)",Andhra Pradesh,"03/2021
(07/2022)","07/2024
(-)","423.67
(423.67)",0,81
