Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
450,"Establishment of new GMC Porbandar
(Medical Education, Ministry of Health and Family Welfare)
(707050)
(-) (-)",Gujarat,"04/2022
(10/2022)","09/2024
(-)","325.00
(618.98)",936.64,81
451,"AIIMS Majra Rewari Haryana
(Ministry of Health and Family Welfare)
(701173)
(-) (-)",Haryana,"02/2019
(02/2019)","12/2026
(12/2026)","1299.00
(1646.43)",747.62,67.45
452,"AIIMS Kashmir at Awantipora Jammu & Kashmir
(PMSSY AND Institute of NATIONAL Importance)
(701167)
(-) (-)","Jammu and
Kashmir","01/2019
(03/2019)","12/2025
(12/2026)","1828.00
(2570.19)",1602.61,79
453,"Establishment of new GMc Udhampur
(Medical Education, Ministry of Health and Family Welfare)
(707051)
(-) (-)","Jammu and
Kashmir","09/2019
(01/2022)","03/2027
(-)","325.00
(325.00)",222,75
454,"Establishment of new GMC Handwara [Distt. Kupwara]
(Medical Education, Ministry of Health and Family Welfare)
(707052)
(-) (-)","Jammu and
Kashmir","NA
(01/1900)","01/1900
(-)","325.00
(325.00)",173,0
455,"Establishment of new GMC Koderma
(Medical Education, Ministry of Health and Family Welfare)
(707021)
(-) (-)",Jharkhand,"09/2023
(02/2024)","08/2026
(-)","250.00
(504.80)",271,40
456,"Establishment of new GMC Chaibasa [Singhbhum]
(Medical Education, Ministry of Health and Family Welfare)
(707022)
(-) (-)",Jharkhand,"06/2018
(03/2023)","09/2025
(-)","250.00
(454.10)",65,57
457,"Establishment of new GMC Leh
(Medical Education, Ministry of Health and Family Welfare)
(707057)
(-) (-)",Ladakh,"10/2019
(01/1900)","01/1900
(-)","325.00
(325.00)",127,0
458,"Establishment of new GMC Rajgarh
(Medical Education, Ministry of Health and Family Welfare)
(707058)
(-) (-)",Madhya Pradesh,"12/2021
(11/2022)","04/2024
(-)","325.00
(325.00)",179.5,86
459,"Establishment of new GMC Mandla
(Medical Education, Ministry of Health and Family Welfare)
(707059)
(-) (-)",Madhya Pradesh,"08/2023
(10/2023)","04/2026
(-)","325.00
(325.00)",89.41,45
460,"Establishment of new GMC Gondia
(Medical Education, Ministry of Health and Family Welfare)
(706988)
(-) (-)",Maharashtra,"07/2021
(01/1900)","01/1900
(-)","189.00
(189.00)",113.4,40.14
461,"Establishment of new GMC West Garo Hills [Tura]
(Medical Education, Ministry of Health and Family Welfare)
(706989)
(-) (-)",Meghalaya,"NA
(01/1900)","01/1900
(-)","189.00
(189.00)",170.1,0
462,"Establishment of new GMC Mon
(Medical Education, Ministry of Health and Family Welfare)
(707067)
(-) (-)",Nagaland,"NA
(01/1900)","01/1900
(-)","325.00
(325.00)",155,0
463,"Establishment of new GMC Kapurthala
(Medical Education, Ministry of Health and Family Welfare)
(707069)
(-) (-)",Punjab,"11/2019
(07/2027)","12/2028
(-)","325.00
(550.00)",50,0
464,"Establishment of new GMC Hoshiarpur
(Medical Education, Ministry of Health and Family Welfare)
(707070)
(-) (-)",Punjab,"01/2020
(03/2026)","12/2028
(-)","325.00
(374.75)",2.04,5
465,"Establishment of new GMC Gangtok
(Medical Education, Ministry of Health and Family Welfare)
(707039)
(-) (-)",Sikkim,"10/2018
(12/2018)","12/2026
(07/2026)","250.00
(635.21)",667.21,92
466,"ALL India Institute of Medical Sciences-AIIMS Madurai
(PMSSY AND Institute of NATIONAL Importance)
(701168)
(-) (-)",Tamil Nadu,"12/2018
(12/2018)","08/2022
(10/2026)","1264.00
(2021.51)",540.92,54
467,"AIIMS Bibinagar
(PMSSY AND Institute of NATIONAL Importance)
(701171)
(-) (-)",Telangana,"12/2018
(07/2022)","06/2026
(12/2026)","1028.00
(1365.95)",1028.94,87.58
468,"Establishment of new GMC Rudrapur
(Medical Education, Ministry of Health and Family Welfare)
(707086)
(-) (-)",Uttarakhand,"10/2022
(02/2024)","12/2026
(-)","325.00
(325.00)",353.01,95
469,"Establishment of new GMC Pithoragarh
(Medical Education, Ministry of Health and Family Welfare)
(707087)
(-) (-)",Uttarakhand,"08/2021
(04/2023)","12/2026
(-)","325.00
(768.89)",470.08,78
,Total (35),,,,21050.26,10844,
,Ministry of Labour and Employment,,,,,,
,Healthcare,,,,,,
470,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar,
Visakhapatnam, Andhra Pradesh
(Employee's State Insurance Company [ESIC])
(612167)
(-) (-)",Andhra Pradesh,"02/2021
(04/2023)","10/2025
(08/2026)","384.27
(384.27)",286.38,95
