Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
550,"Nipania-Bhatapra 14.4 km 4th line PB72/NR/2022-23
(CAOC/SECR SECR mor)
(612815)
(-) (-)",Chhattisgarh,"12/2022
(03/2023)","03/2027
(-)","170.49
(170.49)",12.12,3
551,"Dallirajhra- Rowghat New Railway Line - Phase I [95 km]
(Rail Vikas Nigam Limited)
(705433)
(-) (-)",Chhattisgarh,"07/2009
(12/2009)","09/2025
(12/2025)","1628.00
(1628.00)",1440.85,82
552,"Gevra Road-Pendra Road New Railway Line [135 km]
(Indian Railway Construction International Limited [IRCON])
(705444)
(-) (-)",Chhattisgarh,"04/2014
(04/2014)","03/2022
(12/2026)","4970.00
(7448.52)",5327.55,83.36
553,"Boridand-Ambikapur 118.81 km Umbrella work PB57/2019-20/NR
(CAOC/SECR SECR mor)
(706854)
(-) (-)",Chhattisgarh,"06/2022
(03/2024)","06/2030
(06/2030)","1376.00
(1576.72)",499.37,38
554,"4th line - Rajnandgaon-Dongarhgarh 31.2 km PB72/NR/2022-23
(CAOC/SECR SECR mor)
(709818)
(-) (-)",Chhattisgarh,"09/2022
(10/2024)","01/2027
(01/2027)","328.34
(328.34)",98.21,5
555,"3rd & 4th line - Saragbundia & Madwarani 12.2 km PB72/NR/2022-23
(CAOC/SECR SECR mor)
(709819)
(-) (-)",Chhattisgarh,"09/2022
(03/2023)","12/2026
(12/2026)","167.64
(167.64)",28.44,10
556,"Anand Vihar-Tilak Bridge - 3rd & 4th line 9.77 km
(CAOC/NR NR mor)
(705583)
(-) (-)",Delhi,"06/2012
(04/2014)","03/2023
(12/2027)","667.00
(701.88)",393.68,23
557,"Chandorgaon-Cansaulim rail flyover 16 km Umbrella work PB57/2019-20/NR
(CAOC/SWR SWR mor)
(706865)
(-) (-)",Goa,"NA
(01/2022)","03/2031
(-)","1892.00
(1892.00)",0,0
558,"Kosamba- Umarpada 69.70 Km PB32/WR/2023-24
(CAOCWR WR mor)
(611918)
(-) (-)",Gujarat,"07/2023
(01/2024)","03/2027
(-)","468.00
(468.00)",146.38,31
559,"New BG line between Naliya - Jakhau Port 24.88 Km
(CAOCWR WR mor)
(611943)
(-) (-)",Gujarat,"02/2023
(11/2025)","01/2028
(02/2028)","410.26
(410.26)",11.86,5
560,"Petlad-Bhadran 22.5 km
(CAOCWR WR mor)
(611945)
(-) (-)",Gujarat,"05/2022
(05/2024)","05/2030
(05/2030)","307.11
(307.12)",114.73,32
561,"Samlaya-Timba Road 53.53 km
(CAOCWR WR mor)
(611970)
(-) (-)",Gujarat,"02/2023
(05/2024)","03/2030
(03/2030)","670.17
(670.17)",195.1,25
562,"Samni-Jambusar 24.08 km
(CAOCWR WR mor)
(611971)
(-) (-)",Gujarat,"05/2022
(04/2024)","03/2030
(03/2030)","350.00
(349.93)",188.23,40
563,"Western Railway- Samakhiali-Gandhidham Quadrupiling 53 km PB34/CR/2023-24
(CAOCWR WR mor)
(611974)
(-) (-)",Gujarat,"08/2023
(04/2024)","12/2026
(12/2027)","1430.00
(1430.00)",748.46,50
564,"Barejadi Nandej Geratpur - Sanand - 4th line 38.20 km
(CAOCWR WR mor)
(612072)
(-) (-)",Gujarat,"02/2023
(03/2024)","03/2027
(07/2028)","961.67
(961.67)",548.14,23
565,"Kosamba Umarpada GC PROJECT
(Ministry of Railways-)
(616983)
(-) (-)",Gujarat,"07/2023
(07/2023)","06/2027
(-)","467.58
(467.58)",70.54,16
566,"Miyagam-Karjan-Dabhoi-Samlaya 96.46 km- Gauge conversion with electrification
(CAOCWR WR mor)
(705458)
(-) (-)",Gujarat,"01/2017
(06/2026)","12/2026
(12/2026)","483.88
(1015.07)",816.25,34
567,"Rajkot-Kanalus 111.20 km
(CAOCWR WR mor)
(706763)
(-) (-)",Gujarat,"10/2021
(08/2022)","10/2026
(06/2026)","1080.58
(1205.18)",1107.75,90
568,"Nadiad-Petlad 37.26 km
(CAOCWR WR mor)
(709812)
(-) (-)",Gujarat,"05/2022
(05/2024)","06/2030
(06/2030)","461.91
(461.91)",142.21,30
569,"New BG line intersection 5 nos between Geratpur-Sanand & Botad-Ahmedabad 16.51
km PB29/NR/2022-23
(CAOCWR WR mor)
(709813)
(-) (-)",Gujarat,"10/2022
(03/2025)","10/2027
(10/2027)","437.21
(463.95)",463.96,22
570,"Doubling between Bhiwani - Dobh Bahali PB73/2023-24/NR
(CAOC/NWR NWR mor)
(611884)
(-) (-)",Haryana,"02/2023
(04/2023)","06/2027
(02/2028)","471.00
(471.00)",342.36,77
571,"Pradhankhunta Jn-Patherdih Bazar-Bhojudih 17.1 km Umbrella work PB57/2019-
20/NR
(CAO/Con/South/MHX ECR mor)
(617372)
(-) (-)",Jharkhand,"11/2022
(09/2025)","11/2027
(03/2026)","349.22
(349.22)",162.92,60
