Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1721,"Saturation 4G mobile coverage of Uncovered Villages through USOF
(Department of Telecommunications [DoT])
(400013)
(-) (-)",PAN India,"07/2022
(07/2022)","06/2024
(03/2027)","26316.00
(15392.84)",8722.82,87.7
1722,"Amended BharatNet Program - J&K, LAD
(Department of Telecommunications)
(437130)
(-) (-)",PAN India,"08/2023
(06/2025)","06/2028
(-)","1621.00
(1621.00)",170.05,8.28
1723,"Amended BharatNet Program - MGH, MZM, TRP
(Department of Telecommunications)
(462136)
(-) (-)",PAN India,"08/2023
(04/2025)","04/2029
(-)","768.00
(768.00)",0,0
1724,"Amended BharatNet Program - HP
(Department of Telecommunications)
(476006)
(-) (-)",PAN India,"08/2023
(02/2025)","02/2028
(-)","1292.00
(1292.00)",148.93,23.18
1725,"BharatNet Phase-II
(Department of Telecommunications)
(547243)
(-) (-)",PAN India,"07/2017
(11/2017)","05/2023
(-)","22174.56
(22174.56)",20691.72,93.33
1726,"Amended BharatNet Program - KL
(Department of Telecommunications)
(660056)
(-) (-)",PAN India,"08/2023
(06/2025)","06/2028
(-)","765.00
(765.00)",94.95,1.63
1727,"Amended BharatNet Program - UKD
(Department of Telecommunications)
(665021)
(-) (-)",PAN India,"08/2023
(05/2025)","05/2028
(-)","1821.00
(1821.00)",209.87,20.54
1728,"4G Services by BSNL
(Department of Telecommunications [DoT])
(701593)
(-) (-)",PAN India,"11/2020
(11/2020)","03/2024
(03/2026)","28466.00
(19592.00)",9165.04,98.56
1729,"BharatNet
(Department of Telecommunications [DoT])
(706775)
(-) (-)",PAN India,"07/2017
(10/2011)","08/2023
(03/2019)","61109.00
(12709.00)",48809.69,99.98
1730,"MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL
ALONG WITH TEST AND MEASURING EQUIPMENT
(BSNL)
(709856)
(-) (-)",PAN India,"05/2023
(05/2023)","08/2024
(08/2026)","645.13
(645.13)",407.9,92.1
1731,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration &
Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis
including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.
(BSNL)
(709857)
(-) (-)",PAN India,"05/2023
(06/2023)","06/2025
(09/2026)","24544.55
(24544.55)",9165.89,98.56
1732,"Amended BharatNet Program - BR
(Department of Telecommunications)
(914467)
(-) (-)",PAN India,"08/2023
(03/2025)","03/2028
(-)","1550.00
(1550.00)",222.77,17.76
1733,"Amended BharatNet Program - RJ
(Department of Telecommunications)
(938832)
(-) (-)",PAN India,"08/2023
(03/2026)","03/2029
(-)","2839.00
(2839.00)",283.93,0
1734,"Amended BharatNet Program - SKM
(Department of Telecommunications)
(946208)
(-) (-)",PAN India,"08/2023
(06/2026)","06/2029
(-)","160.00
(160.00)",0,0
1735,"Amended BharatNet Program - ARP, NGL, MNP
(Department of Telecommunications)
(976009)
(-) (-)",PAN India,"08/2023
(06/2025)","06/2028
(-)","1168.00
(1168.00)",123.28,0.61
1736,"Amended BharatNet Program - UP (East)
(Department of Telecommunications)
(222253)
(-) (-)",Uttar Pradesh,"08/2023
(02/2025)","02/2028
(-)","5008.00
(5008.00)",502,7.65
1737,"Amended BharatNet Program - UP (West)
(Department of Telecommunications)
(708687)
(-) (-)",Uttar Pradesh,"08/2023
(02/2025)","02/2028
(-)","1917.00
(1917.00)",0,7.2
,Total (31),,,,207194.71,102879.15,
,"Department of Water Resources, River Development & GR",,,,,,
,Waste & Water,,,,,,
1738,"Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based
PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616600)
(-) (-)",Bihar,"10/2017
(03/2022)","02/2025
(12/2026)","413.29
(413.29)",126.67,97
1739,"Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna
under Hybrid annuity based PPP mode-Namami Gange Programme
(National Mission for Clean Ganga)
(616611)
(-) (-)",Bihar,"08/2017
(07/2019)","12/2025
(09/2026)","824.00
(824.00)",403.34,59
1740,"Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh
Patna under Hybrid annuity based PPP mode Namami Gange Programme
(NMCG1)
(616612)
(-) (-)",Bihar,"08/2017
(07/2019)","12/2025
(-)","578.89
(578.89)",174.61,55
