Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
152,"186 MW Tato-I H E Project
(North Eastern Electric Power Corporation Limited)
(611699)
(-) (7621)",Arunachal Pradesh,"12/2024
(05/2025)","07/2029
(-)","1750.07
(1750.07)",74.83,5.1
153,"700 MW Tato-II HE Project
(North Eastern Electric Power Corporation Limited)
(611716)
(-) (9690)",Arunachal Pradesh,"09/2025
(09/2025)","09/2031
(-)","8146.21
(8146.21)",244.35,6.45
154,"Kalai-II Hydro Electric Project [1200 MW]
(THDC India Limited)
(619311)
(-) (12136)",Arunachal Pradesh,"04/2026
(04/2026)","10/2032
(-)","14105.83
(14105.8)",188.14,0
155,"Buxar Thermal Power Project [1320 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602579)
(N18000194) (2361)",Bihar,"03/2019
(06/2019)","01/2024
(05/2026)","10439.09
(13756.6)",13479.85,94.79
156,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]
(National Thermal Power Corporation [NTPC])
(619051)
(-) (11614)",Bihar,"11/2024
(03/2025)","07/2030
(09/2030)","29948
(29948)",2865.29,11.45
157,"Lara Super Thermal Power Project Stage-II [2 x 800 MW]
(National Thermal Power Corporation [NTPC])
(611930)
(N18000381) (5493)",Chhattisgarh,"08/2023
(08/2023)","06/2028
(11/2028)","15530
(16106)",5005.4,30.6
158,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]
(National Thermal Power Corporation [NTPC])
(617188)
(-) (9706)",Chhattisgarh,"09/2024
(09/2024)","09/2029
(11/2029)","9791
(9791)",1686.93,19.86
159,"Bagodara Solar Power Project
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(709747)
(N18000297) (-)",Gujarat,"03/2021
(05/2021)","12/2025
(12/2025)","339.35
(339.35)",370,51.86
160,"Dhaulasidh Hydro Electric Project [66 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602582)
(N18000291) (2370)",Himachal Pradesh,"10/2020
(05/2021)","11/2025
(03/2027)","687.97
(1561.21)",1122.67,77.95
161,"Luhri Stage-I Hydro Electric Project [210 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(602593)
(N18000279) (2367)",Himachal Pradesh,"11/2020
(11/2020)","01/2026
(02/2030)","1810.56
(4681.64)",1941.63,51.63
162,"Sunni Dam Hydro Electric Project [382 MW]
(Satluj Jal Vidyut Nigam [SJVN] Thermal Limited)
(611586)
(N18000344) (5062)",Himachal Pradesh,"01/2023
(01/2023)","04/2028
(12/2029)","2614.51
(4925.87)",1097.78,34.43
163,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW
(National Hydroelectric Power Corporation Limited [NHPC])
(602525)
(N18000172) (1425)","Jammu and
Kashmir","10/2014
(02/2018)","04/2020
(12/2026)","8112.12
(12728)",9313.54,82.05
164,"Kiru HE Project
(National Hydroelectric Power Corporation Limited [NHPC])
(602532)
(N18000278) (2412)","Jammu and
Kashmir","03/2019
(02/2020)","09/2023
(12/2026)","4287.59
(5409)",3868.72,85.5
165,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.
(National Hydroelectric Power Corporation Limited [NHPC])
(602535)
(N18000324) (2421)","Jammu and
Kashmir","02/2021
(01/2022)","02/2026
(11/2028)","5281.94
(5281.94)",1622.1,30.4
166,"Kwar HE Project
(National Hydroelectric Power Corporation Limited [NHPC])
(605155)
(N18000363) (4177)","Jammu and
Kashmir","05/2022
(11/2022)","11/2026
(03/2028)","4526.12
(4526.12)",1616.87,35.32
167,"Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW]
(National Thermal Power Corporation [NTPC])
(400261)
(N18000275) (1639)",Jharkhand,"11/2017
(11/2017)","03/2023
(04/2027)","18668
(20302)",19064.59,90.2
168,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand
(Damodar Valley Corporation)
(611509)
(-) (7414)",Jharkhand,"04/2023
(11/2024)","03/2029
(-)","14358
(14358)",1964.6,11.5
169,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]
(National Thermal Power Corporation [NTPC])
(618976)
(-) (10793)",Madhya Pradesh,"11/2024
(05/2025)","03/2030
(05/2030)","20446
(20446)",1945.1,8.2
170,"Subansiri Lower HE Project [2000 MW]
(National Hydroelectric Power Corporation Limited [NHPC])
(602096)
(180100221) (2415)","Multi-States
(Arunachal
Pradesh, Assam)","09/2003
(01/2005)","09/2010
(05/2026)","6285.33
(26075.5)",26277.65,97.72
171,"Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion
(National Thermal Power Corporation [NTPC])
(602961)
(N18000364) (3450)",Odisha,"08/2022
(09/2022)","05/2027
(05/2028)","11843.75
(12543)",6644.65,51.4
172,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]
(National Thermal Power Corporation [NTPC])
(619056)
(-) (11833)",Odisha,"11/2025
(11/2025)","01/2031
(05/2031)","11131
(11131)",472.8,2.35
173,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO
POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]
(National Hydroelectric Power Corporation Limited [NHPC])
(602181)
(N18000325) (2419)",Sikkim,"03/2019
(03/2020)","03/2024
(12/2027)","5748.04
(5748.04)",4447.82,73.11
