Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
266,"Surat Metro Rail Project
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702630)
(N28000138) (3141)",Gujarat,"03/2019
(04/2019)","03/2024
(06/2026)","12020.32
(12020.3)",8929.65,79.5
267,"Ahmedabad Metro Rail Project [Phase-I]
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702639)
(N28000122) (1749)",Gujarat,"11/2014
(02/2015)","03/2018
(05/2026)","10773
(12924.5)",12520.65,99.99
268,"Metro connectivity from Millennium City Centre to Cyber City with Spur to Dwarka
Expressway, Gurugram.
(Gurugram Metro Rail Limited [GMRL])
(619022)
(-) (11535)",Haryana,"07/2023
(08/2024)","07/2027
(-)","5452.72
(5452.72)",92.12,0
269,"Bangalore Metro Rail Project - PHASE-3
(Bengaluru Metro Rail)
(612878)
(-) (-)",Karnataka,"NA
(06/2026)","05/2031
(-)","15611
(15611)",0,0
270,"Construction of Bangalore Metro Rail Project Phase 2.
(Bengaluru Metro Rail)
(702635)
(N28000058) (2472)",Karnataka,"02/2014
(02/2016)","03/2021
(09/2026)","26405.14
(30695.1)",29802.97,95.5
271,"Construction Bangalore Metro Rail Project Phase-2A & 2B
(Bengaluru Metro Rail)
(702665)
(N28000151) (2476)",Karnataka,"06/2021
(01/2019)","06/2026
(06/2026)","14788.1
(14788.1)",10276.44,65
272,"Kochi Metro Rail Phase 2 Development Project
(CSPCC Projects)
(702664)
(N28000158) (4736)",Kerala,"11/2022
(11/2022)","11/2026
(11/2026)","1957.05
(1957.05)",746.33,36.17
273,"Bhopal Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702625)
(N28000124) (3137)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(06/2028)","6941.4
(6941.4)",4259.25,59.94
274,"Indore Metro Rail Project
(Madhya Pradesh Metro Rail Co Limited [MPMRCL])
(702626)
(N28000125) (3138)",Madhya Pradesh,"11/2018
(11/2018)","11/2022
(12/2028)","7500.8
(7500.8)",4923.05,64.15
275,"PCMC To Nigdi- Extension Of North South Corridor Of Phase-1
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617225)
(N28000157) (7570)",Maharashtra,"10/2023
(10/2023)","01/2027
(-)","910.18
(960.18)",269.74,41.58
276,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)
(N28000160) (7627)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",46.13,5.2
277,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)
(-) (7735)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",81.63,8.25
278,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)
(-) (10784)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",2.65,1.38
279,"Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A
Nal Stop - Warje - Manikbaug
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618985)
(-) (10785)",Maharashtra,"12/2025
(12/2025)","12/2030
(-)","9857.85
(9857.85)",3.94,0.48
280,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)
(-) (-)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
281,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)
(-) (-)",Maharashtra,"04/2018
(07/2020)","07/2023
(06/2026)","600
(723.7)",492.82,82
282,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)
(N28000086) (1384)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136
(37276)",33526.69,97.79
283,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)
(N28000155) (5205)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708
(6708)",1912.03,38
284,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)
(-) (7530)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",72.98,0
285,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)
(-) (4262)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246
(63246)",33129.33,52.55
286,"LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR
(Uttar Pradesh metro rail corporation [UPMRC])
(619052)
(-) (11609)",Uttar Pradesh,"09/2025
(05/2026)","04/2031
(-)","5801.05
(5801.05)",0,1
287,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)
(N28000144) (3116)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.5)",9101.15,80.9
