Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
326,"CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE
1A
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(606431)
(N28000140) (3415)",Kerala,"07/2017
(03/2020)","06/2022
(06/2026)","1006.45
(1217.4)",680.69,86
327,"Phase B of Construction of Permanent Campus of IIT Palakkad
(INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD)
(617878)
(-) (10104)",Kerala,"05/2025
(01/2026)","10/2028
(-)","1527
(1527)",9.8,0
328,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy
& Sophisticated lab complex, Academic POD and Infrastructure for center of
excellence]
(Indian Institute of Technology, Indore)
(611957)
(-) (-)",Madhya Pradesh,"12/2023
(04/2024)","02/2027
(-)","496.28
(496.28)",78.35,58
329,"Construction and Developement of National Institute of Technology Meghalaya
Permanent Campus at Sohra
(National Institute of Technology, Meghalaya)
(612885)
(N42000001) (5654)",Meghalaya,"09/2009
(09/2014)","03/2022
(10/2026)","494.52
(429.7)",368.98,95
330,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl
(NIT Mizoram)
(612876)
(-) (5653)",Mizoram,"09/2009
(06/2014)","12/2029
(03/2022)","474.23
(474.23)",167.55,4
331,"Establishment of NIT Nagaland
(NIT Nagaland)
(613013)
(-) (-)",Nagaland,"09/2009
(12/2014)","12/2025
(-)","275.63
(275.63)",263.25,98
332,"IISER BERHAMPUR
(Indian Institutes of Science Education and Research, Behrampur)
(610315)
(N28000126) (3441)",Odisha,"10/2018
(09/2019)","03/2021
(06/2026)","1229.32
(843.09)",874.09,98.5
333,"Construction of IIT Bhubaneswar -Phase III
(Indian Institute of Technology, Bhubaneshwar)
(611961)
(-) (-)",Odisha,"02/2024
(05/2024)","11/2026
(-)","454.27
(454.27)",100.77,7
334,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant
and Faculty Residence - 72 nos. Flats
(NIT Rourkela)
(619033)
(-) (-)",Odisha,"09/2023
(01/2024)","06/2026
(-)","198.97
(198.97)",42.55,42
335,"Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II]
(National Institute of Technology, Puducherry)
(612877)
(-) (5639)",Puducherry,"09/2009
(07/2013)","12/2024
(05/2026)","618.34
(544.34)",543.74,98.5
336,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar,
Punjab, Phase-I
(Indian intitue of Management, Amritsar)
(605292)
(N28000142) (4865)",Punjab,"10/2019
(07/2020)","06/2023
(09/2026)","348.31
(348.31)",293.1,91.7
337,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block,
International Hostel 100 seater, VC Residence and Purchase of Equipment
(Central University of Punjab)
(617221)
(-) (-)",Punjab,"08/2024
(04/2025)","10/2027
(-)","210.99
(210.99)",74.96,45
338,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South
Sikkim
(Sikkim University)
(609736)
(N44000002) (-)",Sikkim,"08/2020
(01/2022)","01/2025
(03/2026)","314.06
(314.06)",292,95
339,"Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District
(NIT Sikkim)
(612883)
(-) (5656)",Sikkim,"02/2024
(03/2024)","02/2028
(12/2026)","685.76
(610.76)",283.56,34.5
340,"Construction of Precast housing and hostels at IIT Hyderabad
(Indian Institute of Technology, Hyderabad)
(609996)
(-) (-)",Telangana,"09/2022
(11/2022)","10/2024
(01/2026)","262
(262)",213.89,87.44
341,"Banaras Hindu University [ Kayakalp of Institute of Medical Sciences]
(Banaras Hindu University)
(606479)
(-) (-)",Uttar Pradesh,"06/2020
(06/2020)","09/2022
(03/2026)","246
(246)",207.02,99
342,"Construction & Development of Infrastructural Facilities in the main campus of NIT
Uttarakhand at Sumari, Pauri Garhwal
(National Institute of Technology Uttarakhand)
(611963)
(-) (5655)",Uttarakhand,"06/2020
(04/2024)","09/2027
(-)","650.85
(650.85)",345.85,56
343,"HEFA projects on development of student hostels, playgrounds, departmental
buildings, class room complex and other campus facilities in IIT Kharagpur
(Indian Institute of Technology, Kharagpur)
(609019)
(N28000146) (4351)",West Bengal,"06/2018
(04/2019)","03/2023
(03/2026)","500
(442)",415.35,96
,Total (30),,,,15165.68,8310.52,
,Department of Sports,,,,,,
,Education,,,,,,
344,"National Sports University [NSU], Imphal [Manipur]
(Department of Sports & Youth Affairs)
(400081)
(-) (3895)",Manipur,"NA
(01/2022)","08/2024
(08/2026)","906.47
(611.74)",574.12,97
,Total (1),,,,906.47,574.12,
